passage,response,atomic_units,hallucinated_atomic_units
'divorcing cassidy in she later married comic actor marty ingels on november.' Provide only the simplified text as the response.,She divorced Cassidy and later married comic actor Marty Ingels in November.," She divorced Cassidy. | True |
 She later married comic actor Marty Ingels in November. | True",
'throughout its seven seasons and a total of episodes buffy and by extension gellar became cult icons in the united states canada the uk and australia particularly as an archetype of an empowered woman.' Provide only the simplified text as the response.,"Over its seven seasons, Buffy and Gellar became cult icons in the US, Canada, the UK, and Australia, especially as examples of strong women."," Buffy is a TV show that ran for seven seasons. | True |
 Sarah Michelle Gellar played the lead role in Buffy. | True |
 Buffy and Gellar gained a cult following in the US, Canada, the UK, and Australia. | True |
 They were seen as examples of strong women. | True",
'the film s animation technique combines traditional hand drawn animation and extensive use of computer generated imagery.' Provide only the simplified text as the response.,The film uses both traditional hand-drawn animation and a lot of computer-generated images.," The film uses traditional hand-drawn animation. | True |
 The film uses a lot of computer-generated images. | True",
'the maldives national football team is the national team of the maldives and is controlled by the football association of maldives.' Provide only the simplified text as the response.,The Maldives national football team represents the country and is managed by the Football Association of Maldives.," The Maldives national football team represents the country. | True |
 The team is managed by the Football Association of Maldives. | True",
'versainville is a commune in the calvados department in the basse normandie region in northwestern france.' Provide only the simplified text as the response.,Versainville is a small town in the Calvados area of the Basse-Normandie region in northwest France.," Versainville is a small town. | True |
 Versainville is located in the Calvados area. | True |
 The Calvados area is in the Basse-Normandie region. | True |
 The Basse-Normandie region is in northwest France. | True",
'in physiology a signal or biopotential is an electric quantity lrb voltage or current or field strength rrb caused by chemical reactions of charged ions.' Provide only the simplified text as the response.,"In physiology, a signal or biopotential is an electrical signal (like voltage, current, or field strength) created by the chemical reactions of charged ions."," In physiology, a signal or biopotential is an electrical signal. | True |
 The signal is created by the chemical reactions of charged ions. | True |
 The signal can be in the form of voltage, current, or field strength. | True",
'ch lons en champagne is a city in france.' Provide only the simplified text as the response.,Châlons-en-Champagne is a city in France.," Châlons-en-Champagne is a city. | True |
 Châlons-en-Champagne is located in France. | True",
'shaun of the dead is a british romantic zombie comedy directed by edgar wright starring simon pegg and nick frost and written by pegg and wright.' Provide only the simplified text as the response.,"""Shaun of the Dead is a British romantic zombie comedy movie directed by Edgar Wright and starring Simon Pegg and Nick Frost. Pegg and Wright also wrote the movie."""," ""Shaun of the Dead"" is a British movie. | True |
 It is a romantic zombie comedy. | True |
 The movie was directed by Edgar Wright. | True |
 The main actors are Simon Pegg and Nick Frost. | True |
 Simon Pegg and Edgar Wright also wrote the movie. | True",
'max tonetto lrb born november in trieste rrb is an italian football defender.' Provide only the simplified text as the response.,"Max Tonetto, born in November in Trieste, is an Italian football defender."," Max Tonetto was born in November. | True |
 Max Tonetto was born in Trieste. | True |
 Max Tonetto is an Italian. | True |
 Max Tonetto is a football defender. | True",
'using this definition the flux of the poynting vector over a specified surface is the rate at which electromagnetic energy flows through that surface.' Provide only the simplified text as the response.,The flux of the Poynting vector over a specific surface measures how fast electromagnetic energy passes through that surface.," The Poynting vector measures electromagnetic energy. | True |
 The flux of the Poynting vector over a specific surface indicates the rate at which electromagnetic energy passes through that surface. | True",
'ndash jonas savimbi angolan political leader lrb d. rrb' Provide only the simplified text as the response.,Jonas Savimbi was a political leader from Angola who has passed away.," Jonas Savimbi was a political leader. | True |
 He was from Angola. | True |
 He has passed away. | True",
'kvirc is able to connect to several servers at the same time lrb optionally with ssl and or over ipv rrb.' Provide only the simplified text as the response.,"Kvirc can connect to multiple servers simultaneously, with optional SSL and IPV support."," Kvirc is a software program. | True |
 Kvirc has the capability to connect to multiple servers at the same time. | True |
 Kvirc offers optional SSL support for secure connections. | True |
 Kvirc offers optional IPV support for internet protocol version. | True",
'the operations of vector addition and scalar multiplication have to satisfy certain requirements called axioms listed below. an example of a vector space is that of euclidean vectors which are often used to represent physical quantities such as forces any two forces lrb of the same type rrb can be added to yield a third and the multiplication of a force vector by a real factor is another force vector.' Provide only the simplified text as the response.,"Vector addition and scalar multiplication must meet specific rules called axioms. A common example of a vector space is Euclidean vectors, used to represent physical quantities like forces. Any two forces of the same type can be added to produce a third, and multiplying a force vector by a real number results in another force vector."," Vector addition and scalar multiplication in a vector space must follow specific rules known as axioms. | True |
 Euclidean vectors are a common example of a vector space used to represent physical quantities such as forces. | True |
 In a vector space, any two forces of the same type can be added to produce a third force. | True |
 Multiplying a force vector by a real number in a vector space results in another force vector. | True",
'his performances of bach beethoven brahms mozart haydn schumann wagner and carl orff are also notable.' Provide only the simplified text as the response.,"His performances of works by Bach, Beethoven, Brahms, Mozart, Haydn, Schumann, Wagner, and Carl Orff are also notable."," The individual has performed works by Bach. | True |
 The individual has performed works by Beethoven. | True |
 The individual has performed works by Brahms. | True |
 The individual has performed works by Mozart. | True |
 The individual has performed works by Haydn. | True |
 The individual has performed works by Schumann. | True |
 The individual has performed works by Wagner. | True |
 The individual has performed works by Carl Orff. | True",
'kunie kitamoto is a japanese football player who plays for vissel kobe.' Provide only the simplified text as the response.,Kunie Kitamoto is a Japanese soccer player for Vissel Kobe.," Kunie Kitamoto is a person. | True |
 Kunie Kitamoto is a Japanese. | True |
 Kunie Kitamoto is a soccer player. | True |
 Kunie Kitamoto plays for Vissel Kobe. | True",
'wwe released a complete dvd box set entitled royal rumble the complete anthology which showcases every royal rumble event in its entirety up to the royal rumble on march.' Provide only the simplified text as the response.,"WWE released a DVD box set called ""Royal Rumble: The Complete Anthology."" It includes every Royal Rumble event up to March."," WWE released a DVD box set. | True |
 The DVD box set is called ""Royal Rumble: The Complete Anthology."" | True |
 The box set includes every Royal Rumble event. | True |
 The events included in the box set go up to March. | True",
'he first married amie gertrude lathe lrb rrb around in boston massachusetts.' Provide only the simplified text as the response.,"He first married Amie Gertrude Lathe in Boston, Massachusetts."," The individual got married. | True |
 The marriage took place in Boston, Massachusetts. | True |
 The individual's first spouse's name was Amie Gertrude Lathe. | True",
'both the geographic center of the contiguous u.s. and the population center of the u.s. are in the midwest.' Provide only the simplified text as the response.,The middle of the U.S. by area and where most people live is in the Midwest.," The Midwest is located in the middle of the U.S. by area. | True |
 The Midwest is where most people live in the U.S. | False", The Midwest is where most people live in the U.S.
'in cordes received its charter to become a bastide lrb fortified town rrb from the count of toulouse.' Provide only the simplified text as the response.,Cordes got its charter to become a fortified town from the Count of Toulouse.," Cordes received a charter to become a fortified town. | True |
 The charter was granted by the Count of Toulouse. | True",
'gilbert was a taxidermist for the zoological society of london where he met john gould.' Provide only the simplified text as the response.,"Gilbert worked as a taxidermist at the Zoological Society of London, where he met John Gould."," Gilbert worked as a taxidermist. | True |
 Gilbert worked at the Zoological Society of London. | True |
 Gilbert met John Gould at the Zoological Society of London. | True",
'costa coffee is a coffee house company based in the united kingdom founded in by italian brothers sergio and bruno costa as a wholesale operation supplying roasted coffee to caterers and specialist italian coffee shops.' Provide only the simplified text as the response.,Costa Coffee is a UK-based coffee shop chain started by Italian brothers Sergio and Bruno Costa. It began as a business selling roasted coffee to catering companies and Italian coffee shops.," Costa Coffee is a UK-based coffee shop chain. | True |
 Costa Coffee was started by Italian brothers Sergio and Bruno Costa. | True |
 The business initially sold roasted coffee to catering companies and Italian coffee shops. | True",
'example walnuts and hickories belong to the juglandaceae or walnut family.' Provide only the simplified text as the response.,Walnuts and hickories are part of the walnut family., Walnuts and hickories belong to the walnut family. | True,
'events may battle of dandanaqan seljuk turks defeat the ghaznavids.' Provide only the simplified text as the response.,"At the Battle of Dandanaqan, the Seljuk Turks defeated the Ghaznavids."," The Battle of Dandanaqan took place. | True |
 The Seljuk Turks were involved in the battle. | True |
 The Ghaznavids were defeated in the battle. | True",
'amanda peet lrb born january rrb is an american actress.' Provide only the simplified text as the response.,"Amanda Peet, born in January, is an American actress."," Amanda Peet is an American actress. | True |
 Amanda Peet was born in January. | True",
'the national mint also issued special commemorative silver coins to mark his birthday.' Provide only the simplified text as the response.,The national mint made special silver coins to celebrate his birthday.," The national mint made special coins. | True |
 The coins were made of silver. | True |
 The coins were made to celebrate someone's birthday. | True",
'and committed to the imprisonment of the bishop of london.' Provide only the simplified text as the response.,Put the Bishop of London in prison.," The Bishop of London is involved. | True |
 The Bishop of London is being put in prison. | True",
'bricqueville is a commune in the calvados department in the basse normandie region in northwestern france.' Provide only the simplified text as the response.,Bricqueville is a small town in the Calvados area of northwestern France.," Bricqueville is a small town. | True |
 Bricqueville is located in the Calvados area. | True |
 The Calvados area is in northwestern France. | True",
'to make the feat even more memorable ripken hit a home run in the previous night s game that tied gehrig s record and another home run in his st game which fans later voted as major league baseball s most memorable moment in mlb history.' Provide only the simplified text as the response.,Ripken hit a home run the night he tied Gehrig's record and another in his record-setting game. Fans voted this the most memorable moment in MLB history.," Ripken hit a home run the night he tied Gehrig's record. | True |
 Ripken hit another home run in his record-setting game. | True |
 Fans voted this the most memorable moment in MLB history. | True",
'cilenti and guillory married in and during the ceremony guillory wore her grandmother s wedding dress.' Provide only the simplified text as the response.,"Cilenti and Guillory got married, and Guillory wore her grandmother's wedding dress during the ceremony."," Cilenti and Guillory got married. | True |
 Guillory wore her grandmother's wedding dress during the ceremony. | True",
'in the end ruth marie and melinda sided with cirie as the secretly grieving tina was voted out.' Provide only the simplified text as the response.,"Ruth Marie and Melinda supported Cirie, and Tina, who was secretly sad, was voted out."," Ruth Marie and Melinda supported Cirie. | True |
 Tina was secretly sad. | True |
 Tina was voted out. | True",
'nancy patricia d alesandro pelosi lrb born march rrb is the speaker of the united states house of representatives.' Provide only the simplified text as the response.,"Nancy Patricia D'Alesandro Pelosi, born in March, is the Speaker of the United States House of Representatives."," Nancy Patricia D'Alesandro Pelosi is the Speaker of the United States House of Representatives. | True |
 Nancy Patricia D'Alesandro Pelosi was born in March. | True",
'license change up to version... azureus was distributed under the gnu general public license lrb gpl rrb beginning with the version distribution the license presented upon installation changed.' Provide only the simplified text as the response.,"Starting from a certain version, Azureus switched its distribution license from the GNU General Public License (GPL) to a different license presented upon installation."," Azureus switched its distribution license from the GNU General Public License (GPL) to a different license. | True |
 The change in license occurred starting from a certain version of Azureus. | True |
 The new license is presented upon installation of Azureus. | True",
'its pattern of two tier metropolitan and non metropolitan county and district councils remains in use today in large parts of england although the metropolitan county councils were abolished in and both county and district councils were replaced with unitary authorities in many areas in the s.' Provide only the simplified text as the response.,"England still uses a system of two-tier council structures in many areas, with metropolitan and non-metropolitan counties and districts. However, metropolitan county councils were abolished, and in the 1990s, many areas replaced both county and district councils with single unitary authorities."," England uses a system of two-tier council structures in many areas. | True |
 Metropolitan and non-metropolitan counties and districts are part of the council structure. | True |
 Metropolitan county councils were abolished. | True |
 In the 1990s, many areas replaced both county and district councils with single unitary authorities. | True",
'lewisport is a city in hancock county kentucky united states along the ohio river.' Provide only the simplified text as the response.,"Lewisport is a city in Hancock County, Kentucky, USA, by the Ohio River."," Lewisport is a city. | True |
 Lewisport is located in Hancock County, Kentucky, USA. | True |
 Lewisport is situated by the Ohio River. | True",
'marco di vaio lrb born july rrb is an italian football striker who currently plays for bologna fc.' Provide only the simplified text as the response.,"Marco Di Vaio, born in July, is an Italian football striker who now plays for Bologna FC."," Marco Di Vaio was born in July. | True |
 Marco Di Vaio is an Italian football striker. | True |
 Marco Di Vaio currently plays for Bologna FC. | True",
'patients diagnosed with pancreatic cancer typically have a poor prognosis partly because the cancer usually causes no symptoms early on leading to locally advanced or metastatic disease at time of diagnosis.' Provide only the simplified text as the response.,"Patients with pancreatic cancer often have a poor outlook because it usually doesn't show early symptoms, leading to advanced or spread disease when diagnosed."," Patients with pancreatic cancer often have a poor outlook. | True |
 Pancreatic cancer usually doesn't show early symptoms. | True |
 This can lead to advanced or spread disease when diagnosed. | True",
'gordon david strachan obe lrb born february in edinburgh rrb is a scottish football manager and former player.' Provide only the simplified text as the response.,"Gordon David Strachan, born in February in Edinburgh, is a Scottish football manager and former player."," Gordon David Strachan was born in February. | True |
 Gordon David Strachan was born in Edinburgh. | True |
 Gordon David Strachan is a Scottish football manager. | True |
 Gordon David Strachan is a former player. | True",
'dolores hidalgo lrb in full dolores hidalgo cuna de la independencia nacional is the name of a city and the surrounding municipality in the north central part of the mexican state of guanajuato.' Provide only the simplified text as the response.,"Dolores Hidalgo, fully named Dolores Hidalgo Cuna de la Independencia Nacional, is a city and its surrounding area in the north-central region of Guanajuato, Mexico."," Dolores Hidalgo is a city located in the north-central region of Guanajuato, Mexico. | True |
 The full name of Dolores Hidalgo is Dolores Hidalgo Cuna de la Independencia Nacional. | True |
 Dolores Hidalgo is known as the birthplace of Mexico's independence movement. | True",
'sill le philippe is a commune in the sarthe department in the region of pays de la loire in northwestern france.' Provide only the simplified text as the response.,"Sillé-le-Philippe is a small town in the Sarthe area, located in the Pays de la Loire region in northwest France."," Sillé-le-Philippe is a small town. | True |
 The town is located in the Sarthe area. | True |
 The Sarthe area is in the Pays de la Loire region. | True |
 The Pays de la Loire region is in northwest France. | True",
'david hilbert lrb january february rrb was a german mathematician.' Provide only the simplified text as the response.,David Hilbert (January – February) was a German mathematician.," David Hilbert was a German mathematician. | True |
 David Hilbert was born in January or February. | False", David Hilbert was born in January or February.
'servaas faas wilkes lrb october august rrb was a dutch football forward who earned a total of caps for the dutch nation team in which he scored goals lrb average. goals per game rrb.' Provide only the simplified text as the response.,"Servaas ""Faas"" Wilkes was a Dutch football forward. He played for the Dutch national team, earning a total of caps and scoring goals, averaging goals per game."," Servaas ""Faas"" Wilkes was a Dutch football forward. | True |
 He played for the Dutch national team. | True |
 He earned a total of caps. | True |
 He scored goals. | True |
 He averaged goals per game. | True",
'johnny shines interviewed by john hammond jr. in the search for robert johnson lrb dvd rrb it was this chance meeting with robert johnson his greatest influence that gave him the inspiration to return to music.' Provide only the simplified text as the response.,"Johnny Shines talked to John Hammond Jr. about meeting Robert Johnson, his biggest inspiration, which made him want to get back into music. This was in ""The Search for Robert Johnson"" DVD."," Johnny Shines talked to John Hammond Jr. | True |
 Johnny Shines met Robert Johnson, his biggest inspiration. | True |
 Meeting Robert Johnson made Johnny Shines want to get back into music. | True |
 This interaction was featured in ""The Search for Robert Johnson"" DVD. | True",
'ndash the u.s. congress abrogates the united states use of the gold standard by enacting a joint resolution lrb stat.' Provide only the simplified text as the response.,The U.S. Congress ended the use of the gold standard in the United States by passing a law.," The U.S. Congress passed a law. | True |
 The law ended the use of the gold standard in the United States. | True",
'the movie is a light parody which plays on the clich s of typical horror films.' Provide only the simplified text as the response.,The movie is a funny imitation that makes fun of common horror film cliches.," The movie is an imitation. | True |
 The movie is funny. | True |
 The movie makes fun of common horror film cliches. | True",
'it was created by the german chemist alfred einhorn lrb rrb who gave the chemical the trade name novocaine from the latin nov lrb meaning new rrb and caine a common ending for alkaloids used as anesthetics.' Provide only the simplified text as the response.,"The chemical Novocaine was created by German chemist Alfred Einhorn. He named it Novocaine by combining ""nov"" from Latin, meaning ""new,"" and ""caine,"" a common ending for anesthetics."," Novocaine was created by German chemist Alfred Einhorn. | True |
 Alfred Einhorn named Novocaine by combining ""nov"" from Latin, meaning ""new,"" and ""caine,"" a common ending for anesthetics. | True",
'after being raised by the british press the connection was picked up by conservative blogs and newspapers in the united states.' Provide only the simplified text as the response.,Conservative blogs and newspapers in the US started discussing the connection after the British press mentioned it.," Conservative blogs and newspapers in the US discussed a connection. | True |
 The discussion was started after the British press mentioned it. | True",
'a simple example is when equally spaced divisions on the vertical axis of a chart are labeled instead of.' Provide only the simplified text as the response.,An example is when a chart's vertical axis is marked with evenly spaced labels.," The passage discusses an example. | True |
 The example involves a chart. | True |
 The chart has a vertical axis. | True |
 The vertical axis is marked with evenly spaced labels. | False", The vertical axis is marked with evenly spaced labels.
'the danube flows into the black sea within romania s territory forming the danube delta the second largest and the best preserved delta in europe and a biosphere reserve and a biodiversity world heritage site.' Provide only the simplified text as the response.,"The Danube River flows into the Black Sea in Romania, creating the Danube Delta. This is Europe's second largest and best-preserved delta, and it is a protected area known for its biodiversity."," The Danube River flows into the Black Sea in Romania. | True |
 The Danube River creates the Danube Delta. | True |
 The Danube Delta is Europe's second largest delta. | True |
 The Danube Delta is the best-preserved delta in Europe. | True |
 The Danube Delta is a protected area. | True |
 The Danube Delta is known for its biodiversity. | True",
'godwinson was subsequently defeated within a month by another viking descendant william duke of normandy lrb normandy had been acquired by vikings lrb normans rrb in rrb.' Provide only the simplified text as the response.,"Godwinson was defeated within a month by William, Duke of Normandy, who was also of Viking descent. Normandy had been taken over by Vikings, known as Normans."," Godwinson was defeated by William, Duke of Normandy. | True |
 The defeat occurred within a month. | True |
 William, Duke of Normandy, was of Viking descent. | True |
 Normandy had been taken over by Vikings, known as Normans. | True",
'division iii the advanced project requires students to complete an in depth project in their field of choice lrb which is generally related to the division ii field rrb.' Provide only the simplified text as the response.,"Division III: The advanced project lets students do a detailed project in their chosen field, usually linked to their Division II field."," Division III is an advanced project for students. | True |
 Students can do a detailed project in their chosen field through Division III. | True |
 The project is usually linked to their Division II field. | True",
'the municipality is located in the locarno district sonogno is the is the last village on the paved road through the valley verzasca.' Provide only the simplified text as the response.,The municipality is in the Locarno district. Sonogno is the last village on the paved road through Verzasca valley.," The municipality is located in the Locarno district. | True |
 Sonogno is the last village on the paved road through Verzasca valley. | True",
'he supervised the construction of hwaseong fortress in suwon in the early.' Provide only the simplified text as the response.,He oversaw the building of Hwaseong Fortress in Suwon early on.," The building of Hwaseong Fortress took place in Suwon. | True |
 The oversight of the building process was done by someone. | True",
'the departments are listed below with the departmental capital cities in parentheses.' Provide only the simplified text as the response.,Below are the departments and their capital cities in parentheses.," There are departments listed. | True |
 Each department is associated with a capital city in parentheses. | True",
'bowlegs was named after an early resident lula bowlegs a descendant of the florida seminole chief billy bowlegs.' Provide only the simplified text as the response.,"Bowlegs was named after Lula Bowlegs, an early resident who was a descendant of Billy Bowlegs, a Florida Seminole chief."," Bowlegs is named after Lula Bowlegs. | True |
 Lula Bowlegs was an early resident. | True |
 Lula Bowlegs was a descendant of Billy Bowlegs. | True |
 Billy Bowlegs was a Florida Seminole chief. | True",
'the definition of organic matter varies upon the subject for which it is being used.' Provide only the simplified text as the response.,The meaning of organic matter changes depending on the topic.," The term ""organic matter"" has different meanings depending on the context. | True |
 The definition of organic matter can vary based on the subject being discussed. | True",
'the memorial wall was designed by u.s. landscape architect maya lin.' Provide only the simplified text as the response.,The memorial wall was created by American landscape architect Maya Lin.," The memorial wall exists. | True |
 The memorial wall was created by American landscape architect Maya Lin. | True |
 Maya Lin is an American landscape architect. | True",
'linux mint has a stated focus on elegance and it includes a number of applications that are not available in ubuntu lrb see aforementioned mint tools rrb.' Provide only the simplified text as the response.,"Linux Mint focuses on elegance and comes with some apps that Ubuntu doesn't have, including Mint Tools."," Linux Mint focuses on elegance. | True |
 Linux Mint comes with some apps that Ubuntu doesn't have. | True |
 Linux Mint includes Mint Tools. | True",
'legal status according to the legal theory followed by the western allies the occupation of most of germany ended in with the declaration of the federal republic of germany and the german democratic republic.' Provide only the simplified text as the response.,"According to Western allies' legal theory, the occupation of most of Germany ended with the creation of the Federal Republic of Germany and the German Democratic Republic."," Western allies had a legal theory regarding the occupation of Germany. | True |
 The occupation of most of Germany ended with the creation of the Federal Republic of Germany. | True |
 The occupation of most of Germany ended with the creation of the German Democratic Republic. | False", The occupation of most of Germany ended with the creation of the German Democratic Republic.
'the feet have no hind toe and the three anterior toes are completely webbed.' Provide only the simplified text as the response.,"The feet lack a back toe, and the front three toes are fully webbed."," The feet lack a back toe. | True |
 The front three toes are fully webbed. | True",
'moulins le carbonnel is a commune in the sarthe department in the region of pays de la loire in northwestern france.' Provide only the simplified text as the response.,"Moulins le Carbonnel is a small town in the Sarthe area of Pays de la Loire, northwest France."," Moulins le Carbonnel is a small town. | True |
 Moulins le Carbonnel is located in the Sarthe area. | True |
 Moulins le Carbonnel is in the Pays de la Loire region. | True |
 Moulins le Carbonnel is in northwest France. | True",
'other near by towns or locations are crooked corner peelwood redground wheeo narrawa north history the origin of the name is thought to be from the gandangara aboriginal word for deep water.' Provide only the simplified text as the response.,"Nearby towns include Crooked Corner, Peelwood, Redground, Wheeo, and Narrawa North. The name is believed to come from the Gandangara Aboriginal word for ""deep water."""," Nearby towns include Crooked Corner, Peelwood, Redground, Wheeo, and Narrawa North. | True |
 The name of the place is believed to come from the Gandangara Aboriginal word for ""deep water."" | True",
'although the metropolitan police moved away from scotland yard in the name new scotland yard was adopted for the new headquarters.' Provide only the simplified text as the response.,"The metropolitan police moved from Scotland Yard, but the new headquarters was still named New Scotland Yard."," The metropolitan police moved from Scotland Yard. | True |
 The new headquarters was still named New Scotland Yard. | True",
'in addition to the marble quarries the city has academies of sculpture and fine arts and a museum of statuaries and antiquities and a yearly marble technology fair.' Provide only the simplified text as the response.,"The city has marble quarries, sculpture and fine arts schools, a museum of statues and ancient artifacts, and an annual marble technology fair."," The city has marble quarries. | True |
 The city has sculpture and fine arts schools. | True |
 The city has a museum of statues and ancient artifacts. | True |
 The city hosts an annual marble technology fair. | True",
'he was the director of antiquities in egypt during the th century who was who in egyptology... page by warren royal dawson and excavated in memphis and dashur providing many drawings of many egyptian pyramids.' Provide only the simplified text as the response.,"He was the director of antiquities in Egypt in the 20th century, mentioned in ""Who Was Who in Egyptology"" by Warren Royal Dawson. He worked on excavations in Memphis and Dashur, creating numerous drawings of Egyptian pyramids."," The individual was the director of antiquities in Egypt in the 20th century. | False |
 He is mentioned in ""Who Was Who in Egyptology"" by Warren Royal Dawson. | True |
 He worked on excavations in Memphis and Dashur. | True |
 He created numerous drawings of Egyptian pyramids. | True", The individual was the director of antiquities in Egypt in the 20th century.
'in practice the mean time between failures lrb mtbf o rrb is often used instead of the failure rate.' Provide only the simplified text as the response.,"In practice, the average time between failures (MTBF) is often used instead of the failure rate."," In practice, the average time between failures (MTBF) is often used. | True |
 MTBF is used instead of the failure rate. | True",
'the queen can be moved any number of unoccupied squares in a straight line vertically horizontally or diagonally thus combining the moves of the rook and bishop.' Provide only the simplified text as the response.,"The queen can move any number of open squares in a straight line up, down, sideways, or diagonally, like both the rook and bishop."," The queen is a chess piece. | True |
 The queen can move any number of open squares. | True |
 The queen can move in a straight line. | True |
 The queen can move up, down, sideways, or diagonally. | True |
 The queen's movement is similar to both the rook and bishop. | True",
'fuz l appears to have received a good education first under his father who was a mufti in the city of al hillah and then under a teacher named rahmetullah.' Provide only the simplified text as the response.,"Fuz l was first educated by his father, a mufti in al Hillah, and then by a teacher named Rahmetullah."," Fuzl was first educated by his father. | True |
 Fuzl's father was a mufti in al Hillah. | True |
 Fuzl was then educated by a teacher named Rahmetullah. | True",
'a gas syringe also known as glass collecting bottle is a piece of laboratory glassware used to insert or withdraw a volume of a gas from a closed system or to measure the volume of gas evolved from a chemical reaction.' Provide only the simplified text as the response.,"A gas syringe, or glass collecting bottle, is lab equipment used to put in or take out gas from a closed system or to measure how much gas a chemical reaction produces."," A gas syringe is a type of lab equipment. | True |
 It is also known as a glass collecting bottle. | True |
 The gas syringe is used to put in or take out gas from a closed system. | True |
 It can also be used to measure the amount of gas produced by a chemical reaction. | True",
'shines moved to hughes arkansas in and worked on farms for three years putting his musical career on hold.' Provide only the simplified text as the response.,"Shines moved to Hughes, Arkansas, and worked on farms for three years, pausing his music career."," Shines moved to Hughes, Arkansas. | True |
 Shines worked on farms for three years. | True |
 Shines paused his music career during this time. | True",
'hereford cattle are a beef cattle breed widely used both in intemperate areas and temperate areas mainly for meat production.' Provide only the simplified text as the response.,Hereford cattle are a type of beef cattle raised for meat in both cold and warm climates.," Hereford cattle are a type of beef cattle. | True |
 Hereford cattle are raised for meat. | True |
 Hereford cattle can be raised in both cold and warm climates. | True",
'a fish is any aquatic vertebrate animal that is covered with scales and equipped with two sets of paired fins and several unpaired fins.' Provide only the simplified text as the response.,"A fish is a water-dwelling animal with scales, two pairs of fins, and some single fins."," A fish is a water-dwelling animal. | True |
 A fish has scales. | True |
 A fish has two pairs of fins. | True |
 A fish also has some single fins. | True",
'the bbc sports personality of the year is an awards ceremony that takes place annually in december.' Provide only the simplified text as the response.,The BBC Sports Personality of the Year is an annual awards event held in December.," The BBC Sports Personality of the Year is an annual event. | True |
 The event is held in December. | True",
'during this period she had her last us chart single with a cover of smokey robinson s get ready previously a hit for the temptations and some months later a top five hit for rare earth.' Provide only the simplified text as the response.,"During this time, she had her final US chart single, which was a cover of Smokey Robinson's ""Get Ready."" This song was originally a hit for the Temptations and later became a top five hit for Rare Earth."," The artist had her final US chart single during this time. | True |
 The single was a cover of Smokey Robinson's ""Get Ready."" | True |
 ""Get Ready"" was originally a hit for the Temptations. | False |
 The song later became a top five hit for Rare Earth. | True"," ""Get Ready"" was originally a hit for the Temptations."
'feuguerolles bully is a commune in the calvados department in the basse normandie region in northern france.' Provide only the simplified text as the response.,Feuguerolles Bully is a small area in the Calvados part of the Basse-Normandie region in northern France.," Feuguerolles Bully is a small area. | True |
 Feuguerolles Bully is located in the Calvados part of the Basse-Normandie region. | True |
 Feuguerolles Bully is in northern France. | True",
'other items have washed down gullies and still others lie beneath the waters offshore.' Provide only the simplified text as the response.,Some items have washed into gullies and others are under the sea.," Some items have washed into gullies. | True |
 Others are under the sea. | True",
'until el paso was home to el paso natural gas company. it is now in houston texas under the name el paso corporation.' Provide only the simplified text as the response.,"El Paso used to be home to El Paso Natural Gas Company. It is now called El Paso Corporation and is based in Houston, Texas."," El Paso was home to El Paso Natural Gas Company. | False |
 El Paso Natural Gas Company is now called El Paso Corporation. | True |
 El Paso Corporation is based in Houston, Texas. | True", El Paso was home to El Paso Natural Gas Company.
'possession island is located at the center of the possession island national park an area of. km established as a protected area in and managed by the queensland parks and wildlife service.' Provide only the simplified text as the response.,"Possession Island is in the middle of Possession Island National Park, a protected area established in and managed by the Queensland Parks and Wildlife Service."," Possession Island is located in Possession Island National Park. | True |
 Possession Island National Park is a protected area. | True |
 The park was established and is managed by the Queensland Parks and Wildlife Service. | True",
'at least two different versions of the ganesha sahasranama exist one version is drawn from the ganesha purana a hindu scripture venerating ganesha.' Provide only the simplified text as the response.,"There are at least two versions of the Ganesha Sahasranama, with one coming from the Ganesha Purana, a Hindu text that honors Ganesha."," There are at least two versions of the Ganesha Sahasranama. | True |
 One version of the Ganesha Sahasranama comes from the Ganesha Purana. | True |
 The Ganesha Purana is a Hindu text. | True |
 The Ganesha Purana honors Ganesha. | True",
'by eating of the fruit of the tree adam and eve sought to be like god.' Provide only the simplified text as the response.,"By eating the fruit, Adam and Eve wanted to be like God."," Adam and Eve ate the fruit. | True |
 They wanted to be like God. | True",
'the smooth running characteristics of the straight made it popular in luxury and racing cars of the past.' Provide only the simplified text as the response.,The straight's smooth performance made it popular in luxury and racing cars in the past.," The straight has smooth performance. | True |
 The straight was popular in luxury cars in the past. | True |
 The straight was popular in racing cars in the past. | True",
'puerto rico geographically is composed of an archipelago that includes the main island of puerto rico and a number of smaller islands and keys the largest of which are vieques culebra and mona.' Provide only the simplified text as the response.,"Puerto Rico is made up of a main island and several smaller islands and keys, with Vieques, Culebra, and Mona being the largest."," Puerto Rico is made up of a main island. | True |
 Puerto Rico is made up of several smaller islands and keys. | True |
 Vieques is one of the largest islands in Puerto Rico. | True |
 Culebra is one of the largest islands in Puerto Rico. | True |
 Mona is one of the largest islands in Puerto Rico. | True",
'spice is the debut album by british pop group spice girls released on november by virgin records.' Provide only the simplified text as the response.,"The debut album ""Spice"" by the British pop group Spice Girls was released in November by Virgin Records."," The debut album of the British pop group Spice Girls is called ""Spice."" | True |
 The album was released in November. | True |
 The album was released by Virgin Records. | True",
'more compactly an abelian group is a commutative group.' Provide only the simplified text as the response.,An abelian group is simply a group where you can swap the order of operations.," An abelian group is a type of group. | True |
 In an abelian group, the order of operations can be swapped. | True",
