passage,response,atomic_units,hallucinated_atomic_units
the team plays at fedexfield in landover maryland which is in prince george s county maryland.," The team plays at FedExField in Landover, Maryland (Prince George's County)."," The team plays at FedExField. | True |
 FedExField is located in Landover, Maryland. | True |
 Landover is in Prince George's County. | True",
the newly built general motors place lrb now rogers arena rrb shared with the vancouver canucks of the national hockey league lrb nhl rrb would serve as the grizzlies home arena for their entire stay in vancouver.," The new Rogers Arena, where the Vancouver Canucks of the NHL reside, will be the Grizzlies' home arena during their entire time in Vancouver."," The new Rogers Arena is the home arena of the Vancouver Canucks of the NHL. | True |
 The Vancouver Canucks reside in the new Rogers Arena. | True |
 The Grizzlies will play their home games at Rogers Arena during their time in Vancouver. | True",
horodniceni is a commune that can be found in suceava county romania.," The commune of Horodniceni is located in Suceava County, Romania."," The commune of Horodniceni is located in Romania. | True |
 Horodniceni is situated in Suceava County. | True",
gennady nikolayevich rozhdestvensky lrb rrb lrb born may rrb is a russian conductor.," Gennady Nikolayevich Rozhdestvensky, born in May, is a Russian conductor."," Gennady Nikolayevich Rozhdestvensky is a Russian conductor. | True |
 He was born in May. | True",
fbi special agent fox william mulder is a fictional character and protagonist in the american fox television shows the x files and the lone gunmen two science fiction shows about a government conspiracy to hide or deny the truth of alien existence.," FBI agent Fox Mulder, portrayed by David Duchovny, is the main character in the American TV series The X-Files and The Lone Gunmen. These shows explore a government conspiracy concealing the truth about extraterrestrial life."," FBI agent Fox Mulder is portrayed by David Duchovny. | True |
 Fox Mulder is the main character in the American TV series The X-Files. | True |
 Fox Mulder is also a character in The Lone Gunmen. | True |
 The X-Files and The Lone Gunmen explore a government conspiracy. | True |
 The conspiracy in the shows involves concealing the truth about extraterrestrial life. | True",
its name is latin for cup and in greek mythology it is identified with the cup of the god apollo.," This Latin word means ""cup."" In Greek mythology, it's associated with Apollo's cup."," The Latin word means ""cup."" | True |
 In Greek mythology, it is associated with Apollo's cup. | True",
mclean was born in west palm beach florida to his mother denise fernandez and father bob mclean.," McLean was born in West Palm Beach, Florida, to Denise Fernandez and Bob McLean."," McLean was born in West Palm Beach, Florida. | True |
 McLean's parents are Denise Fernandez and Bob McLean. | True",
however while long legs normally indicate a fast runner the legs and even feet and toes of anchiornis were covered in feathers including long flight feathers similar to those in the hind wings of microraptor making it unlikely that anchiornis was a capable ground runner.," Anchiornis had feathered legs and feet, unlike most fast runners. Its legs were adorned with long flight feathers, resembling Microraptor's hind wings, suggesting Anchiornis wasn't an efficient ground runner."," Anchiornis had feathered legs and feet. | True |
 Anchiornis' legs were adorned with long flight feathers. | True |
 The long flight feathers on Anchiornis' legs resembled Microraptor's hind wings. | True |
 This suggests that Anchiornis was not an efficient ground runner. | True",
bbc children in need is an annual british charity appeal organised by the bbc., BBC Children in Need is an annual British charity event run by the BBC.," BBC Children in Need is an annual event. | True |
 It is a British charity event. | True |
 The event is run by the BBC. | True",
unlike charts in the united states no airplay statistics are used for the official uk singles chart.," In contrast to U.S. charts, the official UK singles chart doesn't rely on airplay statistics."," The UK singles chart is different from the U.S. charts. | True |
 The UK singles chart does not rely on airplay statistics for its rankings. | True",
astronomical spectroscopy is the technique of spectroscopy used in astronomy.," Astronomy uses spectroscopy in its study, specifically called astronomical spectroscopy."," Astronomy is a field of study. | True |
 Spectroscopy is used in astronomy. | True |
 The use of spectroscopy in astronomy is specifically referred to as astronomical spectroscopy. | True",
the fresh prince of bel air is an american television sitcom that originally aired on nbc from september to may.," The ""Fresh Prince of Bel-Air"" is an American NBC TV series that ran from September to May."," The ""Fresh Prince of Bel-Air"" is a TV series. | True |
 The TV series aired on NBC. | True |
 The show ran from September to May. | True",
elevators are generally powered by electric motors that either drive traction cables or counterweight systems like a hoist or pump hydraulic fluid to raise a cylindrical piston like a jack.," Elevators are typically powered by electric motors. These motors can either pull cables or use counterweights, such as hoists or pumps, to lift a cylindrical piston, similar to a jack."," Elevators are typically powered by electric motors. | True |
 The motors can pull cables or use counterweights to lift a cylindrical piston. | True |
 The counterweights can be hoists or pumps. | True |
 The lifting mechanism is similar to a jack. | True",
la rivi re is a commune in the gironde department in aquitaine in southwestern france.," The commune of La Rivière is located in the Gironde department, in the Aquitaine region of southwestern France."," The commune of La Rivière is located in the Gironde department. | True |
 La Rivière is situated in the Aquitaine region of southwestern France. | True",
jun ando is a japanese footballer who plays for kyoto sanga f.c.., Jun Ando is a Japanese footballer for Kyoto Sanga F.C.," Jun Ando is a person. | True |
 Jun Ando is a footballer. | True |
 Jun Ando is Japanese. | True |
 Jun Ando plays for Kyoto Sanga F.C. | True",
the corresponding formation on the ceiling of a cave is known as a stalactite., A stalactite is a formation that hangs from a cave ceiling.," A stalactite is a formation. | True |
 Stalactites hang from a cave ceiling. | True",
it reached its peak intensity of and mbar lrb hpa rrb., The pressure peaked at 1013 hPa.," The pressure reading was 1013 hPa. | False |
 The pressure peaked at this value. | True", The pressure reading was 1013 hPa.
villeneuve is a commune in the gironde department in aquitaine in south western france.," Villeneuve is a commune in southwestern France, specifically located in the Gironde department in Aquitaine."," Villeneuve is a commune in southwestern France. | True |
 Villeneuve is specifically located in the Gironde department. | True |
 Villeneuve is in the region of Aquitaine. | True",
sea snakes which are also elapids have adapted to a marine way of life in different ways and to various degrees.," Sea snakes, being part of the elapid family, have adjusted to living in the sea with varying approaches and extents."," Sea snakes belong to the elapid family. | True |
 Sea snakes have adapted to living in the sea. | True |
 Sea snakes use different approaches and extents to survive in their marine environment. | True",
the military of ancient rome encompasses the combined military forces of rome from the founding of the roman kingdom in the th century bc to the fall of the western roman empire., The Roman military includes the armed forces of Rome from the Roman Kingdom's establishment in the 8th century BC up until the Western Roman Empire's fall.," The Roman military was the armed forces of Rome. | True |
 The Roman military existed from the establishment of the Roman Kingdom in the 8th century BC. | True |
 The Roman military continued until the fall of the Western Roman Empire. | True",
the prime minister of new zealand is new zealand s head of government consequent on being the leader of the party or coalition with majority support in the parliament of new zealand., The Prime Minister of New Zealand is the country's head of government because they lead the party or coalition with a parliamentary majority.," The Prime Minister of New Zealand is the country's head of government. | True |
 The Prime Minister leads the party or coalition with a parliamentary majority. | True",
in november the rights to the musical stage adaptation reverted back to andrew neiderman who is currently lrb as of rrb developing a new script with revised music and lyrics under the representation of mclean williams management with music composed by dutch composer sarif tribou and barney ashworth musical supervision by mike dixon and revised lyrics by sj hills.," In November, Andrew Neiderman regained the rights to adapt the musical. He's now working on a new script with revised music and lyrics, represented by McLean Williams Management. Dutch composer Sarif Tribou is composing the music, while Barney Ashworth provides musical supervision. SJ Hills is revising the lyrics."," Andrew Neiderman regained the rights to adapt the musical in November. | True |
 He is currently working on a new script with revised music and lyrics. | True |
 Andrew Neiderman is represented by McLean Williams Management. | True |
 Dutch composer Sarif Tribou is composing the music for the musical. | True |
 Barney Ashworth is providing musical supervision for the project. | False |
 SJ Hills is revising the lyrics for the musical. | True", Barney Ashworth is providing musical supervision for the project.
it was also at this time that shostakovich composed the first of his string quartets.," At this time, Shostakovich wrote his first string quartet."," Shostakovich wrote his first string quartet. | True |
 The time when Shostakovich wrote his first string quartet is mentioned. | True",
the earliest animal pollinated flowers were pollinated by insects such as beetles so the syndrome of insect pollination was well established before bees first appeared., The syndrome of insect pollination existed before bees with insects like beetles being the earliest pollinators.," Insect pollination existed before bees. | True |
 Beetles were among the earliest pollinators. | True",
autolycus was born in pitane a town of aeolis within western anatolia.," Autolycus hailed from Pitane, a town in western Anatolia's Aeolis region."," Autolycus is a person. | True |
 Autolycus hailed from Pitane. | True |
 Pitane is a town. | True |
 Pitane is located in western Anatolia's Aeolis region. | True",
the area lies on high ground on the south side of the cathkin braes about m southeast of glasgow city center and close to the boundary with east renfrewshire.," The area is located on the south side of Cathkin Braes, approximately 3 miles southeast of Glasgow city center, and near the border with East Renfrewshire."," The area is located on the south side of Cathkin Braes. | True |
 The area is approximately 3 miles southeast of Glasgow city center. | True |
 The area is near the border with East Renfrewshire. | True",
only of these have been made and sold for a premium price., These have been the only ones with a high price tag.," The items mentioned have a high price tag.  | True |
 These items are the only ones with a high price tag. | False", These items are the only ones with a high price tag.
it was developed by nintendo and was released on january in europe as a budget priced retail title., The Nintendo-made game came out in Europe in January as an affordable retail product.," The game was made by Nintendo. | True |
 The game was released in Europe in January. | True |
 The game was sold as an affordable retail product. | True",
the coca cola company sold its minute maid orange groves in florida in., The Coca-Cola Company sold its orange groves in Florida (Minute Maid).," The Coca-Cola Company owned orange groves in Florida. | True |
 The orange groves were sold by The Coca-Cola Company. | True |
 The brand associated with the orange groves is Minute Maid. | True",
it is located on the campus of the university of northern iowa in cedar falls iowa.," The university of Northern Iowa, in Cedar Falls, Iowa, is where it's situated."," The university is called the University of Northern Iowa. | True |
 The university is located in Cedar Falls, Iowa. | True",
no stream can cut such a high mountain which proves that the swaan was there before the formation of this range.," The swan existed before this mountain range formed, as shown by the fact that no river could carve such a high peak."," The swan existed before the mountain range formed. | False |
 No river could carve such a high peak. | False"," The swan existed before the mountain range formed. |
 No river could carve such a high peak."
death cullen a smoker for most of his life died on july of lung cancer in los angeles.," Cullen, a longtime smoker, passed away from lung cancer in Los Angeles in July."," Cullen was a longtime smoker. | True |
 Cullen passed away in Los Angeles. | True |
 Cullen passed away in July. | True |
 Cullen passed away from lung cancer. | True",
woodbury is a city in butler county kentucky united states.," Woodbury is a city in Kentucky, located in Butler County, USA."," Woodbury is a city in Kentucky. | True |
 Woodbury is located in Butler County. | True |
 Woodbury is in the USA. | True",
they can also be classified by the symbol rate measured in baud the number of times the modem changes its signal state per second.," The modem's symbol rate, or number of signal changes per second, can be used for classification."," The modem has a symbol rate. | True |
 The symbol rate refers to the number of signal changes per second. | True |
 The symbol rate can be used for classification purposes. | True",
minsk and orsha are first mentioned in the chronicles., Mentioned for the first time in the chronicles are Minsk and Orsha.," Minsk is mentioned in the chronicles for the first time. | False |
 Orsha is mentioned in the chronicles for the first time. | False"," Minsk is mentioned in the chronicles for the first time. |
 Orsha is mentioned in the chronicles for the first time."
lagnes is a commune in the vaucluse department in the provence alpes c te d azur region in southeastern france.," Lagnes is a commune located in the Vaucluse department, in the Provence-Alpes-Côte d'Azur region, in southeastern France."," Lagnes is a commune. | True |
 Lagnes is located in the Vaucluse department. | True |
 Lagnes is located in the Provence-Alpes-Côte d'Azur region. | True |
 Lagnes is located in southeastern France. | True",
according to capablanca s second wife olga his first marriage broke down fairly soon and he and gloria had affairs., Caplanca's first marriage ended shortly after it began. He had extramarital relationships with Gloria during this time.," Caplanca's first marriage ended shortly after it began. | True |
 Caplanca had extramarital relationships with Gloria during this time. | True",
a funnel cloud that touches down on or moves over water is a waterspout., A funnel cloud over water is called a waterspout.," A funnel cloud over water is called a waterspout. | True |
 Waterspouts are formed over bodies of water. | True |
 Funnel clouds over water have a specific name - waterspout. | True",
arsenic tribromide is the chemical compound with the formula asbr.," Arsenic tribromide is a compound formed from arsenic and three bromine atoms, represented by the formula AsBr₃."," Arsenic tribromide is a compound. | True |
 It is formed from arsenic and three bromine atoms. | True |
 The chemical formula for arsenic tribromide is AsBr₃. | True",
he is most famous as the author of the artemis fowl series but he has also written other successful books.," He's best known for writing the Artemis Fowl series, but he's also authored other successful books."," The author is best known for writing the Artemis Fowl series. | True |
 The author has authored other successful books. | True",
a competent guitarist idle composed many of the group s most famous musical numbers most notably always look on the bright side of life the closing number of life of brian which has grown to become a python signature tune.," A skilled guitarist wrote many of the well-known Python songs, including ""Always Look on the Bright Side of Life,"" the iconic closing number from ""Life of Brian."""," A skilled guitarist wrote many of the well-known Python songs. | True |
 The guitarist wrote the song ""Always Look on the Bright Side of Life."" | True |
 ""Always Look on the Bright Side of Life"" is the iconic closing number from ""Life of Brian."" | True",
while use of flash drives is common the drive must be linux compatible., The flash drive should be Linux-compatible for use.," The device is a flash drive. | True |
 The flash drive needs to be Linux-compatible. | True |
 The flash drive is intended for use with Linux operating systems. | True",
in a nih report concluded that a bmi over is overweight and a bmi over is obese. in the s the world health organization lrb who rrb decided that a bmi of to should be considered overweight and a bmi over is obese the standards the nih set.," The NIH report determined that a BMI above 25 is overweight, and a BMI above 30 is obese. In the 1990s, the World Health Organization (WHO) agreed, setting those same thresholds for overweight and obesity."," The NIH report states that a BMI above 25 is considered overweight. | False |
 The NIH report states that a BMI above 30 is considered obese. | False |
 In the 1990s, the World Health Organization (WHO) agreed with the NIH report's thresholds for overweight and obesity. | False"," The NIH report states that a BMI above 25 is considered overweight. |
 The NIH report states that a BMI above 30 is considered obese. |
 In the 1990s, the World Health Organization (WHO) agreed with the NIH report's thresholds for overweight and obesity."
there also he met diana oughton who would become his girlfriend until her death in., He met Diana Oughton there; they dated until her death.," He met Diana Oughton. | True |
 They dated. | True |
 Diana Oughton passed away. | True",
a stirrup is a light frame or ring that holds the foot of a rider attached to the saddle by a strap often called a stirrup leather. stirrups are usually paired and are used to aid in mounting and as a support while using a riding animal lrb usually a horse or other equine such as a mule rrb.," A stirrup is a small frame or ring that connects a rider's foot to the saddle with a strap, commonly referred to as a stirrup leather. Stirrups come in pairs and help with mounting and provide support when riding horses or other equines like mules."," A stirrup is a small frame or ring. | True |
 A stirrup connects a rider's foot to the saddle with a strap called a stirrup leather. | True |
 Stirrups come in pairs. | True |
 Stirrups help with mounting. | True |
 Stirrups provide support when riding horses or other equines like mules. | True",
to address these concerns the komodo national park was founded in to protect komodo dragon populations on islands including komodo rinca and padar.," The Komodo National Park was established in 1980 to safeguard Komodo dragon populations on the islands of Komodo, Rinca, and Padar."," The Komodo National Park was established in 1980. | False |
 The purpose of establishing the park was to safeguard Komodo dragon populations. | True |
 The park is located on the islands of Komodo, Rinca, and Padar. | True", The Komodo National Park was established in 1980.
he graduated from anchor bay high school in new baltimore in., He graduated from Anchor Bay High School in New Baltimore.," The person graduated from Anchor Bay High School. | True |
 The high school is located in New Baltimore. | True",
mandelstam s non conformist anti establishment tendencies were not heavily disguised and in the autumn of they broke through in form of the famous stalin epigram.," Mandelstam's nonconformist, anti-establishment leanings became prominent in the fall with his well-known Stalin epigram."," Mandelstam had nonconformist and anti-establishment leanings. | True |
 These leanings became prominent in the fall. | True |
 Mandelstam wrote a well-known Stalin epigram. | True",
he is best known as the host of the daily show a satirical news program airing on comedy central.," He's famous for hosting ""The Daily Show,"" a satirical news program on Comedy Central."," The person mentioned in the passage is famous. | True |
 He hosts a satirical news program called ""The Daily Show."" | True |
 ""The Daily Show"" airs on Comedy Central. | True",
a french press also known as a press pot coffee press coffee plunger cafetiere lrb uk rrb or afeti re piston is a simple coffee brewing device which was invented in france in the late th century.," A French press, also called a press pot, coffee press, plunger, cafetière, or piston, is a straightforward coffee-brewing tool invented in France around the late 1800s."," A French press is a coffee-brewing tool. | True |
 It is also known as a press pot, coffee press, plunger, cafetière, or piston. | True |
 The French press was invented in France around the late 1800s. | True",
rice was president bush s national security advisor during his first term., Rice served as President Bush's national security advisor during his first term.," Condoleezza Rice served as President Bush's national security advisor. | True |
 This occurred during President Bush's first term. | True",
in the united states and anglophone canada as well as in parts of australia lrb new south wales tasmania and the australian capital territory rrb kindergarten is the word often restricted in use to describe the first year of education or primary school. in some of these countries it is compulsory that is parents must send children to their kindergarten year lrb generally at age rrb.," In the U.S., Anglophone Canada, New South Wales, Tasmania, and the Australian Capital Territory, ""kindergarten"" refers to the first year of education or primary school. It's compulsory in some places for parents to enroll their children around age 5 or 6."," In the U.S., Anglophone Canada, New South Wales, Tasmania, and the Australian Capital Territory, ""kindergarten"" refers to the first year of education or primary school. | True |
 Kindergarten is compulsory in some places for parents to enroll their children around age 5 or 6. | True",
according to dzogchen folklore the attainment of the rainbow body is the sign of complete realisation of the dzogchen view.," In Dzogchen tradition, achieving the rainbow body is a sign of fully understanding the Dzogchen teachings."," In the Dzogchen tradition, achieving the rainbow body is significant. | True |
 The rainbow body is a sign of fully understanding the Dzogchen teachings. | True",
vaccinium arboreum lrb sparkleberry or farkleberry rrb is a species of vaccinium native to the southeastern united states from southern virginia west to southeastern nebraska south to florida and eastern texas and north to illinois.," The sparkleberry or farkleberry (Vaccinium arboreum) is a native species of the Southeastern United States, ranging from Southern Virginia to Southeastern Nebraska, and from Florida and Eastern Texas to Illinois."," The sparkleberry or farkleberry is also known as Vaccinium arboreum. | True |
 It is a native species of the Southeastern United States. | True |
 Its range extends from Southern Virginia to Southeastern Nebraska. | True |
 It also grows from Florida and Eastern Texas to Illinois. | True",
the initial prisoners were transferred to cockatoo island from norfolk island and were employed constructing rock cut silos for storing the colony s grain supply., The first prisoners were moved from Norfolk Island to Cockatoo Island to build granary silos using rock cuts for the colony's grain storage.," The first prisoners were moved from Norfolk Island to Cockatoo Island. | True |
 The prisoners were moved to build granary silos. | True |
 The granary silos were intended for the colony's grain storage. | True |
 The prisoners used rock cuts to construct the granary silos. | True",
the highest point in the range and the peninsula is the peak of f mount osborn., The peak of Mount Osborn is the highest point in both the mountain range and the peninsula.," Mount Osborn is the highest point in the mountain range. | True |
 Mount Osborn is the highest point in the peninsula. | True",
the cockpit set at the extreme rear of the vehicle in the manner of a dragster was lined with fake fur and featured a general electric touch portable television inserted in the console.," The cockpit, located at the back of the vehicle like a dragster's, was upholstered in fake fur and included a portable General Electric TV in the console."," The cockpit of the vehicle is located at the back, similar to a dragster's design. | True |
 The cockpit is upholstered in fake fur. | True |
 A portable General Electric TV is included in the console of the cockpit. | True",
he eliminated both test and the big show by pinfall after a spear to become the new ecw world champion.," He won the ECCW title with a spear and a pinfall, eliminating both the test and the main event."," The individual won the ECCW title. | False |
 The victory was achieved with a spear and a pinfall. | True |
 The victory involved eliminating both the test and the main event. | False"," The individual won the ECCW title. |
 The victory involved eliminating both the test and the main event."
august ndash eleanor of aragon queen of john i of castile lrb b. rrb," Eleanor of Aragon, queen of John I of Castile (b. - d.)"," Eleanor of Aragon was the queen of John I of Castile. | True |
 Eleanor of Aragon was married to John I of Castile. | True |
 Eleanor of Aragon was from the Aragon region. | True |
 John I of Castile was a king of Castile. | True",
the end of world war ii saw a landslide general election victory for clement atlee and the labour party., The end of World War II brought a large victory for Clement Attlee and the Labour Party in elections.," World War II ended. | True |
 Clement Attlee and the Labour Party achieved a significant victory in elections following the end of World War II. | True",
piper advocates christian hedonism and teaches that god is most glorified in us when we are most satisfied in him and that god s highest pursuit lrb his glory rrb and man s deepest and most durable happiness come together in one pursuit namely the pursuit of joy in god.," Piper promotes Christian hedonism, which holds that God is most glorified when we're most fulfilled in Him. His greatest desire (God's glory) aligns with our deepest happiness (our pursuit of joy in God)."," Piper promotes Christian hedonism. | True |
 Christian hedonism holds that God is most glorified when we are most fulfilled in Him. | True |
 God's greatest desire is His glory. | True |
 Our deepest happiness comes from pursuing joy in God. | True",
oates alleged that there existed an extensive catholic conspiracy to assassinate charles ii accusations that led to the execution of at least men and precipitated the exclusion bill crisis., The allegation by Oates of a widespread Catholic plot to assassinate Charles II resulted in the executions of at least men and triggered the Exclusion Bill Crisis.," Oates made an allegation of a widespread Catholic plot to assassinate Charles II. | True |
 The allegation led to the executions of at least some men. | True |
 The allegation also triggered the Exclusion Bill Crisis. | True",
sport roubaix is the finish of the paris roubaix cycling classic from compi gne to roubaix over. km which includes almost km of cobbles.," The Paris Roubaix cycling classic ends at Roubaix after a 257-kilometer ride, featuring nearly 52 kilometers of cobblestones."," The Paris Roubaix cycling classic is a race. | True |
 The race ends at Roubaix. | True |
 The race is 257 kilometers long. | False |
 The race features nearly 52 kilometers of cobblestones. | True", The race is 257 kilometers long.
the haringhata baleswar madhumati and garai are different local names for the same river along various parts of its course and it represent another great offshoot of the ganges.," The Haringhata, Baleswar, Madhumati, and Garai are all different local names for the same river along its course. This river is another major tributary that joins the Ganges."," The Haringhata, Baleswar, Madhumati, and Garai are different local names for the same river. | True |
 This river is a major tributary that joins the Ganges. | True",
casals had his memoirs recorded by albert e. kahn as joys and sorrows reflections lrb rrb.," Casals had his memoirs recorded by Albert E. Kahn under the title ""Joys and Sorrows: Reflections."""," Casals had his memoirs recorded. | True |
 The memoirs were recorded by Albert E. Kahn. | True |
 The memoirs were recorded under the title ""Joys and Sorrows: Reflections."" | True",
although popularly referred to as a nut the almond fruit s seed is botanically not a true nut but the seed of a drupe lrb a botanic name for a type of fruit rrb.," The almond seed, though commonly called a nut, is botanically a seed from a drupe—a type of fruit."," The almond seed is commonly called a nut. | True |
 Botanically, the almond seed is a seed from a drupe. | True |
 A drupe is a type of fruit. | True",
this was intended to allow the senators of the smaller states to form a majority and amend or even reject bills originating in the house of representatives., The intention was for senators from smaller states to have enough votes to approve or veto House bills.," Senators from smaller states were intended to have enough votes. | True |
 The purpose was to approve or veto House bills. | True",
the cape is named after american philanthropist morris ketchum jesup who helped finance peary s expeditions.," The cape is called Jesup in honor of American philanthropist Morris Ketchum Jesup, who funded Peary's expeditions."," The cape is named Jesup. | True |
 It is named after American philanthropist Morris Ketchum Jesup. | True |
 Morris Ketchum Jesup funded Peary's expeditions. | True",
but the third edition of the book published in omits the character juba and instead has lucy betrothed to one james jackson.," The third edition of the book excludes the character Juba and replaces his role with James Jackson, whom Lucy is betrothed to."," The book is in its third edition. | True |
 The character Juba is excluded from the third edition. | True |
 The role of Juba is replaced by a character named James Jackson. | True |
 Lucy is betrothed to James Jackson in the third edition. | True",
a rose window lrb or catherine window rrb is often used as a generic term applied to a circular window but is especially used for those found in churches of the gothic architectural style and being divided into segments by stone mullions and tracery.," A rose window, also known as a Catherine window, refers specifically to a circular church window of the Gothic architectural style, characterized by division into segments using stone mullions and tracery."," A rose window is also known as a Catherine window. | True |
 A rose window refers specifically to a circular church window. | False |
 Rose windows are of the Gothic architectural style. | False |
 Rose windows are characterized by division into segments using stone mullions and tracery. | True"," A rose window refers specifically to a circular church window. |
 Rose windows are of the Gothic architectural style."
the itai itai disease occurred in toyama around., The Itai-Itai disease was found in Toyama.," The disease is called Itai-Itai disease. | True |
 The disease was found in Toyama. | True",
they then named their band mighty joe young. the band recorded a demo tape that was completed around.," The band named themselves Mighty Joe Young and recorded a demo tape, which they finished around that time."," The band's name is Mighty Joe Young. | True |
 The band recorded a demo tape. | True |
 The demo tape was finished around that time. | True",
later in the classical period the leagues would become fewer and larger be dominated by one city lrb particularly athens sparta and thebes rrb and often poleis would be compelled to join under threat of war lrb or as part of a peace treaty rrb.," In the classical period, leagues grew smaller and more numerous, with Athens, Sparta, and Thebes emerging as dominant cities. Polis often joined these leagues under duress—either through the threat of war or as part of a peace treaty."," Leagues in the classical period grew smaller and more numerous. | False |
 Athens, Sparta, and Thebes emerged as dominant cities during this time. | True |
 Polis often joined these leagues under duress. | True |
 Polis joined leagues either through the threat of war or as part of a peace treaty. | True", Leagues in the classical period grew smaller and more numerous.
founded in the th century reorganised in the th century and rebuilt in the th and th centuries it is one of the largest examples of perpendicular gothic architecture in the west country.," This building was established in the 15th century, reorganized in the same century, and rebuilt in the 15th and 16th centuries. It's one of the largest examples of Perpendicular Gothic architecture in the West Country."," The building was established in the 15th century. | False |
 The building was reorganized in the 15th century. | True |
 The building was rebuilt in the 15th and 16th centuries. | True |
 The building is one of the largest examples of Perpendicular Gothic architecture in the West Country. | True", The building was established in the 15th century.
saint val rien is a commune in the vend e department in the pays de la loire region in western france.," Saint-Valérien is a commune (a local government unit) in the Vendée department, which is part of the Pays de la Loire region, in western France."," Saint-Valérien is a commune in the Vendée department. | False |
 The Vendée department is located in the Pays de la Loire region. | True |
 The Pays de la Loire region is in western France. | True", Saint-Valérien is a commune in the Vendée department.
flobecq lrb picard fl bek rrb is a walloon municipality lrb with language facilities for dutch rrb located in the belgian province of hainaut.," Flobecq, a Walloon municipality in Hainaut province, Belgium, offers language facilities for Dutch speakers."," Flobecq is a municipality located in the Walloon region of Belgium. | True |
 It is situated in the Hainaut province. | True |
 Flobecq provides language facilities for Dutch speakers. | True",
crackers which use large quantities of sulphur and paper spew out sulphur dioxide and charcoal into the air also lead and other metallic substances are suspended in the air causing respiratory problems.," Crackers releasing large amounts of sulphur and paper emit sulphur dioxide, charcoal, and suspended lead and metal particles, contributing to respiratory issues."," Crackers release large amounts of sulphur. | True |
 Paper emits sulphur dioxide. | False |
 Charcoal releases suspended lead and metal particles. | False |
 The emissions from crackers and paper contribute to respiratory issues. | True"," Paper emits sulphur dioxide. |
 Charcoal releases suspended lead and metal particles."
a commercial harbor is located on mal island., A commercial harbor exists on Mal Island.," Mal Island has a commercial harbor. | True |
 The commercial harbor is located on Mal Island. | True",
bonnemaison is a commune in the calvados department in the basse normandie region in northwestern france.," Bonnemaison is a commune located in the Calvados department, in the Basse Normandie region of northwestern France."," Bonnemaison is a commune. | True |
 Bonnemaison is located in the Calvados department. | True |
 Bonnemaison is located in the Basse Normandie region. | True |
 Bonnemaison is located in northwestern France. | True",
lord do n t slow me down is a rockumentary film looking back on british rock band oasis do n t believe the truth world tour which took place from may to march.," This film, titled ""Lord Don't Slow Me Down,"" chronicles British rock band Oasis's 1995-1996 ""Don't Believe the Truth"" world tour."," The film is titled ""Lord Don't Slow Me Down."" | True |
 The film chronicles British rock band Oasis's 1995-1996 ""Don't Believe the Truth"" world tour. | False"," The film chronicles British rock band Oasis's 1995-1996 ""Don't Believe the Truth"" world tour."
unlike the branle in which sideways motion was achieved by the dancer s continually bringing the feet together the gavotte required crossing of the feet twice in each step pattern and each step was followed by a hop.," The gavotte differs from the branle dance. Instead of bringing feet together for sideways motion, gavotte steps involve crossing your feet twice per pattern. After each step, you hop."," The gavotte is a type of dance. | True |
 The gavotte steps involve crossing your feet twice per pattern. | True |
 In the gavotte dance, after each step, you hop. | True |
 The gavotte dance differs from the branle dance in terms of foot movements. | True",
in the passchendale peace concert passchendale in flanders had june sharing the stage with coope boyes and simpson.," Passchendale Peace Concert, June 1985: Passchendale, Flanders, hosted a concert featuring Coope Boyes and Simpson."," Passchendale Peace Concert took place in June 1985. | False |
 The concert was held in Passchendale, Flanders. | True |
 The event featured a performance by Coope Boyes and Simpson. | True", Passchendale Peace Concert took place in June 1985.
in response the people of nidwalden lrb obwalden joined shortly before the document was signed the two halves forming unterwalden rrb joined uri and schwyz to form an alliance which is considered the foundation of modern switzerland.," The people of Nidwalden and Obwalden quickly joined forces withUri and Schwyz just before signing the document, marking the beginning of modern Switzerland through their alliance."," Nidwalden and Obwalden joined forces with Uri and Schwyz. | True |
 This alliance was formed just before signing a document. | True |
 The alliance marked the beginning of modern Switzerland. | True",
a list of standards published by the international organization for standardization., The International Organization for Standardization (ISO) publishes this list of standards.," The organization responsible for publishing the list of standards is the International Organization for Standardization (ISO). | True |
 The list of standards is published by the ISO. | True",
website of the city of d sseldorf short overview on the borough of gerresheim lrb german rrb, The Düsseldorf city website provides a brief description of Gerresheim borough. (Simplified)," The information is found on the Düsseldorf city website. | True |
 The information is about the Gerresheim borough. | True",
chucklevision is a british television children s entertainment program., Chucklevision is a British children's TV show.," Chucklevision is a TV show. | True |
 Chucklevision is a British TV show. | True |
 Chucklevision is a children's TV show. | True",
after studies at the milan conservatory in claudio abbado studied conducting with hans swarowsky at the vienna academy of music., Claudio Abbado studied conducting at the Milan Conservatory and then with Hans Swarowsky at the Vienna Academy of Music.," Claudio Abbado studied conducting at the Milan Conservatory. | False |
 Claudio Abbado studied conducting with Hans Swarowsky at the Vienna Academy of Music. | True", Claudio Abbado studied conducting at the Milan Conservatory.
largest win congo s o tom and pr ncipe lrb gabon july rrb," The largest win in Congo, Sao Tomé and Príncipe, and Gabon occurred in July."," The largest win occurred in Congo. | False |
 The largest win occurred in Sao Tomé and Príncipe. | False |
 The largest win occurred in Gabon. | False |
 The largest win occurred in July. | True"," The largest win occurred in Congo. |
 The largest win occurred in Sao Tomé and Príncipe. |
 The largest win occurred in Gabon."
