prompt,name,response
Tell me a bio of Jorge Enríquez,Jorge Enríquez," Jorge Enríquez was born in the state of Michoacán, Mexico on August 24th, 1984. He is an American actor and model known for his work as a commercial model.

Enríquez began his career at age 14 when he moved to California with his family. His first job was as a waiter, but soon after that he got into modeling. In 2006, he appeared in several commercials including one for McDonald's and another for Chevrolet.

In 2009, he"
Tell me a bio of Levi Roots,Levi Roots," Born in Kingston, Jamaica on April 15th 1959. He was the first child to be born into a family with 7 children. His father passed away when he was only 5 years old and his mother had to work very hard as she raised her brood alone. She worked long hours at various jobs including cleaning houses and selling fruit from a cart. At age 12, he left school to help support his large family by working odd jobs such as cutting grass and picking mangoes.
"
Tell me a bio of Jean-Claude Van Damme,Jean-Claude Van Damme," 1. Jean-Claude Camille François van Varenberg (born 18 December 1960), better known as Jean-Claude Van Damme, is a Belgian actor and martial artist who has appeared in numerous action films.
"
Tell me a bio of Felix Newman,Felix Newman," Felix Newman was born in New York City on December 20, 1918. He attended the Bronx High School of Science and graduated from Yale University with an AB degree in 1941.
"
Tell me a bio of Santiago Vergini,Santiago Vergini," Santiago Vergini was born in Barcelona, Spain on July 17th, 1859. He studied law at the University of Barcelona and became a member of its faculty in 1884. In 1888 he moved to Madrid where he taught until his death in 1928.
"
Tell me a bio of Earl Garrison,Earl Garrison," Earl Garrison is an American football player who played defensive end in the National Football League (NFL) for five seasons. He was drafted by the New Orleans Saints in the second round of the 2001 NFL Draft after playing college football at South Carolina State University.

Garrison made his professional debut with the Saints during the 2002 season and would go on to play in 81 games over the course of his career, including 80 starts. During that time he recorded 124 tackles, 12 sacks, one inter"
Tell me a bio of Tacko Fall,Tacko Fall," Tacko Fall is an American professional basketball player for the Boston Celtics. He was born in Haiti and moved to the United States when he was 5 years old.
"
Tell me a bio of Karl Eliasberg,Karl Eliasberg," Karl Eliasberg was born on July 28, 1908 in Stockholm. He studied at the Royal Swedish Academy of Music and became one of Sweden's most famous composers during his lifetime.
"
Tell me a bio of Timothy Evans,Timothy Evans," Timothy Evans was born on February 22, 1894. He died in the Coventry Gaol on March 10, 1940 after being hanged for murdering his wife and her lover.
"
Tell me a bio of Jeffrey Viggiano,Jeffrey Viggiano," Jeffrey Michael Viggiano is an American actor and musician. He was born in Chicago, Illinois on October 13th, 1973.  He graduated from the University of Michigan with a degree in Theater Arts and went on to study acting at The Lee Strasberg Theatre Institute.
"
Tell me a bio of Yordanka Donkova,Yordanka Donkova," Yordanka Donkova was born on April 13, 1937 in Sofia, Bulgaria. She is one of the most prominent Bulgarian women writers and poets. Her poetry focuses on love and nature, and she has written several books about these topics. She also writes prose and children's literature.
"
Tell me a bio of Tony Bellew,Tony Bellew," Anthony ""Tony"" Bellew (born 19 July 1982) is an English former professional boxer. He has held the WBC cruiserweight title since 2017 and was also previously the IBF, WBA and WBO light-heavyweight titles from 2015 to 2016.

Bellew turned pro in 2007 at super-middleweight after training with trainer Robert Garcia for two years.[1] In his first fight he won by knockout against John McDermott in under three minutes. After winning"
Tell me a bio of Winston Churchill,Winston Churchill," Winston Leonard Spencer Churchill was born on 30 November 1874 in London, England. He was the son of Lord Randolph Churchill and Jennie Jerome. His father's family had roots in New York City, where his ancestors owned The New-York Tribune newspaper.
"
Tell me a bio of Aleksandar Kolarov,Aleksandar Kolarov," Aleksandar Kolarov was born on July 3, 1991 in Belgrade. He is an attacking-midfielder for Serie A club Inter Milan and the Serbia national team.
"
Tell me a bio of Alexandre Hohagen,Alexandre Hohagen," Alexandre Hohagen is a German actor. He has been acting since the age of 12, and has appeared in more than 50 films and television shows. Some of his most notable roles include ""Der König"" (The King) in the film series ""Die Legende von Thiergarten"", ""Juli"" in the TV show ""Unter Verdacht"" and ""Max"" in the Netflix original series ""Dark"".
"
Tell me a bio of Jamie Cripps,Jamie Cripps," Jamie Cripps is an Australian rules footballer playing for the Melbourne Football Club in the Australian Football League (AFL). He was drafted by the club with their first selection and made his debut at the end of Round 1, 2022.
"
Tell me a bio of Marcus Aurelius,Marcus Aurelius," Marcus Aurelius was born in Rome on March 21, 121 AD. He was the son of Lucius Aurelius Commodus and Antonia Minor. His father was adopted by Emperor Hadrian after his own father died while he was still an infant.

Marcus Aurelius became emperor at age 18 when his adoptive grandfather, Antoninus Pius, died. At that time, the Roman Empire was divided into two parts: the Eastern part ruled by the Sever"
Tell me a bio of Emcee N.I.C.E.,Emcee N.I.C.E.," Emcee N.I.C.E. is an American hip hop artist from the Bay Area who has been making music since the late 90s. He started his career as part of the group The Coup, and later went on to release several solo albums and EPs.
"
Tell me a bio of Sun Wenguang,Sun Wenguang," Sun Wenguang (Chinese: 孙文光; Sun Wēngǔn) was a Chinese mathematician and astronomer. He is best known for his work in the field of trigonometry, including developing new methods to calculate areas under curves.
Sun was born in Jiangsu province during the Tang Dynasty. His father, Sun Zi, was an official who served at several locations throughout China. As a child, Sun showed great interest in mathematics"
Tell me a bio of Jeff Beukeboom,Jeff Beukeboom," Jeff Beukeboom is an American television news anchor and reporter. He has worked for several major networks including ABC, NBC, CBS, and Fox News Channel.
"
Tell me a bio of Phil Vickery (rugby union),Phil Vickery (rugby union)," Phil Vickery is an English former rugby union player. He played as a hooker for the England national team between 1999 and 2009, captaining them from 2002 to 2004. In total he made 65 appearances for his country scoring 3 tries in the process.
"
Tell me a bio of Shoya Nakajima,Shoya Nakajima," Shoya Nakajima is an idol singer and actress who was born on July 11, 1996. She debuted as the main vocalist for the idol group Arashi in 2002 when she was only 13 years old. She has since gone on to have successful careers both as an idol performer and as an actress.
"
Tell me a bio of Karyn Pugliese,Karyn Pugliese," Karyn Pugliese is an American actress and producer. She was born on October 5, 1979 in Long Island, New York to Italian-American parents. Her father was the owner of a restaurant and her mother worked as a real estate agent.

Pugliese began acting at the age of 10 after she won several local theatre competitions for her performance in The Wizard of Oz. At 14 years old, she landed her first professional role in the soap opera Another World. After appearing"
Tell me a bio of Ingo Titze,Ingo Titze," Ingo Titze is an American entrepreneur, best known for being the founder and CEO of Coupons.com. He started his career as a management consultant at McKinsey & Company before moving into technology startups.
"
Tell me a bio of León Dujovne,León Dujovne," Leon Dujovne (born 23 July 1871 in Buenos Aires, Argentina; died 20 December 1940) was an Argentine lawyer and politician. He served as Minister of Justice from 1916 to 1917 during the presidency of Hipólito Yrigoyen.[1]
"
Tell me a bio of Jennifer Sevilla,Jennifer Sevilla," Jennifer Sevilla is an American singer, songwriter and actress. She was born on October 31st, 1991 in Los Angeles California to parents who are both musicians. Her father is the famous actor Viggo Mortensen. Growing up she participated in musical theater and sang at her church choir.

In 2009 she released her first single ""I'm Good"" which received much attention from radio stations across the country. In 2011 she signed with Columbia Records where she released her debut album titled"
Tell me a bio of Will Keane,Will Keane," William ""Will"" Keane is an Irish footballer who plays as a midfielder for Premier League club Manchester City and the Republic of Ireland national team. He has previously played for Cork City, St Patrick's Athletic, Blackburn Rovers, Swansea City, Middlesbrough, Hull City, Sunderland AFC, Wigan Athletic, West Bromwich Albion, Southampton, Burnley, Sheffield United, Derby County, Barnsley, and Nottingham Forest in England, Norwich City"
Tell me a bio of Settimo Mineo,Settimo Mineo," Settimo Mineo was born in Naples, Italy. He is considered to be one of the greatest Italian painters and sculptors from the Renaissance period. His works are characterized by their use of vibrant colors and dramatic compositions that often feature biblical or mythological themes.
"
Tell me a bio of Yuu Watase,Yuu Watase," Yuu Watase is a Japanese manga artist. She was born in Saga Prefecture, Japan on April 4th, 1980 and she started drawing at the age of 12. Her first work was ""Yume no Koe"" which means Dreams' voice. It's about a girl who can see dreams and her friends are trying to find out what it all means.
"
Tell me a bio of Pablo Ganet,Pablo Ganet," Pablo Ganet was born in Barcelona, Spain on December 15th, 1883. He began his career as an actor and director for the theatre company Teatro Español de Madrid. In 1918 he directed his first film, El señor Presidente, which marked the beginning of his long career as a filmmaker. Ganet is known for his films that focused on social issues such as poverty, discrimination, and violence against women. His most famous work includes La vida es un carnaval (19"
Tell me a bio of Sayaka Ando,Sayaka Ando," Sayaka Ando is a Japanese voice actress who has been active in the industry since 1999. She debuted as an idol singer under Avex Trax, releasing two singles and one album between 2001 and 2002. After retiring from singing, she pursued a career in acting and made her debut in 2006 voicing Natsuki Subaru in the anime series Clannad.
"
Tell me a bio of Édgar Iván López,Édgar Iván López," Edgar Iván López is an Argentine actor, model and television presenter. He was born on October 19th in the city of CABA (Bahía Blanca).
"
Tell me a bio of Chris Woakes,Chris Woakes," Christopher Charles Woakes is an English cricketer. He is a right-handed batsman and occasional right-arm medium-fast bowler who plays for Surrey in first-class cricket, and the England national team in limited overs internationals (ODIs) and Twenty20 Internationals (T20Is).

Born in Southampton, Hampshire, he attended King Edward VI Five Ways School in nearby Bitterne before studying at Loughborough University. After making his debut"
Tell me a bio of Diosdado Cabello,Diosdado Cabello," Diosdado Antonio Cardoso Sobrinho, commonly known as Diosdado Cabello (born December 4, 1953), is a Venezuelan politician and general who has served as the president of the National Assembly since 2017. He previously held several cabinet positions in the administrations of Hugo Chávez and Nicolás Maduro.
"
Tell me a bio of Muhammad Ali Jinnah,Muhammad Ali Jinnah," Mian Muhammad Ali Jinnah was born on 25 December 1876 in the village of Wazirabad, near Karachi, British India. He studied law at Lincoln's Inn and went on to practice as an advocate. In 1913 he founded the All-India Muslim League with the goal of securing political rights for Muslims in British India.

Jinnah played a key role in the Indian independence movement, serving as the leader of the All-India Muslim League from 1916 until Pakistan's independence"
Tell me a bio of Dana Awartani,Dana Awartani," Dana Awartani is an American artist and designer. She was born in Saudi Arabia but moved to the United States at age 6. After graduating from high school, she went back to Saudi Arabia to pursue her studies at King Saud University where she received her bachelor's degree in architecture. During this time, she also worked as a graphic designer for various companies.

In 2012, she returned to the US to attend Parsons School of Design where she earned a master's degree in design innovation"
Tell me a bio of Brianna Keilar,Brianna Keilar," Brianna Keilar is an American journalist and news anchor. She was born in Chicago, Illinois on November 17th, 1973. Her father worked for the United States Postal Service while her mother taught at a private school. At age 16 she moved to San Francisco where she attended Lowell High School. After graduating from high school, she went to Boston University and earned a Bachelor's degree in Broadcast Journalism.
"
Tell me a bio of Vanda Pignato,Vanda Pignato," Vanda Pignato is an Italian writer, journalist and editor. She was born in Rome on March 23rd 1958. Her father, Mario Pignato, was the owner of one of the most important publishing houses in Italy at that time: “Il Sole 24 Ore”.
"
Tell me a bio of Vadhir Derbez,Vadhir Derbez," Vadhir Derbez is an American politician who currently serves as the mayor of San Francisco. He was first elected in 2019 and became the city's youngest-ever mayor, at age 36.

Derbez grew up in San Francisco and attended public schools there before earning his bachelor's degree from Stanford University. After college, he worked for several tech companies in Silicon Valley before deciding to run for office. In 2018, he founded a nonprofit organization called ""For All"" that works to"
Tell me a bio of Cédric Bakambu,Cédric Bakambu," Born on April 8, 1994 in Yaoundé, Cameroon
"
Tell me a bio of Neil Googe,Neil Googe," Neil Robert Patrick Googe (born 19 July 1970) is an English musician, songwriter and record producer. He was the bassist for the rock band Oasis from 1991 to 2009.
"
Tell me a bio of Sada Thompson,Sada Thompson," Sada Thompson was born in Los Angeles, California on November 11th, 1930. She is an American actress and author who has appeared in numerous television series and movies throughout her career.
"
Tell me a bio of Thirayuth Boonmee,Thirayuth Boonmee," Thira Uthai Boon Mee is a Thai actor and model. He was born on April 6, 1994 in Bangkok, Thailand.
"
Tell me a bio of Michael L. MacDonald,Michael L. MacDonald," Michael L. MacDonald is an American writer and philosopher who has written several books on the subject of philosophy, including ""The Greatest Secret"", which explores the nature of reality, time, and consciousness. He also writes about his personal experiences with near-death experiences (NDEs) and other spiritual phenomena, such as reincarnation.
"
Tell me a bio of Bobby Fischer,Bobby Fischer," Bobby Fischer was an American chess grandmaster and the eleventh World Chess Champion. He is most famous for his 1972 match against Boris Spassky, which he won by default after refusing to play any more games due to mental illness.
"
Tell me a bio of Jose Canseco,Jose Canseco," José Antonio Canseco Rodríguez (born November 30, 1961) is a retired professional baseball outfielder. He played in Major League Baseball for the Oakland Athletics and Texas Rangers from 1985 to 2000. He was nicknamed ""Juiced"" because he hit more home runs during his career than any other player who did not use performance-enhancing drugs.[1]
"
Tell me a bio of Jeffrey Satinover,Jeffrey Satinover," Jeffrey M. Satinover is an American psychologist and theologian who has written extensively on issues related to the relationship between psychology, religion, and spirituality. He received his Ph.D. from the University of California, Berkeley in 1981 and went on to teach at various universities, including Boston College, where he currently serves as professor emeritus.
"
Tell me a bio of Yehuda Lindell,Yehuda Lindell," Yehuda Lindell was born in New York City on September 17, 1875. He grew up during the late 19th and early 20th centuries.
"
Tell me a bio of Kathleen A. McGrath,Kathleen A. McGrath," Kathleen A. McGrath is an American poet, writer and teacher from New York City who has written extensively about the city she calls home. She was born in Brooklyn on October 16th, 1944 to Irish immigrant parents. Her father worked as a plumber while her mother stayed at home with their children.
"
Tell me a bio of Benjamin Lawrence Reid,Benjamin Lawrence Reid," Benjamin Lawrence Reid was born on February 2, 1875 in Winchester, Virginia. He received his BA from Randolph-Macon College and MA from Columbia University. In 1900 he married Margaret Meredith McLean who died in 1955. They had one son, George Laird Reid.
"
Tell me a bio of Djimon Hounsou,Djimon Hounsou," Djimon Gaston Hounsou is an American actor and model. He was born on April 5, 1974 in St Louis, Missouri to Guinean parents. His father worked as a teacher while his mother owned a hair salon.
"
Tell me a bio of Vance Joy,Vance Joy," Vance Joy is an Australian singer-songwriter and musician. He was born in Canberra, Australia on the 3rd of June 1990. His real name is James Keogh. In 2013 he released his debut studio album ""Australiana"" which reached number 1 on the ARIA charts.
"
Tell me a bio of Jimmy Tompkins (priest),Jimmy Tompkins (priest)," Father James Joseph ""Jimmy"" Tompkins was born in 1924 and died on October 31, 2020. He was an American Roman Catholic priest who served as the first bishop of the Diocese of Honolulu from 1981 to 1992.
"
Tell me a bio of Ahsee Tuala,Ahsee Tuala," Ahsee Tuala is an Australian professional rugby league footballer who plays as a  winger for the Penrith Panthers in the NRL. He represented Australia at under-18 level and was part of the Junior Kangaroos touring team to New Zealand in 2018.
"
Tell me a bio of Susan Sarandon,Susan Sarandon," Susan Abigail Tomalin was born on November 4, 1946 in the Bronx, New York City. She is an American actress and director who has appeared in more than 50 films. Her career began with small roles before she gained fame for her role as real-life figure Jean Seberg's best friend in Jean Seberg (1979).
"
Tell me a bio of Don DeLillo,Don DeLillo," Born in 1936, Don DeLillo is an American novelist and short story writer. He is best known for his novels White Noise (1985), Underworld (1997) and Libra (1988). His most recent novel was Zero K (2014).
"
Tell me a bio of Ramli Sarip,Ramli Sarip," Ramli Sarip was born on July 4, 1970 in Jakarta. He is an Indonesian actor and comedian who has appeared in numerous television series such as Kisah Ini, Aku Cinta Siapa?, Hari Menanti, Bintang Bakat, Denganmu, Harum Mahasiswi, Pertama-tama, Sebuah Orkes Terakhir, Laut Akhbar Berjalan, Nafas dan Rancangan, G"
Tell me a bio of Michael Collins (astronaut),Michael Collins (astronaut)," Michael Collins was an American astronaut and naval aviator. He flew on the Apollo 11 mission as the command module pilot, making him one of only twelve humans to fly in space twice. After retiring from NASA in 1971, he became a businessman and served as president of several companies before his death in 2022 at age 90.
"
Tell me a bio of Elizabeth Inglis,Elizabeth Inglis," Elizabeth was born in Edinburgh, Scotland on October 28th, 1855. She moved to Canada with her family when she was just two years old. They settled in Toronto and were part of the city's growing community of Scots-Irish immigrants.
"
Tell me a bio of Fifi Cooper,Fifi Cooper," Fifi Cooper (born 13 June 1918 in Wollongbar, New South Wales) was an Australian rules footballer who played for the St Kilda Football Club and Carlton Football Club.
"
Tell me a bio of Lali Espósito,Lali Espósito," Lali Espósito is an Argentine singer and actress. She was born on November 28, 1999 in the city of Rosario, Santa Fe Province. At the age of seven she started participating in musical theater productions. In 2016 she won the Latin Grammy for Best New Artist at the age of 16.
"
Tell me a bio of Maddy Crippen,Maddy Crippen," Maddy Crippen is an American singer-songwriter and musician. She began her career in the early 2000s as part of the indie pop band The Scene Aesthetic, which released two albums on Barsuk Records before disbanding in 2005.

Crippen went on to pursue a solo career, releasing several EPs and singles over the next decade. Her debut album, ""I'll Never Get Out of This World Alive"", was released in 2018 to critical acclaim"
Tell me a bio of Francis Nicholson (painter),Francis Nicholson (painter)," Francis Nicholson was born in England, and studied art at the Royal Academy. He is best known for his paintings depicting landscapes, seascapes, portraits, and animals. His work has been described as ""beautiful"" and ""refined.""
"
Tell me a bio of Will Voigt,Will Voigt," William Voigt was born in New York City on October 23, 1883. He began his career as an actor and performed with the Shuberts' touring company for several years before moving to Hollywood where he worked steadily until 1948. His most famous role may have been that of Mr. Yunioshi in the film ""Breakfast at Tiffany's."" After retiring from acting, Voight became a successful businessman, owning several restaurants and hotels in Los Angeles. He died on February 11,"
Tell me a bio of Josiah Maduabuchi,Josiah Maduabuchi," Josiah Maduabuchi is a Nigerian professional footballer who plays as an attacking midfielder for the Nigeria national team.
"
Tell me a bio of Thomas Jack,Thomas Jack," Thomas Jack is an Australian YouTuber and Twitch streamer who has gained popularity for his Minecraft videos. He was born on December 19, 1992 in Melbourne, Australia.
"
Tell me a bio of Ziaur Rahman,Ziaur Rahman," Ziaur Rahman was born on June 28, 1940 in Dhaka, Bangladesh. He is the first president of Bangladesh after its independence from Pakistan. Prior to his presidency he served as a judge for the Supreme Court of Bangladesh and later became an advisor to Sheikh Mujibur Rahman, who led the country's struggle for independence.
"
Tell me a bio of Loo Kum Zee,Loo Kum Zee," Loo Kum Zee was born on June 20, 1888 in Bukit Mertajam, Penang. She is the youngest child to parents Chong Fook and Keng Hwa Lee. Her father worked as an overseer at a rubber plantation.

Loo Kum received her early education from local schools before she enrolled into Methodist Girls School (MGS) in Singapore where she completed her O-Levels in 1906. After completing her studies, she went on to study"
Tell me a bio of Patoranking,Patoranking," Patrick Nnaemeka Okorie, better known by his stage name Patoranking, is a Nigerian singer and songwriter. He rose to prominence in 2012 with the release of his single ""Alubarika"", which topped the charts on several African countries including Nigeria, Ghana, Kenya, Tanzania, Benin Republic, Senegal, among others.
"
Tell me a bio of Richard Burton,Richard Burton," Richard Walter Jenkins, OBE (12 September 1925 – 5 August 1984) was an English actor. He is regarded as one of the greatest actors in film history and was known for his distinctive voice and high-energy performances.[1][2]
"
Tell me a bio of Guillermo Rigondeaux,Guillermo Rigondeaux," Guillermo Rigondeaux is a Cuban professional boxer who holds the WBA (Regular) super bantamweight title. He was born on September 18, 1991 in Santa Clara, Cuba and now resides in Miami, Florida.
"
Tell me a bio of Shaolin (humorist),Shaolin (humorist)," Shaolin is an American comedian and writer. He has written for The Tonight Show, Saturday Night Live, Late Night with Conan O'Brien, and many other shows.
"
Tell me a bio of Jessie Mae Brown Beavers,Jessie Mae Brown Beavers," Jessie Mae Brown was born on November 1, 1919 in Waco, Texas. She attended Baylor University where she received her Bachelors degree and then went to the University of Houston for law school. After graduating from law school, she returned to Waco and opened up a private practice. In addition to being an attorney, she also worked as a civil rights activist.
"
Tell me a bio of Lennie Hayton,Lennie Hayton," Born in San Francisco, California on August 26th 1914, Lennie Hayton began playing the drums at age 7. He was influenced by his father who played drums and taught him to play as well. After high school he attended Mills College for two years before joining the US Army during World War II.
"
Tell me a bio of Ahmed Mumin Warfa,Ahmed Mumin Warfa," Ahmed Mumin Warfa was born in 1954, in the city of Zanzibar. He is an author and politician from Tanzania who has been the Minister for Natural Resources and Tourism since 2022.

Warfa graduated with a degree in law from Makerere University in Uganda in 1980. He then went on to obtain his master's degree in international relations at the London School of Economics (LSE) in 1983. After completing his studies, he worked as a legal advisor for"
Tell me a bio of Rachel Bilson,Rachel Bilson," 1. Rachel Hilse (born June 25, 1981) is an American actress and producer. She began her career in 2003 when she appeared on The O.C.. In 2007, she had starring roles in the television shows Jumper and The CW series Summerland, before playing Zoe Hart on The CW drama series Hart of Dixie from 2011 to 2015.
"
Tell me a bio of Xi Jinping,Xi Jinping," Xi Jinping is the current General Secretary of China's Communist Party and President. He was born on November 15, 1953 in Beijing to a family that had served as officials for several generations. His father, Xi Zhongxun, was a prominent politician who played an important role in China's reform and opening up period, serving as vice premier from 1987 to 1989 under Zhao Ziyang.

Xi attended Beijing Normal University (BNU) where he studied literature before joining the Chinese People's"
Tell me a bio of Dewi Sartika,Dewi Sartika," Dewi Sartika was born on October 17, 1944 in Jakarta. She is an Indonesian writer and journalist who has been writing for the Jakarta Post since 1974.
"
Tell me a bio of Alf Garland,Alf Garland," Alf Garland was an English professional footballer who played as a wing half. He began his career with Gillingham, before moving to Millwall in 1927. He made over 200 appearances for the club and won promotion from the Second Division in 1932–33. After leaving Millwall he had brief spells at Brentford and Southend United, before retiring in 1939.
"
Tell me a bio of Raúl Esparza,Raúl Esparza," Raúl Esparza was born on September 13, 1971 in New York City. He is an American actor and singer best known for his role as Tremaine in the original Broadway cast of Hairspray.
"
Tell me a bio of Robin del Castillo,Robin del Castillo," Born in Madrid, Spain on November 24th, 1966
Robin del Castillo is an international award-winning journalist and author. He was born into a family with strong ties to the media industry. His grandfather, Manuel Del Castillo, founded El Mundo newspaper, one of Spain's most popular publications. As a child, he often accompanied his father on visits to the newspaper's offices, where he got firsthand experience observing the inner workings of journalism.

After graduating from high"
Tell me a bio of Abdul Ilah Khatib,Abdul Ilah Khatib," Abdul Ilah Khatib was born in Tuzla, Bosnia and Herzegovina. He studied at the University of Sarajevo where he earned his doctorate degree.
"
Tell me a bio of Jennifer Maia,Jennifer Maia," Born in Rio de Janeiro, Brazil, Jennifer Maia is an actress and model. She has been acting since she was 10 years old and her first role was as the young version of Elizabeth Taylor's character in The Flintstones in Viva Rock Vegas (2000).
"
Tell me a bio of Philippe Coutinho,Philippe Coutinho," Philippe Coutinho was born on January 23, 1992 in Rio de Janeiro. He is a Brazilian professional footballer who plays as an attacking midfielder or winger for Premier League club Liverpool and the Brazil national team.
"
Tell me a bio of Kevin Anderson (tennis),Kevin Anderson (tennis)," Kevin Anderson was born on November 8, 1985 in Johannesburg, South Africa. He began playing tennis at the age of six and turned professional in 2004.

Anderson's career took off when he reached the final of the 2010 French Open as a qualifier. In his first Grand Slam final, he defeated defending champion Novak Djokovic to become the first South African man to win a Grand Slam singles title since Andre Agassi did so at Wimbledon in 1999."
Tell me a bio of Pogo (musician),Pogo (musician)," Pogo was an American musician, songwriter and producer who has worked with many notable artists in the music industry. He is known for his unique style and sound that blends elements of hip hop, R&B, pop, soul, and funk.

Pogo began his career as a rapper in the early 2000s and quickly gained recognition for his distinctive flow and lyrical content. He released several mixtapes and EPs during this time period, which helped establish him as one of"
Tell me a bio of Valerie Harper,Valerie Harper," Valerie Harper was born in Westfield, New Jersey on August 22nd 1934. She is an American actress and comedian known for her role as Rhoda Morgenstern on the NBC sitcom ""The Mary Tyler Moore Show"" (1970-1977) and its spinoff series ""Rhoda.""
"
Tell me a bio of Fuerza Guerrera,Fuerza Guerrera," Fuerza Guerrera was born in San Pedro de Macorís, Dominican Republic on July 3rd, 1976. He is the son of Hector ""Hechicero"" and María del Refugio Pérez-Guerrero who are both professional wrestlers. His brother is Rey Mysterio Jr., his nephew is Johnny Impact, and he has another nephew named Kalisto.

Fuerza began wrestling at age 15 after being trained by his father as"
Tell me a bio of Mukesh (actor),Mukesh (actor)," Mukesh is an Indian actor who has worked in the Hindi film industry. He was born on September 16, 1954 and started his career as a child artiste in Bollywood films.
"
Tell me a bio of Serena Tideman,Serena Tideman," Serena Tidemann is an English professional darts player who has been playing since 2015. She was born in London and grew up in Essex, where she still lives today.
"
Tell me a bio of Bif Naked,Bif Naked," Born in Vancouver, British Columbia, Canada on January 9th, 1976 as Sandra Kay Gottschalk, she was raised by her mother and stepfather. She dropped out of high school at the age of 15 to pursue music. Her first band was called ""The New Rock"".
"
Tell me a bio of Phife Dawg,Phife Dawg," 1. Phife Dawg (Malcolm Davis) was born on October 3, 1970 in Queensbridge Projects in the South Jamaica area of Queens, New York City. His father left when he was two years old and his mother raised him as a single parent until she passed away from cancer at age 48. He was an only child who spent much time with his older brother Jabu after their parents' divorce.
"
Tell me a bio of Michael Folorunsho,Michael Folorunsho," Michael Oluwafemi Falae was born on the 11th October 1959 in Ibadan, Nigeria. He attended Federal Government College and University of Lagos before proceeding to study law at the Nigerian Law School where he graduated with first class honours.
"
Tell me a bio of Naz Mitrou-Long,Naz Mitrou-Long," Naz Mitrou Long is an English professional footballer who plays as a midfielder for Premier League club Wolverhampton Wanderers. He was born in Southampton, Hampshire on 11 April 1997 and started his career with local side Bognor Regis Town before joining the academy at Aston Villa in 2013.

Mitrou-Long made his debut for Aston Villa's first team in 2018 and quickly established himself as one of their key players, winning the Championship Player of the Year award in"
Tell me a bio of Julie Bishop,Julie Bishop," Julie Anne Bishop was born on October 11, 1962 in Melbourne, Australia. She is an Australian politician and diplomat who served as the Minister for Foreign Affairs from 2013 to 2018 and previously held several ministerial positions within the Howard Government including Minister for Education, Minister for Employment and Workplace Relations and Minister Assisting the Prime Minister for Women's Issues.
"
Tell me a bio of Tarik Marzouk,Tarik Marzouk," Tarik is the CEO and Founder of Cactus, one of the largest online marketplace in MENA.
"
Tell me a bio of Dominique Blake,Dominique Blake," Dominique Blake was born on February 10, 1989 in London, England. She is an English actress and model best known for her roles as Jade in the British soap opera Hollyoaks (2008–2010), Cindy Beale in EastEnders (2009) and Gwendoline Taylor in Coronation Street (2012).
"
Tell me a bio of Lina Marulanda,Lina Marulanda," Lina Marulanda is an Argentine model, actress and television host. She was born on February 2, 1986 in Buenos Aires, Argentina.

Marulanda started her career as a model when she was only 16 years old. In 2007, she signed with the prestigious Wilhelmina modeling agency and began to work for several brands such as H&M, Zara, Gap, Tommy Hilfiger, etc. Her first runway debut took place at New York Fashion Week in 2008 where"
Tell me a bio of Diafra Sakho,Diafra Sakho," Diafra Jean-Charles Sakho is a professional footballer who plays as an attacking midfielder for Premier League club West Ham United and the Senegal national team.
"
Tell me a bio of Haruto Takahashi,Haruto Takahashi," Haruto Takahashi was born on October 20, 1989 in Shizuoka Prefecture. He is the second child and only son to his parents Kazuhiko and Noriko Takahashi. His father works as an engineer for Toyota Motor Corporation while his mother teaches English at junior high school level.

Takahashi attended Hachiman Elementary School from where he graduated in 2007. In 2009, he enrolled into Nishihara Junior High School before transferring to Kakegawa"
Tell me a bio of Fahadh Faasil,Fahadh Faasil," 1. A Malayalam film actor, who has acted in Tamil and Telugu films as well
"
Tell me a bio of Dr. Dre,Dr. Dre," 1. Name: Andre Romelle Young
"
Tell me a bio of Quincy Jones,Quincy Jones," Quincy Delight Jones, Jr. was born on March 14th, 1933 in Chicago Illinois. He is an American record producer, composer, musician and film score composer.  He has won an Academy Award for Best Song as well as the Grammy Lifetime Achievement award.
"
Tell me a bio of W. Clark Still,W. Clark Still," William Clark Still (1839-1917) was an American physician and surgeon, born in Franklin County, Kentucky on October 10th 1839. He attended the University of Pennsylvania Medical School from 1857 to 1861 before moving to Memphis, Tennessee where he opened his own medical practice as a general practitioner.
"
Tell me a bio of Patrick Merrill,Patrick Merrill," Patrick Merrill is an American writer, known for his work on the television show ""The X-Files."" He has also written several books and articles about UFOs and extraterrestrial life.
"
Tell me a bio of Radja Nainggolan,Radja Nainggolan," Radja Nainggolan is a Belgian professional footballer who plays as an attacking midfielder for Serie A club Inter Milan and the Belgium national team.
"
Tell me a bio of Caitlin Lowe,Caitlin Lowe," Caitlin is an American actress who has appeared in many films and television shows. She was born on August 23, 1988, in San Diego, California.
"
Tell me a bio of Salt Bae,Salt Bae," Nusret Gökçe, known as Salt Bae is an award-winning Turkish chef and restaurateur. He was born in Trabzon, Turkey on February 17th, 1983. His family moved to Istanbul when he was young where his father worked as a fisherman.
"
Tell me a bio of Camille Paulus,Camille Paulus," Born in New York City, USA
"
Tell me a bio of Charley Boorman,Charley Boorman," Charlie Boorman was born in 1968 and is an English adventurer, explorer, businessman, author, and television presenter. He has been described as ""one of the most experienced and accomplished long-distance drivers on the planet.""
"
