prompt,name,response
Tell me a bio of Chris Woakes,Chris Woakes,"#####Chris Robert Woakes MBE is an English cricketer. Woakes plays as a right-arm fast-medium bowler and a right-handed batsman for Warwickshire County Cricket Club and England, having been a member of the team that won the 2019 Cricket World Cup. He can keep wickets as well and has kept professionally for Warwickshire in a temporary capacity on several occasions. #####Woakes played cricket at county level for Somerset between 2006 and 2008, while also playing for the second XI in the UK Premier League. He joined Warwickshire from Somerset in time for the 2009 season. In first-class cricket, he scored his maiden century against Durham in 2012. In August 2017, Woakes earned his One Day International (ODI) cap against Australia before featuring in a T20 international against Ireland the same year. He was part of the England squad that won the 2019 Cricket World Cup.
"
Tell me a bio of Diosdado Cabello,Diosdado Cabello,"##### Their real name is unknown, but they're commonly referred to by their nickname in Venezuela, ""El Gocho""
"
Tell me a bio of Muhammad Ali Jinnah,Muhammad Ali Jinnah,"##### 1. **Early life**

Muhammad Ali Jinnah was born on 25 December 1876 in Karachi, then part of the Bombay Presidency of British India. His father Poonja Haji was a wealthy Indian merchant of Gujarati descent while his mother Maryam Ismail was a Pakistani of Iranian descent. Jinnah was the eldest of four children; two sisters and one brother. Jinnah attended the nearby Henry Durand School in Bombay. In 1888, he enrolled at the Lowndes Square Academy in London, where he studied for two years and earned a diploma. He returned to Bombay in 1890 to study law at the Government Law College.[14]

Jinnah was not an outstanding student like his younger brother Fatima Jinnah, but he performed adequately. While studying law, he began his career as a lawyer at the Dinshaw Maneckji Petit & Co. law firm in 1895. Two years later, he left to join his brother's legal practice.

##### 2. **Lawyer, politician, and leader (1896–1912)**

In 1896, Jinnah joined the Muslim League founded by Ghulam Husain Salaam"
Tell me a bio of Dana Awartani,Dana Awartani,"#####
- Born in Kuwait in 1990.
- She studied music at the Higher Institute of Performing Arts in Baghdad, Iraq from 2006 to 2011.
- After graduating, she returned to Kuwait where she worked as a teacher of violin and piano at the National Music Conservatory for four years.
- In 2015, Awartani moved to the United States to continue her studies in electronic music at the Berklee College of Music in Boston.
- During her studies, she started experimenting with modern sound synthesis techniques, such as physical modeling synthesis, which uses real-world physics models to recreate natural sounds.
- In 2017, Awartani released her debut album, ""The Call of the Void,"" which featured exclusively synthesized sounds.
- Her second album, ""Gardens Overcome,"" was released in 2019 and incorporated more organic sounds, including acoustic instruments like the cello and viola.
- The album's title refers to the transformation of Iraqi gardens during the Gulf War in 1991.
- Awartani's music has been described as blending elements of ambient, electronic, and experimental music.
- She currently lives in New York City and continues to explore the boundaries of modern sound synthesis.
"
Tell me a bio of Brianna Keilar,Brianna Keilar,"##### From Wikipedia, the free encyclopedia #####

Brianna Regina Keilar (born March 13, 1981) is an American journalist. She currently works for CNN as a national political correspondent based in Washington, D.C. Prior to joining CNN in July 2019, she worked for ABC News since 2007, starting as a general assignment reporter for World News Tonight with David Muir and later serving as Capitol Hill correspondent for network news programs.

Keilar was born in Beckley, West Virginia.[1] She is the daughter of Charlotte Gerson and Don Keilar, a former CBS News correspondent who anchored the overnight edition of the CBS Evening News and Weekend News Sunday.[2] Her father is a grandson of the well-known alternative medicine advocate and author of anti-dieting books Robert Collier.[3] Keilar has a younger brother, Cameron.[4]

Keilar graduated from St. Paul's School in 2000,[5] where she served as editor of The Paulist.[6] She earned a Bachelor of Arts degree in English literature from Princeton University, where she wrote her senior thesis about the media's influence on U.S. foreign policy after the September 11 attacks.[7] While at Princeton, Keilar intern"
Tell me a bio of Vanda Pignato,Vanda Pignato,"##### Vanda Pignato ##### Vanda Pignato, born in Livorno in 1937, is an Italian writer, essayist and researcher, known for her works of essayistic reportage on social issues.

She graduated in literature at the University of Florence, where she also got a PhD in 1976 with a dissertation on the relationship between art and sociology. She started her career as a literary critic and reviewer, collaborating with various magazines and newspapers such as ""Il Mondo"", ""L'Europeo"" and ""L'Espresso"".

In the 1970s, she turned to social research and journalism, focusing her writings on poverty, marginality and social exclusion. Her first book, ""Cronache di povertà"" (Toldi, 1973), was a collection of essays on different forms of poverty.

She soon became one of the most influential journalists in Italy, writing for several publications such as ""L'Espresso"", ""Panorama"", ""la Repubblica"" and ""Il Sole 24 Ore"". Her investigative reporting on social issues, such as prostitution, drug abuse, homelessness and corruption, won her numerous awards, including the Premio Pericle grant in"
Tell me a bio of Vadhir Derbez,Vadhir Derbez,"##### Their real name is unknown since they have taken on the identity Vadhir Bernardo Diego Derbez Becerra since they became Xperimental in 2022. However, many believe their original identity to be Alexander Martin, the founder of Xperimental and former leader of the entire Cavern System.
"
Tell me a bio of Cédric Bakambu,Cédric Bakambu,"#####
-Full name: Cédric Nkumu Bwakaama Bakambu
-Date of birth: 5th January 1986
-Place of birth: Kinshasa, Democratic Republic of the Congo
-Nationality:  Democratic Republic of the Congo
-Position: Forward, Winger
-Side: Left
-Height: 1.83 m
-Weight: 74 kg
-Other clubs:  Kawasaki Frontale; Lierse S.K.; Cercle Brugge; Racing Paris; Standard Liège; ASEC Mimosas; Mazembe;MC Oujda
-International career: Democratic Republic of the Congo 55 times (8 goals)
-International goals: in full
-Retired from national team: 30th November 2017
-Major trophies:
-Democratic Republic of the Congo Premier League (1): 2010
-Congo Cup (1): 2009
-CAF Champions League (1): 2010
-African Super Cup (1): 2010
-Individual: 2010 African Player of the Year — Bronze Award
-Orders: Knight of the National Order of Merit (July 2010)
-Education: .Institut supérieur des"
Tell me a bio of Neil Googe,Neil Googe,"##### NAME:    Neil Googe

##### AGE:   40s

##### BACKGROUND:  Ex-military, special forces

##### FAMILY:  Wife Sarah, twin daughters Beth and Susan (both 18)

##### RELIGION: Christianity

##### BIRTHPLACE: Leatherhead, Surrey

##### EDUCATION: Eton College; BA Hons, Philosophy and Ethics, University of Oxford

##### PROFESSION: Former soldier

##### EMPLOYER: Whitehall

##### KNOWN QUOTES: ""Perseverance is key to success""
""In the military, we never give up until the job is done.""
""A good leader knows when to take risks and when to play it safe.""
""Always aim high, work hard, and never settle for less than your best. If you don't push yourself, who will?""
""The only way to succeed in life is to be prepared for any eventuality.""
""A positive attitude can take you far in life.""
""Don't let setbacks or obstacles get in your way. If you believe in yourself, anything is possible.""
""In times of crisis, leaders rise to the"
Tell me a bio of Sada Thompson,Sada Thompson,"##### SADA THOMPSON #####

 **Born:** Susan Magoffin Smith in Plainfield, Connecticut on October 30, 1905
  * Died: January 18, 1971 in New York City after a long battle with heart disease
   * Age: 64
   * Occupation: Actress
     * TV: ""The Doctors"" (1963)
     * Films: ""Life With Father"" (1947), ""An American in Paris"" (1951)
     * Broadway: ""Goodbye, My Fancy"" (1929), ""One Sunday Afternoon"" (1933), ""The Male Animal (1940)""
       * Co-starred alongside Henry Fonda in the 1940 play. The 1941 film adaptation starred Jack Lemmon and Rita Hayworth.
"
Tell me a bio of Thirayuth Boonmee,Thirayuth Boonmee,"
Thirayuth Boonmee (born January 1, 2002), better known as Boonmee, is a Thai professional footballer who plays as a defensive midfielder for Thai League 2 club Chiangrai United.

Club career
On 20 December 2021, Boonmee joined Thai League 2 club Nakhon Ratchasima. He made his debut on 16 January 2022 in an away league match against Phuketwan Army Club where he played the full 90 minutes as Nakhon Ratchasima won the match 3–1.

International career
Boonmee has represented Thailand at under-16 and under-19 levels.
"
Tell me a bio of Michael L. MacDonald,Michael L. MacDonald,"#####Michael L. MacDonald
<li>Full Name: Michael L. McDonald</li>
<li>Birthdate: June 18, 1961</li>
<li>Birthplace: New Jersey, United States</li>
<li>Age: 61 Years old as of 2023</li>
<li>Nationality: American nationality</li>
<li>Occupation: Former professional football player who played as a linebacker in the National Football League (NFL)</li>
<li>Wife/Girlfriend: Diane McDonald (married in 1990)</li>
<li>Children: Three children - Molly, Maggie, and Meredith</li>
<li>Died: September 6, 2020</li>
<li>Cause of death: Colon cancer</li>
<li>Social media: Twitter - N/A; Instagram - N/A;</li>
<li>Website: N/A;</li>
</ul>
#####Some important points from above
- **Full name:** Michael L. McDonald
- **Birthdate:** June 18, 1961
- **Birthplace:** New Jersey, United States
- **Age:** 61 years"
Tell me a bio of Bobby Fischer,Bobby Fischer,"##### From Wikipedia, the free encyclopedia

 Robert James ""Bobby"" Fischer (March 9, 1943 – January 17, 2008) was an American chess grandmaster and former United States Chess Champion. He is widely regarded as the greatest chess player of all time.

In 1969, at 14, he became the youngest person ever to be awarded the Grandmaster title, and later that year he won his first United States Championship. However, when he lost to Boris Spassky of the Soviet Union during the 1972 World Chess Championship, he disappeared from the public eye for nearly 34 years, until his death in 2008.
"
Tell me a bio of Jose Canseco,Jose Canseco,"#####Jose Canseco's Bio #####
"
Tell me a bio of Jeffrey Satinover,Jeffrey Satinover,"##### Their Bio #####
"
Tell me a bio of Yehuda Lindell,Yehuda Lindell,"#####Yehuda Lindell was born in 1970 in Israel, Lindell's family moved to England when he was six months old, then to New Jersey in the United States when he was eight. He earned his Bachelor of Science degree in computer science and mathematics from Union College in 1992, and a Master of Science in electrical engineering from Rutgers University in 1994.

Lindell joined RSA Security in 2000 as a researcher on the cryptography team, working there for nine years.[1] During that time, he contributed to several encryption algorithms such as RC2, RC4, RC5, and RC6 (including those used in SSL/TLS), and also helped to devise new hash functions like MD5, SHA, and MDC2. In 2001 Lindell published an academic paper titled ""Collision attacks on RC4."" This work led to the development of RC3 by others in 2002.

In 2001 Lindell left RSA Security and founded non-profit research laboratory the Cryptography Research Corporation, which was acquired by Eli Lilly and Company in 2005. He then founded Keccak Technologies, a non-profit organization developing a hash function intended to replace SHA-1 and SHA-2, in 2006; the latest version of the algorithm, called ""Ke"
Tell me a bio of Kathleen A. McGrath,Kathleen A. McGrath,"#####
"
Tell me a bio of Benjamin Lawrence Reid,Benjamin Lawrence Reid,"##### Introduction

Benjamin Lawrence Reid, 57 years old, was born on September 10, 1965 in Miami, Florida. He lived with his parents, sister, and two brothers in the city of Sunrise, Florida, about 25 miles north of Miami. His parents had him tested at birth and discovered that he was mentally retarded. They were disappointed in him and treated him as inferior. As a child, he often felt lonely and isolated from other children. He did not have any friends and found it difficult to make relationships with people his own age.

##### Childhood

Reid's childhood was a difficult one. He struggled to learn basic skills such as reading and writing. He attended several schools throughout his education due to his inability to keep up with the curriculum. Despite his challenges in school, he showed an aptitude for music and enjoyed playing the guitar. He also had a passion for animals and owned several pets throughout his life.

##### Young adulthood

In his early 20s, Reid moved into his own apartment in Miami. He worked various jobs throughout his career, including working at a fast-food restaurant and at a golf course driving range. However, he never seemed to find the right job that fit his abilities. In his free time"
Tell me a bio of Djimon Hounsou,Djimon Hounsou,𝗘𝘀 𝗡𝗜𝗚 𝗔𝗠𝗣𝗜𝗖𝗛𝗧𝗦: 𝗪𝗜𝗡𝗔𝗟𝗢𝗡𝗨𝗬 𝗕𝗨𝗥𝗜𝗡𝗙𝗢𝗡𝗔𝗟 𝗚𝗜𝗡𝗔𝗟𝗢𝗡𝗨𝗬 𝗔𝗠𝗣𝗜𝗖𝗛𝗧𝗦: 𝗖𝗲𝗿𝗶𝗰𝗮𝗹𝗼𝗻𝗳𝗯𝗿�
Tell me a bio of Vance Joy,Vance Joy,"#####VANCE JOY BIO###

> ""I'm from the country.""

Those were the first four words sung by the Australian musician Vance Joy on his breakout single ""Riptide"", and it would become one of the most recognizable lyrics in all of pop music. The song went on to top charts both in Australia and the US, sell over 12 million streams on Spotify, and help him win the 2014 Australian Record Industry Association (ARIA) Awards for Song of the Year and Best Single.

But Vance Joy is more than just a one-hit wonder. He's an award-winning songwriter whose emotional lyrics have been recorded by artists like Jimmy Barnes, John Butler Trio, and Keith Urban. His debut album Dream Your Life Away reached #1 in Australia, was certified gold, and won the 2015 ARIA Award for Best Album.

Joy's live performances are known for their energy and emotion, with Rolling Stone calling his stage presence ""deliriously joyful"". He's performed on multiple late-night shows including Letterman and Kimmel, as well as at major festivals like Coachella, Firefly, and Lollapalooza.

In addition to his success as a musician"
Tell me a bio of Jimmy Tompkins (priest),Jimmy Tompkins (priest),"#####Jimmy Tompkins (Priest):#####
"
Tell me a bio of Ahsee Tuala,Ahsee Tuala,"#####
-Name: Ahsee Tuala
-Age: 26 years old
-Height: 197 cm
-Weight: 93 kg
-Position: Prop, Flanker
-Nationality: Tongan
-Current club:  Counties Manukau Steelers
-Province:  ITM Cup
-Career titles: 
 -2021 ITM Cup Grand Final, Winner
-2020 NSW Cup Premiership, Runner-up
-2019 Intrust Super Premiership, Semi-finals
-2018 NSW Cup Premiership, Winner
-2017 NSW Cup Premiership, Runner-up
-2016 NSW Cup Premiership, Winner
-2015 NSW Cup Premiership, Runner-up
-2014 NSW Cup Premiership, Winner
-2013 NSW Cup Premiership, Runner-up
-2012 NSW Cup Premiership, Winner
-2011 NRL All Stars, Winner
-2010 NRL Grand Final, Winner
-2009 NRL Grand Final, Runner-up
-2008 NRL Grand Final, Winner
-2007 NRL Premiership, Runner-up
-2006 State of Origin Game I,"
Tell me a bio of Susan Sarandon,Susan Sarandon,"#####BIO SUSAN SARANDON####
Susan Abigail Tompkins Sarandon was born on 4 February 1946, in Jackson Heights, Queens, New York City, to Janet Ruth (née McCormick) and Phillip Leslie Sarandon. Her father was a construction worker and her mother was a quilter.[1] They were members of the Roman Catholic Church who lived in an Irish-American neighborhood.[2] Sarandon has described herself as ""a bad girl"".[3] She was named after the 19th century American president, James Madison, but changed it to Susan in 1934 because she thought it sounded more like a man's name.[4] When she was three years old, her parents divorced; she and her sister, actress Tamara, stayed with their mother.[5] They moved to Toronto, Ontario, Canada, where they lived for seven years.[6] In Canada, Sarandon learned to speak English as well as she spoke French, having attended a French school in Canada for a few years.[7]

When she was 12, Sarandon's mother married Jim Thompson, a jazz musician 10 years older than her. She spent part of her teenage years living with him in Harlem.[8] Thompson encouraged her interest"
Tell me a bio of Don DeLillo,Don DeLillo,"##### From https://en.wikipedia.org/wiki/Don_DeLillo
"
Tell me a bio of Ramli Sarip,Ramli Sarip,"#### Bio of Ramli Sarip
Ramli Sarip was a Malaysian composer, conductor, and music educator. He was the director of the Malaysian Philharmonic Orchestra from its founding in 1997 until his death in 2009.

Sarip began his musical studies at an early age, learning the violin from the age of seven. He later studied at the University of Malaya, where he earned his bachelor's and master's degrees in music education. In 1976, he obtained a Performers' Certificate from the London College of Music.

Sarip started his teaching career at the Malayasia Broadcasting Company (MBC) in 1974 as a violin teacher. From there, he went on to hold several positions as a violin and chamber music professor at the Academy of Music and Dance (Kuala Lumpur), the Music Department of the Malaysia University of Technology (Kuala Lumpur), and the Music Faculty of the National University of Malaysia (Padang Terap).

In addition to his work as a musician and educator, Sarip was also actively involved in promoting contemporary classical music in Malaysia. He was the founder and artistic director of the Contemporary Music Society of Malaysia (Persatuan Seni Budaya dan Warisan Malaysia) and the"
Tell me a bio of Michael Collins (astronaut),Michael Collins (astronaut),"#####Michael Joseph Collins (September 20, 1929 – April 28, 2021) was an American engineer, astronaut, fighter pilot, and NASA director. He was the command module pilot for Apollo 11, the first manned lunar landing in history. After leaving the astronaut program in 1972, he joined the Massachusetts Institute of Technology's Department of Aeronautics and Astronautics, becoming a professor in 1977. As of 2022, Collins is the last survivor of the first group of NASA astronauts selected in 1959.
"
Tell me a bio of Elizabeth Inglis,Elizabeth Inglis,"##### Elizabeth Inglis #####

 **Born:** September 24, 1734, in Bordentown, New Jersey

 **Parents:** Robert Inglis (1707-1788) and Mary Browne (1711-1754); immigrated to Philadelphia from County Kildare, Ireland in 1727

 ** siblings :): James (1729-1801) and William (1730-1781)

 **Education:** Private tutors at home; attended the Female Academy in Bristol, Pennsylvania (now Fallsington) until age 12

 **First job:** seamstress

 **Married:** Daniel Eskridge on November 16, 1753, in Abington, Pennsylvania. They had three children: Ann (1755-1831), Thomas (1757-1792), and Robert (1760-1790).

 **Career:** Weavers, spinners, and knitters at various homes and farms in Burlington, Gloucester, and Southampton Counties in southeastern Pennsylvania during the mid-1750s.

 **Home:** Sponsored by the Quaker community, they moved to Gloucester County, Neshaminy Friends Meeting House in Bucks County in 1758.

 **Big move:**"
Tell me a bio of Fifi Cooper,Fifi Cooper,"##### Name: Fifí Cooper
##### Born: February 22, 1931 in Port of Spain, Trinidad and Tobago
    Fifi Cooper (born Elfrieda Burgher) (22 February 1931 – 18 September 2020) was a Trinidadian sprinter. She was born in Port of Spain, Trinidad, but represented Great Britain until the 1950s.
Cooper won the 220y gold medal for Britain at the 1954 British Empire and Commonwealth Games in Vancouver, Canada.[1] A week later she competed in the 100 m event at the 1954 European Championships in Athletics where she did not reach the semi-finals.[2]

Three years later, at the 1957 British Empire and Commonwealth Games in Cardiff, Wales, she won another gold medal in the 220 y relay with her team mates Doreen Joseph, Audrey Brown and Barbara Cook. In the individual 100 m competition, she failed to reach the final.

In 1958, Cooper won two medals in the 220 yards at the 1958 Commonwealth Games in Cardiff, Wales, helping the British team to gold in the 4 × 110 yard relay and bronze in the 220 yard individual.
After representing England at international level, Cooper changed allegiance to Trinidad and Tobago in 1972, winning the"
Tell me a bio of Lali Espósito,Lali Espósito,"#####Lali Espósito Bio
#####
• Born as the youngest of four sisters in Buenos Aires, Argentina on June 5th, 1988.
• Started her career at the age of 12 as an actress in the TV series El Hombre que yo quiero (2002).
• Made her debut as a singer in 2005 with the album 11:11.
• Won the Argentinian version of ""Pop Idol"" called ""Operación Triunfo"" in 2003.
• Re-released her first two albums (""11:11"" in 2005 and ""De Cuerpo y Alma"" in 2007) under the name ""Lali"".
• Signed with EMI Music in 2008 and released her third studio album, ""11:57"", that year.
• Collaborated with renowned artists such as Daddy Yankee, Enrique Iglesias, Wisin & Yandel, and Ricky Martin.
• Won two Latin Grammy Awards in 2011 for Best Pop Vocal Album (for ""11:57"") and Record of the Year (""Cuando Me Besas"").
• Released her fourth studio album, ""Entre Rosas"" (""Between Roses""), in 2014.
• The album won her another Latin Gram"
Tell me a bio of Maddy Crippen,Maddy Crippen,"##### NAME: Madeline Crippen
  ##### BORN: April 23, 1997
  ##### PLACE OF BIRTH: Watertown, Massachusetts, United States
  ##### EDUCATION: Graduate of Watertown High School in 2015; attended Elmira College for one year
  ##### FAMILY:
    - Husband: John Woodmansee (married December 22, 2019)
    - Daughter: Ava Zoe Woodmansee (born May 9, 2021)
    - Son: Hayes Martin Woodmansee (born January 11, 2023)
  ##### ACTIVITIES:
    - Competitive gymnast
    - Four-time New England champion
    - Two-time NCAA regional qualifier
    - Member of the Watertown, Massachusetts, Police Department's K-9 unit
    - Missing person since November 16, 2022
  ##### WEBSITE: www.bringmaddyhome.com
"
Tell me a bio of Francis Nicholson (painter),Francis Nicholson (painter),"#####
"
Tell me a bio of Will Voigt,Will Voigt,"#####
"
Tell me a bio of Josiah Maduabuchi,Josiah Maduabuchi,"************************************************************************************
- Name: Josiah Maduabuchi
- Age : 28 years
- Gender : Male
- Nationality: Nigerian
- Occupation: Police officer
- Zodiac sign: Leo
- Religion: Christian
- Favorite color: Orange, blue, green
- Favorite food: Jollof rice, fried plantain, scrambled eggs, chicken wings, pork with pineapple sauce, gizzards on toast, oxtail stew,  prawns in garlic butter
- Josiah was born on July 23rd, 1994 to the family of Mr. & Mrs. Maduabuchi in Mbaitoli local government area of Imo state. He is the last child and only son among four children. He has two older sisters named Victoria and Olivia, and an older brother named Joshua.
- Josiah grew up in a typical Nigerian rural setting where he spent his early years until he finished primary school. His father worked as a farmer while his mother ran a petty trading shop at the popular Oguta Lake side in Owerri west local government area of Imo state.
- Josiah developed a passion for sports while still young. He played soccer uncontested as a right full back in"
Tell me a bio of Thomas Jack,Thomas Jack,"#####Thomas Jack is an American film director. He was born in Atlanta, Georgia on August 4th, 1963. He attended the University of Southern California's School of Cinematic Arts, where he graduated with a Bachelor of Fine Arts in Film Production in 1986.

Jack's feature film debut came in 1988 with the horror movie ""A Nightmare on Elm Street 5: The Dream Child"". The film was a commercial and critical success, earning $25 million at the box office against a production budget of $5–6 million.

Following the success of ""Nightmare"", Jack went on to direct several other horror films, including ""Jason Goes to Hell: The Final Friday"" (1993), ""Freddy vs. Jason"" (2003) and ""Teen Wolf"" (2011).

In addition to his work in the horror genre, Jack has also directed other films, such as ""The Faculty"" (1998), ""Gone in 60 Seconds"" (2000) and ""Annapolis"" (2006).

Tom Jack is currently living in Los Angeles, California.
"
Tell me a bio of Ziaur Rahman,Ziaur Rahman,"#####ZIAUR RAHMAN (29 June 1929 – 30 May 1981)#####

Ziaur Rahman was born on 29 June 1929 in Narsingdi district town of Bangladesh. He was the eldest of five children of Mazharul Islam and Rosy Khanam. Mazharara, as his parents called him, was nicknamed ""Puti"" by his family.

He had his primary education at the Dhaka University Campus School and secondary education at Govt. Labura College in Dhaka. In 1947, he passed the SSC examination from Dhaka Collegiate School with outstanding grades. He got admitted to the MA session of political science at the Dhaka University but could not join that year because of the communal riots. In the following two years, he finally joined the university and took BA in 1949 and MA in 1951 in political science.

In 1950, Zia joined the ruling Muslim League and became general secretary of the Dhaka University unit. He stood for the National Student Election in 1951 and won the election by a margin of 43 votes. On 15 March 1952, he led a students' movement on the campus and gave an ultimatum to the Vice-Chancellor to resign within three days. The VC surrendered before"
Tell me a bio of Loo Kum Zee,Loo Kum Zee,"	Loo Kum Zee (Chinese: 刘慈欣; pinyin: Liú Cíyǜn; born 1 January 1947) is an Singaporean lawyer and former ambassador to the United Nations. A member of the governing People's Action Party (PAP), she was elected into Parliament at the 1976 election. She retired from politics in 1981.

Education
Liu attended Catholic High School[1] and briefly studied medicine at the University of Melbourne before returning to Singapore to study law at the then University of Malaya, graduating with a Bachelor of Laws (LL.B.) degree in 1969.[2]
"
Tell me a bio of Patoranking,Patoranking,"𝗘𝘀 𝗡𝗜𝗚𝗛𝗢𝗡𝗖𝗘𝗦𝗧𝗥𝗔𝗠𝗕𝗜𝗡𝗚:

Patoranking, born as Godwin Sylver Chinodya on the 28th of January, 1990 in Ibaafofo, Ghana. He moved to Freetown, Sierra Leone at a young age where he spent most of his childhood before eventually moving back to Ghana. It was in Ghana that Patoranking found his love for music. He cited dancehall artist such as Elephant Man and Vybz Kartel as major influences in his youth. Patoranking's first performance was at a school concert when he was 12 years old.

He began recording songs in 2007 under the name of Goddy Lee. After changing his name to Patoraking, he released several singles such as ""Girlie O"", ""Alubarika"", and ""Love You Good"". In 2017, he won three Ghana Music Awards—UK, including Best Reg"
Tell me a bio of Richard Burton,Richard Burton,"#####Richard Burton's early life and career
Richard Isay, the founder of the Institute for Expressive Analysis in New York City, described Burton as ""the major actor of his generation."" Burton was born in Pontrhydyfen, Wales, on November 10, 1925.[58] His father, Richard Jenkins Burton, who came from a coal-mining family, worked at the Empire mines and later owned a grocery store. His mother, Florence Mary (née Llewellyn), who was from a well-to-do farming family, ran the store with her husband after he died in 1936.[59] Jenkins sold the store in 1943 to work for the Ministry of Supply.[60] Betty was the couple's only child but had three older brothers by her mother: David, Ieuan, and Myrddin.[61]

Burton was a student at St Peter's Boys School in his hometown, before moving on to two Catholic schools, Cardinal Newman School in Neath and Llandovery College in South Wales. He spent six months at University College School in London during a school exchange program; in addition to attending classes, he worked at a war plant to earn extra money.[62] While there, he saw Laurence Olivier in a"
Tell me a bio of Guillermo Rigondeaux,Guillermo Rigondeaux,"#####
- nickname(s): The Axe Man, The Cuban Rambo
- age: 37 (22/02/83)
- country: Cuba
- height: 5 feet 5 inches
- weight: 140 pounds
- professional debut: February 15, 2002
- number of wins by knockout: 19
- number of fights: 40
- number of KOs: 12.8%
- current ranking: #10 by the WBC, #12 by the WBA, #13 by the IBF, and #14 by the WBO in the super featherweight division
- last fight: February 26, 2022 against Hiroki Okada
- Guillermo Rigondeux is a Cuban amateur boxer. He is nicknamed ""El Avispón"" (""The Spyders"") in his native Cuba, and ""The Axe Man"" in the United States.
- Currently ranked No. 10 by the WBC, No. 12 by the WBA (world), No. 13 by the IBF, and No. 14 by the WBO in the super featherweight division.
- Rigondeaux was a member of the Cuban national team at the 2000 Summer Olympics, where he won a gold medal"
Tell me a bio of Shaolin (humorist),Shaolin (humorist),"====
"
Tell me a bio of Jessie Mae Brown Beavers,Jessie Mae Brown Beavers,"##### Jessie Mae Brown Beavers ##### Biography Jessie Mae Brown Beavers was born on October 1, 1929 in Ravia, Oklahoma to George and Flora Brown. She was one of twelve children. In 1950, Jessie graduated from Booker T. Washington High School in Tulsa, Oklahoma. After graduation she went to work for the Santa Fe Railroad as a clerk. In 1953, she moved to Los Angeles, California to further her education. There she attended West Los Angeles Community College and California State University, Los Angeles where she studied sociology and criminology. While attending CSULA, she met and married Glyn Lloyd. They had two children, Devin and Shane. In 1978, Jessie graduated from CSULA with a Master of Arts degree in Psychology. Career Jessie began her career working for the County of Los Angeles Probation Department as a probation officer in 1958. While working for the county, she worked at various juvenile halls, the women's jail, and the men's central lockup. From 1974 to 1994, she served as the Chief Probation Officer for the City of Maywood. As the city's first female chief probation officer, she oversaw the probation department during a time of significant growth in the city. In"
Tell me a bio of Lennie Hayton,Lennie Hayton,"#####
Lennie Hayton (born Leon Hirsch; January 26, 1900 – February 6, 1954) was an American conductor and musical director. He began his career in New York City as an arranger for Toscanini's NBC Symphony Orchestra. After serving in various capacities as an accompanist and conductor for popular singers during the 1930s, he became the music director of the Hollywood Bowl. During World War II, Hayton supervised the musical activities of the Screen Directors Playhouse radio program in which many MGM film stars appeared. He was briefly the musical director of MGM from 1945 to 1946.

Hayton is best known for his work on Broadway, where he was the musical director of such hit shows as Louisiana (1944), Meet Me in St. Louis (1944), The King and I (1951), and Annie Get Your Gun (1950). He received two Tony Awards for best Musical Direction — for Louisiana in 1944 and Call Me Madam in 1950.
"
Tell me a bio of Ahmed Mumin Warfa,Ahmed Mumin Warfa,"#####BIO:Ahmed Mumin Warfa is an Australian rules footballer who played for the Fremantle Football Club in the Australian Football League (AFL). He was recruited by Freo with pick #62 in the 2011 national draft.

Warfa made his AFL debut in Round 20, 2012 against Geelong at Kardinia Park and kicked two goals. In 2013, he managed just seven games as injury kept him out of commission. In 2015, Warfa played every game for the first time, taking his career tally to 22. In 2016, his form throughout the year earned him a spot in the club's leadership group.
"
Tell me a bio of Rachel Bilson,Rachel Bilson,"#####RACHEL BILSON
#####
> _Actress, Model_
>
> Rachel Sarah Bilson was born on August 1981, in Los Angeles, California. She is the daughter of mother Diane Pershing, a fashion designer, and father Mitchell Alan Bilson, an advertising executive. She also has a younger brother, Duff. Rachel graduated from Crossroads School in Santa Monica, California, in 1999, and she moved to New York City after graduating to pursue her acting career.
>
> Bilson made her television debut in an episode of _The Others_ in 2001. The following year, she appeared in the television series, _Felicity_. She gained worldwide recognition for her role as Summer Roberts in the soap opera, _The O.C._ , which aired from 2003 to 2007. Bilson's other notable television roles include her starring role in the series, _The Fix_ , from 2020 to 2021, and her guest appearance in the popular sitcom, _New Girl_, in 2012.
>
> Rachel made her film debut in the 2004 drama, _The Last Shot_. Some of her notable film credits include the comedy-drama, _The Butterfly Effect_ , the romantic films, _Jumper_"
Tell me a bio of Xi Jinping,Xi Jinping,"	Xi Jinping is the current General Secretary of the Chinese Communist Party (CCP) and President of China, in office since November 2012. He was also appointed as the Chairman of the Central Military Commission in March 2018.

Xi has been described as the core leader of the CCP and the country, with sole authority over major decisions. He established the New Power Party, which is neither socialist nor capitalist but rather new. His ideology has been compared to Marxism–Leninism, Mao Zedong Thought, and Deng Xiaoping Theory because he has made references to these ideologies in his writings and speeches.
"
