prompt,response,atoms,hallucinated atoms
Tell me a bio of Phillip Gillespie," Philip Gillespie is an American mathematician and statistician, born on October 25, 1945. He received his Ph.D. in Mathematics from the University of California, Berkeley in 1973. Gillespie is best known for his work on stochastic processes and their applications to biology, particularly in the field of chemical kinetics and gene regulation. His most famous contribution is the Gillespie algorithm, which simulates stochastic chemical reactions using a next reaction method. This algorithm has been widely used in various areas of systems biology, including gene","| Philip Gillespie is an American.	False |
| Philip Gillespie is a mathematician.	False |
| Philip Gillespie is a statistician.	False |
| Philip Gillespie was born on October 25, 1945.	False |
| He received his Ph.D.	False |
| He received his Ph.D. in Mathematics.	False |
| He received his Ph.D. from the University of California, Berkeley.	False |
| He received his Ph.D. from the University of California, Berkeley in 1973.	False |
| Gillespie is known for his work on stochastic processes.	False |
| Stochastic processes are a mathematical concept.	False |
| Gillespie is known for his work on stochastic processes in biology.	False |
| Biology is a scientific field.	False |
| Gillespie's work is applied to biology.	False |
| Gillespie is known for his work on stochastic processes in the field of chemical kinetics.	False |
| Chemical kinetics is a branch of chemistry.	False |
| Gillespie is known for his work on stochastic processes in the field of gene regulation.	False |
| Gene regulation is a biological process.	False |
| His most famous contribution is the Gillespie algorithm.	False |
| The Gillespie algorithm simulates stochastic chemical reactions.	False |
| The Gillespie algorithm uses a next reaction method.	False |
| The algorithm has been widely used.	False |
| The algorithm has been widely used in systems biology.	False |
| The algorithm has been widely used in various areas of systems biology.	False |
| Systems biology includes gene study.	False |
","| Philip Gillespie is an American. |
| Philip Gillespie is a mathematician. |
| Philip Gillespie is a statistician. |
| Philip Gillespie was born on October 25, 1945. |
| He received his Ph.D. |
| He received his Ph.D. in Mathematics. |
| He received his Ph.D. from the University of California, Berkeley. |
| He received his Ph.D. from the University of California, Berkeley in 1973. |
| Gillespie is known for his work on stochastic processes. |
| Stochastic processes are a mathematical concept. |
| Gillespie is known for his work on stochastic processes in biology. |
| Biology is a scientific field. |
| Gillespie's work is applied to biology. |
| Gillespie is known for his work on stochastic processes in the field of chemical kinetics. |
| Chemical kinetics is a branch of chemistry. |
| Gillespie is known for his work on stochastic processes in the field of gene regulation. |
| Gene regulation is a biological process. |
| His most famous contribution is the Gillespie algorithm. |
| The Gillespie algorithm simulates stochastic chemical reactions. |
| The Gillespie algorithm uses a next reaction method. |
| The algorithm has been widely used. |
| The algorithm has been widely used in systems biology. |
| The algorithm has been widely used in various areas of systems biology. |
| Systems biology includes gene study. |
"
Tell me a bio of Edgar Bennett," Edgar Bennett is an American football coach and former player. He was born on October 12, 1967, in Fort Lauderdale, Florida. Bennett played college football at the University of Miami and was drafted by the Green Bay Packers in the second round of the 1990 NFL Draft.

He spent his entire playing career with the Packers from 1990 to 2001. As a player, he was primarily used as a kick returner and punt returner, setting franchise records for both categories. After retiring from playing, Bennett went","| Edgar Bennett is an American.	True |
| Edgar Bennett is a football coach.	True |
| Edgar Bennett is a former player.	True |
| He was born on October 12, 1967.	False |
| He was born in Fort Lauderdale, Florida.	False |
| Bennett played college football.	True |
| Bennett played college football at the University of Miami.	False |
| Bennett was drafted by the Green Bay Packers.	True |
| Bennett was drafted in the second round of the 1990 NFL Draft.	False |
| He spent his entire playing career with the Packers.	False |
| He spent his entire playing career from 1990 to 2001.	False |
| He spent his playing career with the Packers from 1990 to 2001.	False |
| He was a player.	True |
| He was primarily used as a kick returner.	False |
| He was primarily used as a punt returner.	False |
| He set franchise records for kick returner.	False |
| He set franchise records for punt returner.	False |
","| He was born on October 12, 1967. |
| He was born in Fort Lauderdale, Florida. |
| Bennett played college football at the University of Miami. |
| Bennett was drafted in the second round of the 1990 NFL Draft. |
| He spent his entire playing career with the Packers. |
| He spent his entire playing career from 1990 to 2001. |
| He spent his playing career with the Packers from 1990 to 2001. |
| He was primarily used as a kick returner. |
| He was primarily used as a punt returner. |
| He set franchise records for kick returner. |
| He set franchise records for punt returner. |
"
Tell me a bio of Mike Melvill," Mike Melvill is an American engineer and entrepreneur, best known for co-founding SpaceX, where he served as the Chief Technology Officer from 2001 to 2008. Prior to SpaceX, Melvill worked at NASA's Jet Propulsion Laboratory and was a key figure in the development of the Mars Climate Orbiter and Mars Pathfinder missions. He is also an experienced pilot and has flown numerous research flights for NASA. In recent years, Melvill has been involved with various space tourism ventures, including Virgin Galactic, where he served as Vice President of","| Mike Melvill is an American.	False |
| Mike Melvill is an engineer.	False |
| Mike Melvill is an entrepreneur.	False |
| Mike Melvill co-founded SpaceX.	False |
| Mike Melvill served as the Chief Technology Officer of SpaceX.	False |
| Mike Melvill served as the Chief Technology Officer of SpaceX from 2001 to 2008.	False |
| Melvill worked at NASA's Jet Propulsion Laboratory.	False |
| Melvill worked at NASA's Jet Propulsion Laboratory prior to SpaceX.	False |
| Melvill was a key figure in the development of the Mars Climate Orbiter mission.	False |
| Melvill was a key figure in the development of the Mars Pathfinder mission.	False |
| He is an experienced pilot.	True |
| He has flown numerous research flights.	True |
| He has flown numerous research flights for NASA.	False |
| Melvill has been involved in space tourism ventures.	True |
| Melvill has been involved in various space tourism ventures.	True |
| Melvill has been involved in space tourism ventures in recent years.	True |
| Melvill has been involved in space tourism ventures, including Virgin Galactic.	True |
| Melvill served as Vice President of Virgin Galactic.	False |
","| Mike Melvill is an American. |
| Mike Melvill is an engineer. |
| Mike Melvill is an entrepreneur. |
| Mike Melvill co-founded SpaceX. |
| Mike Melvill served as the Chief Technology Officer of SpaceX. |
| Mike Melvill served as the Chief Technology Officer of SpaceX from 2001 to 2008. |
| Melvill worked at NASA's Jet Propulsion Laboratory. |
| Melvill worked at NASA's Jet Propulsion Laboratory prior to SpaceX. |
| Melvill was a key figure in the development of the Mars Climate Orbiter mission. |
| Melvill was a key figure in the development of the Mars Pathfinder mission. |
| He has flown numerous research flights for NASA. |
| Melvill served as Vice President of Virgin Galactic. |
"
Tell me a bio of Balázs Bekő," Balázs Bekő is a Hungarian footballer who currently plays as a forward for Hungarian club Debreceni VSC. He was born on March 14, 1996, in Szombathely, Hungary. Bekő started his professional career at Haladás VSE and made his debut for the first team in 2014. In January 2017, he joined Debreceni VSC. Bekő has represented Hungary at various youth levels and made his senior international debut in March 2018.","| Balázs Bekő is a Hungarian footballer.	False |
| Balázs Bekő currently plays as a forward.	False |
| Balázs Bekő plays for Hungarian club Debreceni VSC.	False |
| He was born on March 14, 1996.	False |
| He was born in Szombathely.	False |
| He was born in Hungary.	True |
| Bekő started his professional career.	False |
| Bekő started his professional career at Haladás VSE.	False |
| Bekő made his debut for the first team.	False |
| Bekő made his debut for the first team in 2014.	False |
| It was January 2017.	False |
| He joined Debreceni VSC.	False |
| Bekő has represented Hungary at various youth levels.	True |
| Bekő made his senior international debut.	False |
| Bekő made his senior international debut in March 2018.	False |
","| Balázs Bekő is a Hungarian footballer. |
| Balázs Bekő currently plays as a forward. |
| Balázs Bekő plays for Hungarian club Debreceni VSC. |
| He was born on March 14, 1996. |
| He was born in Szombathely. |
| Bekő started his professional career. |
| Bekő started his professional career at Haladás VSE. |
| Bekő made his debut for the first team. |
| Bekő made his debut for the first team in 2014. |
| It was January 2017. |
| He joined Debreceni VSC. |
| Bekő made his senior international debut. |
| Bekő made his senior international debut in March 2018. |
"
Tell me a bio of Lucas Boyé," Lucas Boyé is an Argentine professional footballer who currently plays as a forward for Argentine Primera División club Racing Club. He was born on January 13, 1998, in Quilmes, Argentina. Boyé began his professional career with Argentinos Juniors in 2016 and has since played for the Argentine national team. He is known for his speed, agility, and goalscoring ability.","| Lucas Boyé is Argentine.	True |
| Lucas Boyé is a professional footballer.	True |
| Lucas Boyé currently plays as a forward.	True |
| Lucas Boyé plays for Racing Club.	False |
| Racing Club is a club in the Argentine Primera División.	True |
| He was born on January 13, 1998.	False |
| He was born in Quilmes.	False |
| He was born in Argentina.	True |
| Boyé began his professional career.	True |
| Boyé began his professional career with Argentinos Juniors.	False |
| Boyé began his professional career with Argentinos Juniors in 2016.	False |
| Boyé has played for the Argentine national team.	True |
| Boyé has played for the Argentine national team since starting his professional career.	False |
| He is known for his speed.	False |
| He is known for his agility.	True |
| He is known for his goalscoring ability.	True |
","| Lucas Boyé plays for Racing Club. |
| He was born on January 13, 1998. |
| He was born in Quilmes. |
| Boyé began his professional career with Argentinos Juniors. |
| Boyé began his professional career with Argentinos Juniors in 2016. |
| Boyé has played for the Argentine national team since starting his professional career. |
| He is known for his speed. |
"
Tell me a bio of Rosaline Elbay," Rosaline Elbay is an accomplished actress, producer, and writer. She was born on March 18, 1986, in Sydney, Australia. Her acting career began with appearances in Australian television shows such as ""Home and Away"" and ""All Saints."" Elbay gained international recognition for her role as Niamah in the HBO series ""Game of Thrones."" She has also appeared in films like ""The Dry"" and ""The Secrets We Keep."" In addition to acting, Elbay is also a producer and co-writer for the upcoming film ""Sweetheart","| Rosaline Elbay is an actress.	True |
| Rosaline Elbay is a producer.	True |
| Rosaline Elbay is a writer.	True |
| Rosaline Elbay is accomplished.	True |
| She was born on March 18, 1986.	False |
| She was born in Sydney.	False |
| She was born in Australia.	False |
| Her acting career began.	True |
| Her acting career began with appearances.	False |
| Her acting career began with appearances in Australian television shows.	False |
| She appeared in ""Home and Away.""	False |
| ""Home and Away"" is an Australian television show.	False |
| She appeared in ""All Saints.""	False |
| ""All Saints"" is an Australian television show.	False |
| Elbay gained international recognition.	True |
| Niamah is a character in ""Game of Thrones.""	False |
| Elbay played the role of Niamah.	False |
| ""Game of Thrones"" is an HBO series.	False |
| She has appeared in films.	True |
| She has appeared in ""The Dry.""	False |
| She has appeared in ""The Secrets We Keep."".	False |
| Elbay is an actor.	True |
| Elbay is a producer.	True |
| Elbay is a co-writer.	False |
| ""Sweetheart"" is an upcoming film.	False |
| Elbay is a producer and co-writer for ""Sweetheart"".	True |
","| She was born on March 18, 1986. |
| She was born in Sydney. |
| She was born in Australia. |
| Her acting career began with appearances. |
| Her acting career began with appearances in Australian television shows. |
| She appeared in ""Home and Away."" |
| ""Home and Away"" is an Australian television show. |
| She appeared in ""All Saints."" |
| ""All Saints"" is an Australian television show. |
| Niamah is a character in ""Game of Thrones."" |
| Elbay played the role of Niamah. |
| ""Game of Thrones"" is an HBO series. |
| She has appeared in ""The Dry."" |
| She has appeared in ""The Secrets We Keep."". |
| Elbay is a co-writer. |
| ""Sweetheart"" is an upcoming film. |
"
Tell me a bio of Abraham Ancer," Abraham Ancer is a Mexican professional golfer. He was born on October 31, 1991, in Mexico City, Mexico. Ancer turned professional in 2013 and joined the Web.com Tour in 2015. In 2018, he earned his PGA Tour card by finishing 18th on the Web.com Tour's regular-season money list. Ancer's best finish on the PGA Tour before 2019 was a T3 at the Valero Texas Open in 2017. In 201","| Abraham Ancer is a person.	True |
| Abraham Ancer is Mexican.	True |
| Abraham Ancer is a professional golfer.	True |
| He was born on October 31, 1991.	False |
| He was born in Mexico City.	False |
| He was born in Mexico.	False |
| Ancer turned professional in 2013.	True |
| Ancer joined the Web.com Tour.	True |
| Ancer joined the Web.com Tour in 2015.	True |
| It was in 2018.	True |
| He earned his PGA Tour card.	True |
| He earned his PGA Tour card by finishing 18th.	False |
| He finished 18th on the Web.com Tour's regular-season money list.	False |
| Ancer is a golfer.	True |
| Ancer has competed on the PGA Tour.	True |
| Ancer's best finish on the PGA Tour was a T3 at the Valero Texas Open.	False |
| Ancer's T3 finish at the Valero Texas Open was in 2017.	False |
| Ancer's best finish on the PGA Tour before 2019 was a T3 at the Valero Texas Open.	False |
","| He was born on October 31, 1991. |
| He was born in Mexico City. |
| He was born in Mexico. |
| He earned his PGA Tour card by finishing 18th. |
| He finished 18th on the Web.com Tour's regular-season money list. |
| Ancer's best finish on the PGA Tour was a T3 at the Valero Texas Open. |
| Ancer's T3 finish at the Valero Texas Open was in 2017. |
| Ancer's best finish on the PGA Tour before 2019 was a T3 at the Valero Texas Open. |
"
Tell me a bio of Margaret Rose Vendryes," Margaret Rose Vendryes (1921-2017) was an American linguist and anthropologist, best known for her work on the languages of the Pacific Islands. She was born on February 15, 1921, in New York City. Vendryes earned her Bachelor's degree from Radcliffe College in 1943 and her Ph.D. in linguistics from the University of California, Berkeley, in 1953. Her research focused on the languages of Micronesia, particularly those of the Marshall Islands and Palau. She","| Margaret Rose Vendryes was born in 1921 and passed away in 2017.	False |
| Margaret Rose Vendryes was an American.	False |
| Margaret Rose Vendryes was a linguist.	False |
| Margaret Rose Vendryes was an anthropologist.	False |
| She was best known for her work on the languages of the Pacific Islands.	False |
| She was born on February 15, 1921.	False |
| She was born in New York City.	False |
| Vendryes earned her Bachelor's degree from Radcliffe College in 1943.	False |
| Vendryes earned her Ph.D. in linguistics from the University of California, Berkeley, in 1953.	False |
| Her research focused on the languages of Micronesia.	False |
| Her research focused on the languages of the Marshall Islands.	False |
| Her research focused on the languages of Palau.	False |
","| Margaret Rose Vendryes was born in 1921 and passed away in 2017. |
| Margaret Rose Vendryes was an American. |
| Margaret Rose Vendryes was a linguist. |
| Margaret Rose Vendryes was an anthropologist. |
| She was best known for her work on the languages of the Pacific Islands. |
| She was born on February 15, 1921. |
| She was born in New York City. |
| Vendryes earned her Bachelor's degree from Radcliffe College in 1943. |
| Vendryes earned her Ph.D. in linguistics from the University of California, Berkeley, in 1953. |
| Her research focused on the languages of Micronesia. |
| Her research focused on the languages of the Marshall Islands. |
| Her research focused on the languages of Palau. |
"
Tell me a bio of Jackson Martínez," Jackson Martínez is a Colombian professional footballer who currently plays as a striker for the Chinese Super League club, Guangzhou Evergrande. He was born on January 10, 1988, in Yopal, Colombia. Martínez began his professional career with Atletico Huila in the Colombian Categoría Primera A. He later played for clubs like Jorge Wilstermann, Independiente Medellín, and Porto in Portugal before moving to China. Martínez is known for his excellent finishing ability and has represented Colombia at various international levels, including the","| Jackson Martínez is a Colombian.	True |
| Jackson Martínez is a professional footballer.	True |
| Jackson Martínez plays as a striker.	True |
| Jackson Martínez currently plays for Guangzhou Evergrande.	False |
| Guangzhou Evergrande is a Chinese Super League club.	True |
| He was born on January 10, 1988.	False |
| He was born in Yopal.	False |
| He was born in Colombia.	True |
| Martínez began his professional career.	True |
| Martínez began his professional career with Atletico Huila.	False |
| Atletico Huila is a Colombian team.	False |
| Atletico Huila competes in the Categoría Primera A in Colombia.	False |
| He later played for Jorge Wilstermann.	False |
| He later played for Independiente Medellín.	True |
| He later played for Porto in Portugal.	True |
| He later moved to China.	True |
| Martínez is known for his excellent finishing ability.	True |
| Martínez has represented Colombia at various international levels.	True |
","| Jackson Martínez currently plays for Guangzhou Evergrande. |
| He was born on January 10, 1988. |
| He was born in Yopal. |
| Martínez began his professional career with Atletico Huila. |
| Atletico Huila is a Colombian team. |
| Atletico Huila competes in the Categoría Primera A in Colombia. |
| He later played for Jorge Wilstermann. |
"
Tell me a bio of Pablo Zabaleta," Pablo Zabaleta is an Argentine professional footballer who plays as a right back. He was born on February 26, 1985, in San Lorenzo, Santa Fe, Argentina. Zabaleta started his professional career with San Lorenzo in Argentina before moving to Cagliari in Italy and then to Manchester City in England. He spent ten seasons at Manchester City, winning two Premier League titles and two FA Cups among other honors. In 2016, he joined West Ham United. Zabaleta made his international debut for Argentina in 2005","| Pablo Zabaleta is Argentine.	True |
| Pablo Zabaleta is a professional footballer.	True |
| Pablo Zabaleta plays as a right back.	True |
| He was born on February 26, 1985.	False |
| He was born in San Lorenzo.	False |
| He was born in Santa Fe.	False |
| He was born in Argentina.	True |
| Zabaleta started his professional career.	True |
| Zabaleta started his professional career with San Lorenzo.	True |
| San Lorenzo is in Argentina.	True |
| Zabaleta moved to Cagliari.	False |
| Cagliari is in Italy.	True |
| Zabaleta moved to Manchester City.	True |
| Manchester City is in England.	True |
| He spent ten seasons at Manchester City.	True |
| He won two Premier League titles at Manchester City.	True |
| He won two FA Cups at Manchester City.	True |
| He won other honors at Manchester City.	True |
| He joined West Ham United.	True |
| He joined West Ham United in 2016.	False |
| Zabaleta is a person.	True |
| Zabaleta made his international debut.	True |
| Zabaleta made his international debut for Argentina.	True |
| Zabaleta made his international debut for Argentina in 2005.	True |
","| He was born on February 26, 1985. |
| He was born in San Lorenzo. |
| He was born in Santa Fe. |
| Zabaleta moved to Cagliari. |
| He joined West Ham United in 2016. |
"
Tell me a bio of Kaoru Kuroki," Kaoru Kuroki is a fictional character from the manga and anime series ""Death Note."" He is a brilliant detective in the Japanese police force who becomes obsessed with capturing Light Yagami, the main antagonist of the story. Kuroki's real name is Soichiro Yagami and he uses the alias ""L"" to hide his identity while working on the case. His nickname ""L"" comes from the fact that he is the second coming of the legendary detective ""L"" from the Conan Edogawa series. Kurou is known for his eccentric behavior","| Kaoru Kuroki is a character.	False |
| Kaoru Kuroki is a fictional character.	False |
| Kaoru Kuroki is from the manga series ""Death Note.""	False |
| Kaoru Kuroki is from the anime series ""Death Note."".	False |
| He is a detective.	False |
| He is brilliant.	False |
| He is in the Japanese police force.	False |
| He becomes obsessed.	False |
| He becomes obsessed with capturing Light Yagami.	False |
| Light Yagami is the main antagonist of the story.	False |
| Kuroki's real name is Soichiro Yagami.	False |
| He uses the alias ""L.""	False |
| He uses the alias ""L"" to hide his identity.	False |
| He uses the alias ""L"" while working on the case.	False |
| His nickname is ""L"".	False |
| His nickname ""L"" comes from the fact that he is the second coming of the legendary detective ""L"".	False |
| The legendary detective is ""L"".	False |
| The legendary detective is from the Conan Edogawa series.	False |
| He is the second coming of the legendary detective ""L"" from the Conan Edogawa series.	False |
| Kurou is known for his behavior.	False |
| Kurou's behavior is eccentric.	True |
","| Kaoru Kuroki is a character. |
| Kaoru Kuroki is a fictional character. |
| Kaoru Kuroki is from the manga series ""Death Note."" |
| Kaoru Kuroki is from the anime series ""Death Note."". |
| He is a detective. |
| He is brilliant. |
| He is in the Japanese police force. |
| He becomes obsessed. |
| He becomes obsessed with capturing Light Yagami. |
| Light Yagami is the main antagonist of the story. |
| Kuroki's real name is Soichiro Yagami. |
| He uses the alias ""L."" |
| He uses the alias ""L"" to hide his identity. |
| He uses the alias ""L"" while working on the case. |
| His nickname is ""L"". |
| His nickname ""L"" comes from the fact that he is the second coming of the legendary detective ""L"". |
| The legendary detective is ""L"". |
| The legendary detective is from the Conan Edogawa series. |
| He is the second coming of the legendary detective ""L"" from the Conan Edogawa series. |
| Kurou is known for his behavior. |
"
Tell me a bio of G. Venugopal," G. Venugopal is an Indian Carnatic music vocalist and composer. Born on August 28, 1950, in Chennai, Tamil Nadu, India, he began his musical training under the tutelage of his father, late Sangeetha Kalanidhi Govinda Iyer. He later studied under Semmangudi Srinivasa Iyer and M. L. Vasanthakumari.

Venugopal's career began in 1965 when he made his debut at the Madras Music Academy at the age of","| G. Venugopal is a person.	True |
| G. Venugopal is Indian.	True |
| G. Venugopal is a Carnatic music vocalist.	False |
| G. Venugopal is a composer.	False |
| He was born on August 28, 1950.	False |
| He was born in Chennai, Tamil Nadu, India.	False |
| He began his musical training.	True |
| He began his musical training under the tutelage of his father.	True |
| His father's name was Sangeetha Kalanidhi Govinda Iyer.	False |
| His father was late.	True |
| He studied under Semmangudi Srinivasa Iyer.	False |
| He studied under M. L. Vasanthakumari.	False |
| He later studied under Semmangudi Srinivasa Iyer and M. L. Vasanthakumari.	False |
| Venugopal's career began in 1965.	False |
| Venugopal made his debut at the Madras Music Academy.	False |
| Venugopal made his debut at the Madras Music Academy in 1965.	False |
| Venugopal made his debut at the Madras Music Academy at a certain age.	False |
","| G. Venugopal is a Carnatic music vocalist. |
| G. Venugopal is a composer. |
| He was born on August 28, 1950. |
| He was born in Chennai, Tamil Nadu, India. |
| His father's name was Sangeetha Kalanidhi Govinda Iyer. |
| He studied under Semmangudi Srinivasa Iyer. |
| He studied under M. L. Vasanthakumari. |
| He later studied under Semmangudi Srinivasa Iyer and M. L. Vasanthakumari. |
| Venugopal's career began in 1965. |
| Venugopal made his debut at the Madras Music Academy. |
| Venugopal made his debut at the Madras Music Academy in 1965. |
| Venugopal made his debut at the Madras Music Academy at a certain age. |
"
Tell me a bio of Lionel Messi," Lionel Andrés Messi Cuccittini, born on June 24, 1987, is an Argentine professional footballer who plays as a forward and captains both Barcelona in La Liga and the Argentina national team. Often considered the greatest soccer player of all time, Messi has won numerous awards throughout his career, including seven Ballon d'Or titles, a record for a single player. He has also won numerous domestic titles with Barcelona, including ten La Liga titles and seven Copa del Rey titles. Messi holds the records for most goals in a single season (73) in La Liga","| Lionel Andrés Messi Cuccittini was born on June 24, 1987.	True |
| Lionel Andrés Messi Cuccittini is Argentine.	True |
| Lionel Andrés Messi Cuccittini is a professional footballer.	True |
| Lionel Andrés Messi Cuccittini plays as a forward.	True |
| Lionel Andrés Messi Cuccittini captains Barcelona in La Liga.	False |
| Lionel Andrés Messi Cuccittini captains the Argentina national team.	True |
| Messi is often considered the greatest soccer player of all time.	True |
| Messi has won numerous awards throughout his career.	True |
| Messi has won seven Ballon d'Or titles.	True |
| Messi's seven Ballon d'Or titles is a record for a single player.	True |
| He has won numerous domestic titles.	True |
| The domestic titles were won with Barcelona.	True |
| The titles include ten La Liga titles.	True |
| The titles include seven Copa del Rey titles.	False |
| Messi holds records.	True |
| Messi holds the record for most goals in a single season.	True |
| The record for most goals in a single season is 73.	True |
| The record was set in La Liga.	True |
","| Lionel Andrés Messi Cuccittini captains Barcelona in La Liga. |
| The titles include seven Copa del Rey titles. |
"
Tell me a bio of Terrence Romeo," Terrence Romero, born on October 12, 1990, is a Filipino professional basketball player currently playing for the GlobalPort Batang Pier in the Philippine Basketball Association (PBA). He was born in Quezon City, Philippines. Romero attended the University of Perpetual Help System Dalta where he played for their basketball team. In 2013, he was drafted first overall by GlobalPort in the PBA Rookie Draft. Romero has represented the Philippine national basketball team in international competitions, including the FIBA Asia Championship and the Southeast Asian Games","| Terrence Romero was born on October 12, 1990.	False |
| Terrence Romero is a Filipino.	False |
| Terrence Romero is a professional basketball player.	True |
| Terrence Romero currently plays for the GlobalPort Batang Pier.	False |
| GlobalPort Batang Pier is a team in the Philippine Basketball Association (PBA).	True |
| Terrence Romero plays in the Philippine Basketball Association (PBA).	True |
| He was born in Quezon City.	True |
| He was born in the Philippines.	True |
| Romero attended the University of Perpetual Help System Dalta.	False |
| Romero played for the basketball team.	True |
| Romero played for the basketball team of the University of Perpetual Help System Dalta.	False |
| The event occurred in 2013.	False |
| He was drafted.	True |
| He was drafted first overall.	False |
| The team that drafted him was GlobalPort.	True |
| The draft was part of the PBA Rookie Draft.	True |
| Romero has represented the Philippine national basketball team.	True |
| Romero has represented the Philippine national basketball team in international competitions.	True |
| The international competitions include the FIBA Asia Championship.	True |
| The international competitions include the Southeast Asian Games.	True |
","| Terrence Romero was born on October 12, 1990. |
| Terrence Romero is a Filipino. |
| Terrence Romero currently plays for the GlobalPort Batang Pier. |
| Romero attended the University of Perpetual Help System Dalta. |
| Romero played for the basketball team of the University of Perpetual Help System Dalta. |
| The event occurred in 2013. |
| He was drafted first overall. |
"
Tell me a bio of Luiz Inácio Lula da Silva," Luiz Inácio Lula da Silva, commonly known as Lula, was born on October 27, 1945, in the northeastern Brazilian state of Pernambuco. He rose to prominence as a labor union leader and became the President of Brazil from 2003 to 2010. His presidency was marked by significant economic growth and poverty reduction initiatives. Prior to his presidency, he served as the Governor of São Paulo from 1995 to 2002. Lula is a member of the Workers' Party and","| Luiz Inácio Lula da Silva was born on October 27, 1945.	True |
| Luiz Inácio Lula da Silva is commonly known as Lula.	True |
| Luiz Inácio Lula da Silva was born in the northeastern Brazilian state of Pernambuco.	True |
| He rose to prominence as a labor union leader.	True |
| He became the President of Brazil.	True |
| He became the President of Brazil from 2003 to 2010.	True |
| He was a president.	True |
| His presidency was marked by significant economic growth.	True |
| His presidency was marked by poverty reduction initiatives.	True |
| He served as the Governor of São Paulo.	False |
| He served as the Governor of São Paulo from 1995 to 2002.	False |
| He served as the Governor of São Paulo prior to his presidency.	False |
| Lula is a person.	True |
| Lula is a member of the Workers' Party.	True |
","| He served as the Governor of São Paulo. |
| He served as the Governor of São Paulo from 1995 to 2002. |
| He served as the Governor of São Paulo prior to his presidency. |
"
Tell me a bio of Henry VII of England," Henry VII, born on February 28, 1457, was the first Tudor monarch of England. He reigned from his election on October 21, 1485, until his death on April 21, 1509. Henry is best known for his victory at the Battle of Bosworth Field, in which he defeated Richard III and ended the Wars of the Roses. His reign marked the beginning of the Tudor dynasty and brought relative peace and stability to England. Henry was also a keen patron of learning and the arts. He married Elizabeth of York","| Henry VII was born on February 28, 1457.	False |
| Henry VII was the first Tudor monarch.	True |
| Henry VII was the monarch of England.	True |
| He reigned.	True |
| He was elected on October 21, 1485.	False |
| He died on April 21, 1509.	True |
| Henry is best known for his victory at the Battle of Bosworth Field.	True |
| The Battle of Bosworth Field was a significant event.	True |
| Henry defeated Richard III at the Battle of Bosworth Field.	True |
| The Wars of the Roses ended as a result of Henry's victory at the Battle of Bosworth Field.	True |
| His reign marked the beginning of the Tudor dynasty.	True |
| His reign brought relative peace to England.	True |
| His reign brought stability to England.	True |
| Henry was a keen patron of learning.	True |
| Henry was a keen patron of the arts.	True |
| He married Elizabeth.	True |
| Elizabeth of York is the person he married.	True |
","| Henry VII was born on February 28, 1457. |
| He was elected on October 21, 1485. |
"
Tell me a bio of Ian Khama," Ian Khama is the former President of Botswana, serving from April 2008 to April 2018. He was born on February 25, 1953, in Serowe, Botswana. Khama is a member of the Bamangwato royal family and was educated at the University of London and the University of Cambridge. Before becoming president, he served as Vice President from 1998 to 2008 under President Festus Mogae. Khama is known for his efforts to modernize Botswana and improve its economy, as well","| Ian Khama is a person	True |
| Ian Khama is the former President of Botswana	True |
| Ian Khama served as President from April 2008 to April 2018.	True |
| He was born on February 25, 1953.	False |
| He was born in Serowe.	False |
| He was born in Botswana.	False |
| Khama is a member of the Bamangwato royal family.	True |
| Khama was educated at the University of London.	False |
| Khama was educated at the University of Cambridge.	False |
| He served as Vice President.	True |
| He served as Vice President from 1998 to 2008.	True |
| He served as Vice President under President Festus Mogae.	True |
| He served as Vice President under President Festus Mogae before becoming president.	True |
| Khama is known for his efforts.	True |
| Khama is known for efforts to modernize Botswana.	True |
| Khama is known for efforts to improve Botswana's economy.	True |
","| He was born on February 25, 1953. |
| He was born in Serowe. |
| He was born in Botswana. |
| Khama was educated at the University of London. |
| Khama was educated at the University of Cambridge. |
"
