prompt,response,atoms,hallucinated atoms
Tell me a bio of Dana Ashbrook," 

Dana Ashbrook is an American actor, born on May 24, 1967, in San Diego, California. He is best known for his role as Bobby Briggs in the cult classic TV series ""Twin Peaks"" (1990-1991, 2017) and its film prequel ""Twin Peaks: Fire Walk with Me"" (1992).

Ashbrook's early career began with small roles in films such as ""Return to Horror High"" (1987) and ""Ghosts of Mississippi"" (1996). However, it was his portrayal of Bobby Briggs, the troubled high school student and friend","| Dana Ashbrook is an American actor.	True |
| Dana Ashbrook was born on May 24, 1967.	True |
| Dana Ashbrook was born in San Diego, California.	True |
| He is best known for his role as Bobby Briggs.	True |
| Bobby Briggs is a character in the TV series ""Twin Peaks"".	True |
| ""Twin Peaks"" is a cult classic TV series.	True |
| ""Twin Peaks"" aired from 1990-1991.	True |
| ""Twin Peaks"" aired again in 2017.	True |
| He is best known for his role in ""Twin Peaks: Fire Walk with Me"".	True |
| ""Twin Peaks: Fire Walk with Me"" is a film prequel.	True |
| ""Twin Peaks: Fire Walk with Me"" was released in 1992.	True |
| Ashbrook's early career began with small roles.	True |
| Ashbrook's early career began with small roles in films.	True |
| ""Return to Horror High"" is a film.	False |
| ""Return to Horror High"" was released in 1987.	False |
| ""Ghosts of Mississippi"" is a film.	False |
| ""Ghosts of Mississippi"" was released in 1996.	False |
| Ashbrook had a role in ""Return to Horror High.""	False |
| Ashbrook had a role in ""Ghosts of Mississippi."".	False |
| He portrayed Bobby Briggs.	True |
| Bobby Briggs is a troubled high school student.	True |
| Bobby Briggs is a friend.	True |
","| ""Return to Horror High"" is a film. |
| ""Return to Horror High"" was released in 1987. |
| ""Ghosts of Mississippi"" is a film. |
| ""Ghosts of Mississippi"" was released in 1996. |
| Ashbrook had a role in ""Return to Horror High."" |
| Ashbrook had a role in ""Ghosts of Mississippi."". |
"
Tell me a bio of Ricky Martin," 

Ricky Martin is a Puerto Rican singer, actor, and humanitarian born on December 24, 1971, in San Juan, Puerto Rico. His full name is Enrique Martín Morales.

Martin rose to fame in the late 1980s as a member of the Latin boy band Menudo, one of the most popular and influential musical groups in Latin America at the time. He was just 12 years old when he joined the group and spent five years performing with them.

In 1991, Martin left Menudo and began his solo music career. His debut album, ""Ricky Martin,"" was released in 199","| Ricky Martin is a Puerto Rican.	True |
| Ricky Martin is a singer.	True |
| Ricky Martin is an actor.	True |
| Ricky Martin is a humanitarian.	True |
| Ricky Martin was born on December 24, 1971.	True |
| Ricky Martin was born in San Juan, Puerto Rico.	True |
| His full name is Enrique Martín Morales.	True |
| Enrique Martín Morales is a name.	True |
| Enrique Martín Morales is his full name.	True |
| Martin rose to fame in the late 1980s.	False |
| Martin was a member of the Latin boy band Menudo.	True |
| Menudo was a popular and influential musical group.	True |
| Menudo was one of the most popular musical groups in Latin America at the time.	True |
| He was 12 years old.	True |
| He joined the group.	True |
| He spent five years performing with the group.	True |
| The year was 1991.	True |
| Martin left Menudo.	True |
| Martin began his solo music career.	True |
| His debut album is titled ""Ricky Martin.""	True |
| His debut album was released in 1991.	True |
","| Martin rose to fame in the late 1980s. |
"
Tell me a bio of Ryan Brasier," 

Ryan Brasier is an American professional baseball pitcher who currently plays for the Boston Red Sox of Major League Baseball (MLB). Here's his bio:

**Early Life and Amateur Career**

Brasier was born on August 26, 1987, in Wichita Falls, Texas. He attended Rider High School in Wichita Falls and later played college baseball at Weatherford College and TCU (Texas Christian University).

**Professional Career**

The Los Angeles Angels selected Brasier in the sixth round of the 2007 MLB draft. He made his professional debut that year with the Orem Owlz, the Angels' rookie-level affiliate.

In ","| Ryan Brasier is an American.	True |
| Ryan Brasier is a professional baseball pitcher.	True |
| Ryan Brasier plays for the Boston Red Sox.	True |
| Ryan Brasier plays in Major League Baseball (MLB).	True |
| Early life is a part of the person's life.	True |
| Amateur career is a part of the person's career.	True |
| Brasier was born on August 26, 1987.	True |
| Brasier was born in Wichita Falls.	True |
| Brasier was born in Texas.	True |
| He attended Rider High School in Wichita Falls.	True |
| He later played college baseball.	True |
| He played college baseball at Weatherford College.	True |
| He played college baseball at TCU (Texas Christian University).	False |
| The Los Angeles Angels selected Brasier.	True |
| The selection was in the sixth round.	True |
| The selection was in the 2007 MLB draft.	True |
| He made his professional debut.	True |
| He made his professional debut that year.	True |
| His professional debut was with the Orem Owlz.	True |
| The Orem Owlz is the Angels' rookie-level affiliate.	True |
","| He played college baseball at TCU (Texas Christian University). |
"
Tell me a bio of Kathinka Pasveer," 

Kathinka Pasveer is a Dutch former professional tennis player. Born on May 24, 1959, in Amsterdam, Netherlands, she had a successful career in the late 1970s and early 1980s.

Pasveer won two singles titles and four doubles titles during her time on the WTA Tour. Her highest singles ranking was No. 34 in the world, achieved in 1982. In doubles, she reached a peak ranking of No. 22 in 1983.

One of Pasveer's most notable achievements came at the 1982 French Open, where she reached the","| Kathinka Pasveer is Dutch.	True |
| Kathinka Pasveer is a former professional tennis player.	False |
| She was born on May 24, 1959.	False |
| She was born in Amsterdam, Netherlands.	False |
| She had a successful career.	True |
| Her successful career was in the late 1970s and early 1980s.	False |
| Pasveer won two singles titles on the WTA Tour.	False |
| Pasveer won four doubles titles on the WTA Tour.	False |
| Pasveer was successful in singles competitions.	False |
| Pasveer was successful in doubles competitions.	False |
| Her highest singles ranking was No.	False |
| The achievement was being ranked 34th in the world.	False |
| The achievement was made in 1982.	False |
| She is involved in doubles.	False |
| She reached a peak ranking.	False |
| The peak ranking is at No.	False |
| Pasveer is an individual.	True |
| Pasveer achieved something notable.	True |
| The notable achievement occurred at the 1982 French Open.	False |
| Pasveer reached a significant milestone at the 1982 French Open.	False |
","| Kathinka Pasveer is a former professional tennis player. |
| She was born on May 24, 1959. |
| She was born in Amsterdam, Netherlands. |
| Her successful career was in the late 1970s and early 1980s. |
| Pasveer won two singles titles on the WTA Tour. |
| Pasveer won four doubles titles on the WTA Tour. |
| Pasveer was successful in singles competitions. |
| Pasveer was successful in doubles competitions. |
| Her highest singles ranking was No. |
| The achievement was being ranked 34th in the world. |
| The achievement was made in 1982. |
| She is involved in doubles. |
| She reached a peak ranking. |
| The peak ranking is at No. |
| The notable achievement occurred at the 1982 French Open. |
| Pasveer reached a significant milestone at the 1982 French Open. |
"
Tell me a bio of Cha Eun-woo," 

Cha Eun-woo, also known as Eunwoo, is a South Korean singer, actor, and model. He was born on March 30, 1997, in Gunpo, Gyeonggi Province, South Korea.

Eunwoo debuted as a member of the K-pop boy group ASTRO in 2016 under Fantagio Entertainment. The group gained popularity with their bright and upbeat music style, and Eunwoo quickly became known for his striking visuals, charming stage presence, and impressive vocal skills.

In addition to his music career, Eunwoo has also ventured into acting. He made his acting","| Cha Eun-woo is a South Korean.	True |
| Cha Eun-woo is a singer.	False |
| Cha Eun-woo is an actor.	True |
| Cha Eun-woo is a model.	True |
| He was born on March 30, 1997.	True |
| He was born in Gunpo.	True |
| Gunpo is in Gyeonggi Province.	True |
| He was born in South Korea.	True |
| Eunwoo debuted in 2016.	True |
| Eunwoo debuted as a member of ASTRO.	True |
| ASTRO is a K-pop boy group.	True |
| Fantagio Entertainment is the agency under which Eunwoo debuted.	True |
| The group gained popularity.	True |
| The group gained popularity with their bright and upbeat music style.	True |
| Eunwoo quickly became known for his striking visuals.	True |
| Eunwoo quickly became known for his charming stage presence.	True |
| Eunwoo quickly became known for his impressive vocal skills.	False |
| Eunwoo has a music career.	False |
| Eunwoo has ventured into acting.	True |
","| Cha Eun-woo is a singer. |
| Eunwoo quickly became known for his impressive vocal skills. |
| Eunwoo has a music career. |
"
Tell me a bio of Abdul Halik Hudu," 

Abdul Halik Hudu is a Ghanaian professional footballer who plays as a midfielder for the Ghana national team and various clubs. Here's a brief bio:

**Early Life and Club Career:**
Born on April 28, 2000, in Accra, Ghana, Abdul Halik Hudu began his professional career at the age of 16 with Ghana Premier League side, Accra Hearts of Oak SC. He played for the club from 2016 to 2020, making over 50 appearances.

**International Career:**
Hudu made his debut for the Ghana national team in 2021, earning","| Abdul Halik Hudu is a Ghanaian.	True |
| Abdul Halik Hudu is a professional footballer.	True |
| Abdul Halik Hudu plays as a midfielder.	True |
| Abdul Halik Hudu plays for the Ghana national team.	False |
| Abdul Halik Hudu plays for various clubs.	True |
| The topic is ""Early Life.""	False |
| The topic is ""Club Career."".	True |
| Abdul Halik Hudu was born on April 28, 2000.	False |
| Abdul Halik Hudu was born in Accra, Ghana.	True |
| Abdul Halik Hudu began his professional career at the age of 16.	True |
| Abdul Halik Hudu began his professional career with Accra Hearts of Oak SC.	False |
| Accra Hearts of Oak SC is a Ghana Premier League side.	True |
| He played for the club.	True |
| He played for the club from 2016 to 2020.	True |
| He made over 50 appearances.	True |
| He made over 50 appearances for the club.	True |
| There is an international career.	True |
| The career is international.	False |
| Hudu made his debut.	True |
| Hudu made his debut for the Ghana national team.	False |
| Hudu made his debut for the Ghana national team in 2021.	False |
","| Abdul Halik Hudu plays for the Ghana national team. |
| The topic is ""Early Life."" |
| Abdul Halik Hudu was born on April 28, 2000. |
| Abdul Halik Hudu began his professional career with Accra Hearts of Oak SC. |
| The career is international. |
| Hudu made his debut for the Ghana national team. |
| Hudu made his debut for the Ghana national team in 2021. |
"
Tell me a bio of Worranit Thawornwong," 

Worranit Thawornwong, also known as Mook, is a Thai actress and model. She was born on December 28, 1996, in Bangkok, Thailand.

Mook gained popularity after participating in the reality TV show ""The Face Thailand"" season 3 in 2017. Although she didn't win the competition, her unique features and charming personality caught the attention of many fans.

After the show, Mook started receiving modeling offers and began working with several brands. She eventually transitioned to acting, making her debut in the 2018 Thai drama series ""Kiss Me Again"". Her","| The person's name is Worranit Thawornwong.	True |
| She is also known as Mook.	True |
| She is Thai.	True |
| She is an actress.	True |
| She is a model.	False |
| She was born on December 28, 1996.	False |
| She was born in Bangkok.	True |
| She was born in Thailand.	True |
| Mook participated in ""The Face Thailand"" season 3.	False |
| ""The Face Thailand"" is a reality TV show.	False |
| ""The Face Thailand"" season 3 aired in 2017.	False |
| Mook gained popularity after participating in ""The Face Thailand"" season 3.	False |
| She participated in a competition.	False |
| She did not win the competition.	True |
| She has unique features.	False |
| She has a charming personality.	True |
| Her unique features caught the attention of many fans.	True |
| Her charming personality caught the attention of many fans.	True |
| Mook received modeling offers.	True |
| Mook started receiving modeling offers after the show.	True |
| Mook began working with several brands.	True |
| She eventually transitioned to acting.	True |
| She made her debut in the 2018 Thai drama series ""Kiss Me Again"".	False |
","| She is a model. |
| She was born on December 28, 1996. |
| Mook participated in ""The Face Thailand"" season 3. |
| ""The Face Thailand"" is a reality TV show. |
| ""The Face Thailand"" season 3 aired in 2017. |
| Mook gained popularity after participating in ""The Face Thailand"" season 3. |
| She participated in a competition. |
| She has unique features. |
| She made her debut in the 2018 Thai drama series ""Kiss Me Again"". |
"
Tell me a bio of Carl Braun (obstetrician)," 

Carl Braun was an Austrian obstetrician and gynecologist who made significant contributions to the field of obstetrics, particularly in the area of operative obstetrics. He is best known for developing the ""Braun's incision,"" also known as the ""Pfannenstiel incision,"" which is still widely used today in cesarean sections and other abdominal surgeries.

Born on December 10, 1852, in Vienna, Austria, Braun studied medicine at the University of Vienna and earned his medical degree in 1877. After completing his studies, he worked under the guidance of renowned obstetricians and g","| Carl Braun was Austrian.	True |
| Carl Braun was an obstetrician.	True |
| Carl Braun was a gynecologist.	True |
| Carl Braun made significant contributions to the field of obstetrics.	True |
| Carl Braun made significant contributions in the area of operative obstetrics.	True |
| He developed the ""Braun's incision.""	True |
| The ""Braun's incision"" is also known as the ""Pfannenstiel incision.""	True |
| The ""Pfannenstiel incision"" is widely used today.	False |
| The ""Pfannenstiel incision"" is used in cesarean sections.	True |
| The ""Pfannenstiel incision"" is used in other abdominal surgeries.	True |
| He was born on December 10, 1852.	False |
| He was born in Vienna, Austria.	False |
| Braun studied medicine.	True |
| Braun studied medicine at the University of Vienna.	True |
| Braun earned his medical degree.	True |
| Braun earned his medical degree in 1877.	False |
| He completed his studies.	True |
| He worked under the guidance of renowned obstetricians.	True |
","| The ""Pfannenstiel incision"" is widely used today. |
| He was born on December 10, 1852. |
| He was born in Vienna, Austria. |
| Braun earned his medical degree in 1877. |
"
Tell me a bio of Shawn Ashmore," 

Shawn Robert Ashmore is a Canadian actor born on October 7, 1979, in Richmond, British Columbia. He's best known for his roles as Iceman/Bobby Drake in the X-Men film series and Mike Baxter in the ABC sitcom ""The Goldbergs"".

Ashmore began his acting career at a young age, making appearances in TV shows such as ""Mr. Dressup"" and ""Kung Fu: The Legend Continues"". His breakthrough role came when he played Iceman/Bobby Drake in the first X-Men film (2000), which led to him reprising the role in three more","| Shawn Robert Ashmore is a Canadian actor.	True |
| Shawn Robert Ashmore was born on October 7, 1979.	True |
| Shawn Robert Ashmore was born in Richmond, British Columbia.	True |
| He is best known for his role as Iceman/Bobby Drake.	True |
| Iceman/Bobby Drake is a character in the X-Men film series.	True |
| The X-Men film series is a series of films.	True |
| He is best known for his role as Mike Baxter.	False |
| Mike Baxter is a character in the ABC sitcom ""The Goldbergs"".	False |
| ""The Goldbergs"" is a sitcom on ABC.	False |
| Ashmore began his acting career at a young age.	True |
| Ashmore made appearances in TV shows.	True |
| Ashmore made appearances in ""Mr. Dressup"".	False |
| Ashmore made appearances in ""Kung Fu: The Legend Continues"".	False |
| His breakthrough role came when he played Iceman/Bobby Drake.	True |
| Iceman/Bobby Drake is a character.	True |
| The first X-Men film was released in 2000.	True |
| He played Iceman/Bobby Drake in the first X-Men film.	True |
| He reprised the role of Iceman/Bobby Drake three more times.	True |
","| He is best known for his role as Mike Baxter. |
| Mike Baxter is a character in the ABC sitcom ""The Goldbergs"". |
| ""The Goldbergs"" is a sitcom on ABC. |
| Ashmore made appearances in ""Mr. Dressup"". |
| Ashmore made appearances in ""Kung Fu: The Legend Continues"". |
"
Tell me a bio of Sila María Calderón," 

Sila María Calderón is a Puerto Rican politician and lawyer who served as the eighth Governor of Puerto Rico from 2001 to 2005. She was the first woman to hold the office.

Born on September 23, 1942, in San Juan, Puerto Rico, Calderón earned her Bachelor's degree from Manhattanville College and her Juris Doctor from the University of Puerto Rico School of Law.

Calderón began her political career in the 1970s, serving as a member of the Puerto Rico House of Representatives from 1973 to 1985. During this time, she focused on issues related to","| Sila María Calderón is a Puerto Rican.	True |
| Sila María Calderón is a politician.	True |
| Sila María Calderón is a lawyer.	True |
| Sila María Calderón served as the eighth Governor of Puerto Rico.	False |
| Sila María Calderón served as the Governor of Puerto Rico from 2001 to 2005.	True |
| She was the first woman.	True |
| She held the office.	True |
| She was born on September 23, 1942.	True |
| She was born in San Juan, Puerto Rico.	True |
| Calderón earned her Bachelor's degree from Manhattanville College.	True |
| Calderón earned her Juris Doctor from the University of Puerto Rico School of Law.	False |
| Calderón began her political career in the 1970s.	False |
| Calderón served as a member of the Puerto Rico House of Representatives.	False |
| Calderón served as a member of the Puerto Rico House of Representatives from 1973 to 1985.	False |
","| Sila María Calderón served as the eighth Governor of Puerto Rico. |
| Calderón earned her Juris Doctor from the University of Puerto Rico School of Law. |
| Calderón began her political career in the 1970s. |
| Calderón served as a member of the Puerto Rico House of Representatives. |
| Calderón served as a member of the Puerto Rico House of Representatives from 1973 to 1985. |
"
Tell me a bio of Pratibha Patil," 

Pratibha Devisingh Patil is an Indian politician who served as the 12th President of India from 2007 to 2012. She was the first woman to hold the office.

Early Life and Education:
Pratibha Patil was born on December 19, 1934, in Nadgaon, Bombay Presidency (now Maharashtra), British India. Her father, Narayan Rao Patil, was a farmer and a social worker. She completed her primary education at R.R. School in Jalgaon and later pursued her higher education at Mooljee Jetha College in Jalga","| Pratibha Devisingh Patil is an Indian politician.	True |
| Pratibha Devisingh Patil served as the 12th President of India.	True |
| Pratibha Devisingh Patil served as the 12th President of India from 2007 to 2012.	True |
| She was the first woman.	True |
| She held the office.	True |
| Early life.	True |
| Education.	True |
| Pratibha Patil was born on December 19, 1934.	True |
| Pratibha Patil was born in Nadgaon.	True |
| Nadgaon was part of the Bombay Presidency.	False |
| Bombay Presidency is now Maharashtra.	True |
| Pratibha Patil was born in British India.	False |
| Her father's name is Narayan Rao Patil.	True |
| Her father was a farmer.	True |
| Her father was a social worker.	True |
| She completed her primary education.	True |
| She completed her primary education at R.R.	True |
| She went to school in Jalgaon.	False |
| She pursued her higher education.	True |
| She pursued her higher education at Mooljee Jetha College.	True |
| Mooljee Jetha College is located in Jalga.	True |
","| Nadgaon was part of the Bombay Presidency. |
| Pratibha Patil was born in British India. |
| She went to school in Jalgaon. |
"
Tell me a bio of Lodewicus du Plessis," 

Lodewicus du Plessis (1667-1741) was a Dutch Reformed Church minister and theologian. He is best known for his role in the Nadere Reformatie, a 17th-century movement within the Dutch Reformed Church that emphasized personal piety, moral reform, and a deeper understanding of Christian doctrine.

Du Plessis was born in Utrecht, Netherlands, and studied theology at the University of Utrecht. After completing his studies, he served as a minister in several churches in the Netherlands before becoming a professor of theology at the University of Franeker.

As a leading figure in the","| Lodewicus du Plessis was born in 1667 and died in 1741.	False |
| Lodewicus du Plessis was a Dutch Reformed Church minister.	False |
| Lodewicus du Plessis was a theologian.	False |
| He is best known for his role in the Nadere Reformatie.	False |
| The Nadere Reformatie is a 17th-century movement.	False |
| The Nadere Reformatie occurred within the Dutch Reformed Church.	False |
| The Nadere Reformatie movement emphasized personal piety.	False |
| The Nadere Reformatie movement emphasized moral reform.	False |
| The Nadere Reformatie movement emphasized a deeper understanding of Christian doctrine.	False |
| Du Plessis was born in Utrecht, Netherlands.	False |
| Du Plessis studied theology.	False |
| Du Plessis studied theology at the University of Utrecht.	False |
| He completed his studies.	True |
| He served as a minister.	False |
| He served as a minister in several churches.	False |
| He served as a minister in several churches in the Netherlands.	False |
| He became a professor.	True |
| He became a professor of theology.	False |
| He became a professor of theology at the University of Franeker.	False |
","| Lodewicus du Plessis was born in 1667 and died in 1741. |
| Lodewicus du Plessis was a Dutch Reformed Church minister. |
| Lodewicus du Plessis was a theologian. |
| He is best known for his role in the Nadere Reformatie. |
| The Nadere Reformatie is a 17th-century movement. |
| The Nadere Reformatie occurred within the Dutch Reformed Church. |
| The Nadere Reformatie movement emphasized personal piety. |
| The Nadere Reformatie movement emphasized moral reform. |
| The Nadere Reformatie movement emphasized a deeper understanding of Christian doctrine. |
| Du Plessis was born in Utrecht, Netherlands. |
| Du Plessis studied theology. |
| Du Plessis studied theology at the University of Utrecht. |
| He served as a minister. |
| He served as a minister in several churches. |
| He served as a minister in several churches in the Netherlands. |
| He became a professor of theology. |
| He became a professor of theology at the University of Franeker. |
"
Tell me a bio of Shane Fontayne," 

Shane Fontayne is an American guitarist, singer, and songwriter. He was born on February 29, 1959, in London, England, to American parents. His family moved to the United States when he was a young child, settling in San Francisco, California.

Fontayne's music career began in the late 1970s, playing guitar with various San Francisco-based bands. In the early 1980s, he joined the rock band Bruce Hornsby and the Range, with whom he recorded two albums: ""The Way It Is"" (1986) and ""Scenes from the Southside"" (","| Shane Fontayne is American.	False |
| Shane Fontayne is a guitarist.	True |
| Shane Fontayne is a singer.	False |
| Shane Fontayne is a songwriter.	False |
| He was born on February 29, 1959.	False |
| He was born in London, England.	True |
| He was born to American parents.	False |
| His family moved to the United States.	False |
| His family moved to the United States when he was a young child.	True |
| His family settled in San Francisco, California.	False |
| Fontayne's music career began in the late 1970s.	True |
| Fontayne played guitar.	True |
| Fontayne played guitar with various San Francisco-based bands.	False |
| Fontayne's music career began in the late 1970s playing guitar with various San Francisco-based bands.	False |
| The time frame is the early 1980s.	False |
| He joined the rock band Bruce Hornsby and the Range.	False |
| The rock band is Bruce Hornsby and the Range.	False |
| The band recorded two albums.	False |
| The first album is ""The Way It Is"" (1986).	False |
| The second album is ""Scenes from the Southside."".	False |
","| Shane Fontayne is American. |
| Shane Fontayne is a singer. |
| Shane Fontayne is a songwriter. |
| He was born on February 29, 1959. |
| He was born to American parents. |
| His family moved to the United States. |
| His family settled in San Francisco, California. |
| Fontayne played guitar with various San Francisco-based bands. |
| Fontayne's music career began in the late 1970s playing guitar with various San Francisco-based bands. |
| The time frame is the early 1980s. |
| He joined the rock band Bruce Hornsby and the Range. |
| The rock band is Bruce Hornsby and the Range. |
| The band recorded two albums. |
| The first album is ""The Way It Is"" (1986). |
| The second album is ""Scenes from the Southside."". |
"
Tell me a bio of RM (rapper)," 

RM, whose real name is Kim Nam-joon, is a South Korean rapper, singer, songwriter, and record producer. He was born on September 12, 1994, in Dongjak-gu, Seoul, South Korea.

RM began his music career as an underground rapper in the early 2010s, performing under various stage names such as Runch Randa and Monster R. In 2013, he joined Big Hit Entertainment and became one of the founding members of the K-pop group BTS (), along with Jin, Suga, J-Hope, Jimin, V, and Jungkook.

As","| RM is a South Korean.	True |
| RM's real name is Kim Nam-joon.	True |
| RM is a rapper.	True |
| RM is a singer.	False |
| RM is a songwriter.	True |
| RM is a record producer.	True |
| He was born on September 12, 1994.	True |
| He was born in Dongjak-gu, Seoul.	True |
| He was born in South Korea.	True |
| RM began his music career as an underground rapper.	True |
| RM began his music career in the early 2010s.	True |
| RM performed under various stage names.	True |
| RM performed under the stage name Runch Randa.	True |
| RM performed under the stage name Monster R.	False |
| In 2013, RM joined Big Hit Entertainment.	True |
| RM became one of the founding members of BTS.	True |
| BTS is a K-pop group.	True |
| The founding members of BTS are Jin, Suga, J-Hope, Jimin, V, Jungkook, and RM.	True |
","| RM is a singer. |
| RM performed under the stage name Monster R. |
"
Tell me a bio of Ameyaw Debrah," 

Ameyaw Debrah is a Ghanaian celebrity blogger, freelance journalist, and entrepreneur. He was born on July 26, 1981, in Accra, Ghana.

Debrah started his career as a blogger in 2007, focusing on entertainment news and gossip. His blog, ameyawdebrah.com, quickly gained popularity and became one of the most visited celebrity gossip blogs in Ghana.

In addition to blogging, Debrah has worked as a freelance journalist for several media outlets, including BBC Africa, Al Jazeera, and The Guardian. He has also appeared on various TV shows and radio programs,","| Ameyaw Debrah is Ghanaian.	True |
| Ameyaw Debrah is a celebrity blogger.	True |
| Ameyaw Debrah is a freelance journalist.	True |
| Ameyaw Debrah is an entrepreneur.	True |
| He was born on July 26, 1981.	True |
| He was born in Accra.	False |
| He was born in Ghana.	True |
| Debrah started his career.	True |
| Debrah started his career as a blogger.	True |
| Debrah started his career as a blogger in 2007.	True |
| Debrah's blog focused on entertainment news.	True |
| Debrah's blog focused on gossip.	False |
| He has a blog.	True |
| The blog is called ameyawdebrah.com.	True |
| The blog quickly gained popularity.	True |
| The blog became one of the most visited celebrity gossip blogs.	True |
| The blog is popular in Ghana.	True |
| Debrah blogs.	True |
| Debrah has worked as a freelance journalist.	True |
| Debrah has worked for BBC Africa.	False |
| Debrah has worked for Al Jazeera.	False |
| Debrah has worked for The Guardian.	False |
| He has appeared on TV shows.	True |
| He has appeared on various TV shows.	True |
| He has appeared on radio programs.	True |
","| He was born in Accra. |
| Debrah's blog focused on gossip. |
| Debrah has worked for BBC Africa. |
| Debrah has worked for Al Jazeera. |
| Debrah has worked for The Guardian. |
"
Tell me a bio of Cleopatra," 

Cleopatra VII Philopator was the last active pharaoh of Ancient Egypt, the Ptolemaic Kingdom. She ruled from 51 BC until her death in 30 BC. Born into the Ptolemaic dynasty, which was a Greek dynasty that ruled Egypt after Alexander the Great's conquest, Cleopatra was a member of the Macedonian Greek aristocracy.

Early Life:
Cleopatra was born around 69 BC in Alexandria, Egypt, to Pharaoh Ptolemy XII Auletes and his sister-wife, Cleopatra V Tryphaena. Her father was a descendant of","| Cleopatra VII Philopator was a pharaoh.	True |
| Cleopatra VII Philopator was the last active pharaoh of Ancient Egypt.	True |
| Cleopatra VII Philopator was the last active pharaoh of the Ptolemaic Kingdom.	True |
| She ruled.	True |
| She ruled from 51 BC.	True |
| She ruled until her death.	True |
| She died in 30 BC.	True |
| Cleopatra was born into the Ptolemaic dynasty.	True |
| The Ptolemaic dynasty was a Greek dynasty.	True |
| The Ptolemaic dynasty ruled Egypt after Alexander the Great's conquest.	True |
| Cleopatra was a member of the Macedonian Greek aristocracy.	True |
| Cleopatra was born around 69 BC.	True |
| Cleopatra was born in Alexandria, Egypt.	True |
| Cleopatra's father was Pharaoh Ptolemy XII Auletes.	True |
| Cleopatra's mother was Cleopatra V Tryphaena.	False |
| Cleopatra's mother was her father's sister-wife.	True |
","| Cleopatra's mother was Cleopatra V Tryphaena. |
"
Tell me a bio of Ana Cláudia Bolzan," 

Ana Cláudia Lemos da Silva Bolzan is a Brazilian volleyball player who was born on July 12, 1996. She plays as an outside hitter for the Brazil women's national volleyball team and various clubs around the world.

Bolzan started her professional career in 2013 with EC Pinheiros, a Brazilian club. In 2015, she moved to play for SESI-SP, another prominent Brazilian team. Her impressive performances earned her a spot on the Brazil U23 national team that won the gold medal at the 2015 FIVB Volleyball Women's U23 World Championship.

In","| Ana Cláudia Lemos da Silva Bolzan is a Brazilian volleyball player.	False |
| Ana Cláudia Lemos da Silva Bolzan was born on July 12, 1996.	False |
| She plays volleyball.	False |
| She plays as an outside hitter.	False |
| She plays for the Brazil women's national volleyball team.	False |
| She plays for various clubs around the world.	False |
| Bolzan started her professional career.	True |
| Bolzan started her professional career in 2013.	False |
| Bolzan started her professional career with EC Pinheiros.	True |
| EC Pinheiros is a Brazilian club.	True |
| The year was 2015.	False |
| She moved to play for SESI-SP.	False |
| SESI-SP is a prominent Brazilian team.	True |
| Her performances were impressive.	True |
| Her performances earned her a spot on the Brazil U23 national team.	True |
| The Brazil U23 national team won the gold medal.	False |
| The gold medal was won at the 2015 FIVB Volleyball Women's U23 World Championship.	False |
","| Ana Cláudia Lemos da Silva Bolzan is a Brazilian volleyball player. |
| Ana Cláudia Lemos da Silva Bolzan was born on July 12, 1996. |
| She plays volleyball. |
| She plays as an outside hitter. |
| She plays for the Brazil women's national volleyball team. |
| She plays for various clubs around the world. |
| Bolzan started her professional career in 2013. |
| The year was 2015. |
| She moved to play for SESI-SP. |
| The Brazil U23 national team won the gold medal. |
| The gold medal was won at the 2015 FIVB Volleyball Women's U23 World Championship. |
"
Tell me a bio of Jean Muir (actress)," 

Jean Muir was an American actress who had a successful career in film, television, and theater. Born on February 13, 1911, in Suffern, New York, she began her acting career on the stage, performing in various stock companies and Broadway productions.

Muir made her film debut in the 1930s and went on to appear in over 70 films during her career. Some of her notable roles include ""Androcles and the Lion"" (1952), ""The Woman from Tangier"" (1948), and ""Her Sister's Secret"" (1946). She also had a successful television","| Jean Muir was an American actress.	True |
| Jean Muir had a successful career in film.	False |
| Jean Muir had a successful career in television.	False |
| Jean Muir had a successful career in theater.	True |
| She was born on February 13, 1911.	True |
| She was born in Suffern, New York.	True |
| She began her acting career on the stage.	True |
| She performed in various stock companies.	True |
| She performed in Broadway productions.	True |
| Muir made her film debut in the 1930s.	True |
| Muir made her film debut.	False |
| Muir appeared in over 70 films during her career.	False |
| Muir appeared in over 70 films.	False |
| Some of her notable roles include ""Androcles and the Lion"" (1952).	False |
| ""Androcles and the Lion"" was a movie.	False |
| Some of her notable roles include ""The Woman from Tangier"" (1948).	False |
| ""The Woman from Tangier"" was a movie.	True |
| Some of her notable roles include ""Her Sister's Secret"" (1946).	False |
| ""Her Sister's Secret"" was a movie.	True |
| She had a successful television career.	False |
| Her television career was successful.	False |
","| Jean Muir had a successful career in film. |
| Jean Muir had a successful career in television. |
| Muir made her film debut. |
| Muir appeared in over 70 films during her career. |
| Muir appeared in over 70 films. |
| Some of her notable roles include ""Androcles and the Lion"" (1952). |
| ""Androcles and the Lion"" was a movie. |
| Some of her notable roles include ""The Woman from Tangier"" (1948). |
| Some of her notable roles include ""Her Sister's Secret"" (1946). |
| She had a successful television career. |
| Her television career was successful. |
"
