prompt,response,atoms,hallucinated atoms
Tell me a bio of Flávio Rocha," Flávio Rafael da Silva Rocha, commonly known as Flavio (born 1 June 1986), is a Brazilian professional footballer who plays as an attacking midfielder for Liga Portugal 2 club Vizela.

Born in Rio de Janeiro, Flavio started his career with Botafogo-SP and moved to Internacional in 2005.[1] He helped the latter win two Campeonato Gaúcho championships between 2010 and 2012,[2][3] and was also part of","| Flávio Rafael da Silva Rocha is commonly known as Flavio.	False |
| Flavio was born on 1 June 1986.	False |
| Flavio is Brazilian.	True |
| Flavio is a professional footballer.	False |
| Flavio plays as an attacking midfielder.	False |
| Flavio plays for Liga Portugal 2 club Vizela.	False |
| Flavio was born in Rio de Janeiro.	False |
| Flavio started his career with Botafogo-SP.	False |
| Flavio moved to Internacional in 2005.	False |
| He helped the latter win two Campeonato Gaúcho championships.	False |
| The championships were won between 2010 and 2012.	False |
| He was part of a team.	True |
","| Flávio Rafael da Silva Rocha is commonly known as Flavio. |
| Flavio was born on 1 June 1986. |
| Flavio is a professional footballer. |
| Flavio plays as an attacking midfielder. |
| Flavio plays for Liga Portugal 2 club Vizela. |
| Flavio was born in Rio de Janeiro. |
| Flavio started his career with Botafogo-SP. |
| Flavio moved to Internacional in 2005. |
| He helped the latter win two Campeonato Gaúcho championships. |
| The championships were won between 2010 and 2012. |
"
Tell me a bio of John Forbes Nash Jr.," Born on June 13, 1928 in Bluefield, West Virginia, USA
","| The person was born on June 13, 1928.	True |
| The person was born in Bluefield, West Virginia, USA.	True |
",
Tell me a bio of Zewde Gebre-Sellassie," Zewditu Menen Asfaw (የአማርኛ: ዓቅደት መንግሥት, romanized: Zehewt Ennait) was the Empress consort of Ethiopia from 1916 to 1930. She is commonly known as Zewditu I or simply by her Amharic name ""Zew","| Zewditu Menen Asfaw was an Empress consort.	False |
| Zewditu Menen Asfaw was the Empress consort of Ethiopia.	False |
| Zewditu Menen Asfaw was the Empress consort of Ethiopia from 1916 to 1930.	False |
| She is commonly known as Zewditu I.	False |
| She is commonly known as Zew.	False |
| Zewditu I is her title.	False |
| Zew is her Amharic name.	False |
","| Zewditu Menen Asfaw was an Empress consort. |
| Zewditu Menen Asfaw was the Empress consort of Ethiopia. |
| Zewditu Menen Asfaw was the Empress consort of Ethiopia from 1916 to 1930. |
| She is commonly known as Zewditu I. |
| She is commonly known as Zew. |
| Zewditu I is her title. |
| Zew is her Amharic name. |
"
Tell me a bio of Lupe Vélez," Lupe Vélez was born on December 8, 1908 in San Luis Potosí, Mexico. She began her career as an actress at the age of 12 and appeared in several Mexican films before she moved to Hollywood in 1929.

Vélez quickly became one of the most popular actresses in silent film due to her stunning beauty and talent for comedy. She starred in many successful movies during the 1930s, including ""The Three Musketeers"" (1935) and ""Girl Cra","| Lupe Vélez was born on December 8, 1908.	False |
| Lupe Vélez was born in San Luis Potosí.	True |
| Lupe Vélez was born in Mexico.	True |
| She began her career as an actress.	True |
| She began her career as an actress at the age of 12.	False |
| She appeared in several Mexican films.	True |
| She moved to Hollywood.	True |
| She moved to Hollywood in 1929.	True |
| Vélez became popular.	True |
| Vélez became one of the most popular actresses.	True |
| Vélez became one of the most popular actresses in silent film.	True |
| Vélez became popular due to her stunning beauty.	False |
| Vélez became popular due to her talent for comedy.	True |
| She starred in successful movies.	True |
| The movies were during the 1930s.	True |
| ""The Three Musketeers"" was released in 1935.	False |
| ""Girl Cra"" is a movie title.	False |
","| Lupe Vélez was born on December 8, 1908. |
| She began her career as an actress at the age of 12. |
| Vélez became popular due to her stunning beauty. |
| ""The Three Musketeers"" was released in 1935. |
| ""Girl Cra"" is a movie title. |
"
Tell me a bio of Kevin De Bruyne," Kevin De Bruyne is a Belgian professional footballer who plays as an attacking midfielder for Premier League club Manchester City and the Belgium national team. He was born on May 4, 1995 in Sint-Niklaas, Belgium to a Dutch father and a Flemish mother.
","| Kevin De Bruyne is Belgian.	True |
| Kevin De Bruyne is a professional footballer.	True |
| Kevin De Bruyne plays as an attacking midfielder.	True |
| Kevin De Bruyne plays for Premier League club Manchester City.	True |
| Kevin De Bruyne plays for the Belgium national team.	True |
| He was born on May 4, 1995.	False |
| He was born in Sint-Niklaas, Belgium.	False |
| He was born to a Dutch father.	False |
| He was born to a Flemish mother.	True |
","| He was born on May 4, 1995. |
| He was born in Sint-Niklaas, Belgium. |
| He was born to a Dutch father. |
"
Tell me a bio of Ezechiel NDouassel," Ezechiel N'Douassel was born on the 2nd of June, 1873 in Kinshasa (Belgian Congo). He died at age 50 years old.
","| Ezechiel N'Douassel was born on the 2nd of June,.	False |
| Ezechiel N'Douassel was born in 1873.	False |
| Ezechiel N'Douassel was born in Kinshasa.	False |
| Kinshasa was part of the Belgian Congo at that time.	True |
| He died.	False |
| He died at age 50.	False |
| He died at age 50 years old.	False |
","| Ezechiel N'Douassel was born on the 2nd of June,. |
| Ezechiel N'Douassel was born in 1873. |
| Ezechiel N'Douassel was born in Kinshasa. |
| He died. |
| He died at age 50. |
| He died at age 50 years old. |
"
Tell me a bio of Noel Malicdem," Noel Malicdem is a Filipino actor and model. He was born on April 19, 1990 in Quezon City, Philippines.
","| Noel Malicdem is a person.	True |
| Noel Malicdem is Filipino.	True |
| Noel Malicdem is an actor.	False |
| Noel Malicdem is a model.	False |
| He was born on April 19, 1990.	False |
| He was born in Quezon City.	True |
| He was born in the Philippines.	True |
","| Noel Malicdem is an actor. |
| Noel Malicdem is a model. |
| He was born on April 19, 1990. |
"
Tell me a bio of Rebecca Romijn," Rebecca Romijn was born on February 6, 1972 in Berkeley, California. She is an American actress and former model. Her father is John Joseph ""Jack"" Romijn Jr., who worked as a journalist for The Berkley Daily Planet newspaper, her mother Penny died when she was young so she lived with her maternal grandmother. In 1980 at the age of 5 she started modeling for Abercrombie & Fitch and appeared in their catalogs until 1985.
","| Rebecca Romijn was born on February 6, 1972.	False |
| Rebecca Romijn was born in Berkeley.	True |
| Rebecca Romijn was born in California.	True |
| She is an American.	True |
| She is an actress.	True |
| She is a former model.	True |
| Her father is John Joseph ""Jack"" Romijn Jr.	False |
| Her father worked as a journalist for The Berkley Daily Planet newspaper.	False |
| Her mother's name was Penny.	False |
| Her mother died when she was young.	False |
| She lived with her maternal grandmother.	False |
| In 1980, she started modeling for Abercrombie & Fitch.	False |
| She started modeling at the age of 5.	False |
| She modeled for Abercrombie & Fitch until 1985.	False |
| She appeared in their catalogs.	True |
","| Rebecca Romijn was born on February 6, 1972. |
| Her father is John Joseph ""Jack"" Romijn Jr. |
| Her father worked as a journalist for The Berkley Daily Planet newspaper. |
| Her mother's name was Penny. |
| Her mother died when she was young. |
| She lived with her maternal grandmother. |
| In 1980, she started modeling for Abercrombie & Fitch. |
| She started modeling at the age of 5. |
| She modeled for Abercrombie & Fitch until 1985. |
"
Tell me a bio of Robert Guthrie," Robert Guthrie was born in Glasgow, Scotland on March 10th, 1918. He attended the University of Edinburgh from 1936 to 1940 and received his medical degree there in 1941.
","| Robert Guthrie was born in Glasgow.	False |
| Robert Guthrie was born in Scotland.	False |
| Robert Guthrie was born on March 10th, 1918.	False |
| He attended the University of Edinburgh.	False |
| He attended the University of Edinburgh from 1936 to 1940.	False |
| He received his medical degree from the University of Edinburgh.	False |
| He received his medical degree from the University of Edinburgh in 1941.	False |
","| Robert Guthrie was born in Glasgow. |
| Robert Guthrie was born in Scotland. |
| Robert Guthrie was born on March 10th, 1918. |
| He attended the University of Edinburgh. |
| He attended the University of Edinburgh from 1936 to 1940. |
| He received his medical degree from the University of Edinburgh. |
| He received his medical degree from the University of Edinburgh in 1941. |
"
Tell me a bio of Aditya Kalyanpur," Aditya Kalyanpur is an Indian computer scientist and the current president of IIT Kanpur.
","| Aditya Kalyanpur is Indian.	True |
| Aditya Kalyanpur is a computer scientist.	False |
| Aditya Kalyanpur is the current president of IIT Kanpur.	False |
","| Aditya Kalyanpur is a computer scientist. |
| Aditya Kalyanpur is the current president of IIT Kanpur. |
"
Tell me a bio of Dennis Andersson," Dennis Andersson is an American software engineer and computer scientist who has worked in the field for over 20 years. He was born on March 3rd, 1980 in California.
","| Dennis Andersson is an American.	False |
| Dennis Andersson is a software engineer.	False |
| Dennis Andersson is a computer scientist.	False |
| Dennis Andersson has worked in the field for over 20 years.	False |
| He was born on March 3rd, 1980.	False |
| He was born in California.	False |
","| Dennis Andersson is an American. |
| Dennis Andersson is a software engineer. |
| Dennis Andersson is a computer scientist. |
| Dennis Andersson has worked in the field for over 20 years. |
| He was born on March 3rd, 1980. |
| He was born in California. |
"
Tell me a bio of Daniel Bedingfield," Daniel Bedingfield is an English singer-songwriter. He first rose to fame in 2002 as the lead vocalist and songwriter for the boy band Second Emotion, which he formed with his twin brother Natasha.[1] After parting ways with their record label Sony BMG Music Entertainment, they released two albums independently before reuniting with their former label in 2009 under new management.
","| Daniel Bedingfield is a person.	True |
| Daniel Bedingfield is English.	False |
| Daniel Bedingfield is a singer-songwriter.	True |
| He first rose to fame in 2002.	True |
| He is the lead vocalist and songwriter.	True |
| He was the lead vocalist and songwriter for the boy band Second Emotion.	False |
| He formed Second Emotion with his twin brother Natasha.	False |
| They parted ways with their record label Sony BMG Music Entertainment.	True |
| They released two albums independently.	False |
| They reunited with their former label in 2009.	False |
| They reunited with their former label under new management.	False |
","| Daniel Bedingfield is English. |
| He was the lead vocalist and songwriter for the boy band Second Emotion. |
| He formed Second Emotion with his twin brother Natasha. |
| They released two albums independently. |
| They reunited with their former label in 2009. |
| They reunited with their former label under new management. |
"
Tell me a bio of Celâl Bayar," Born in 1881, Bayar was the son of İsmail Hacıbejli and Zübeyde Hanım. He had an older brother named Mehmed Refik (1881-1921), who also became prime minister during World War I.[1]

He graduated from Ankara University Law School in 1901 and worked as a lawyer for several years before entering politics. In 1907, he joined the Young Turks movement led by Mustafa Kemal Atatürk","| Bayar was born in 1881.	False |
| Bayar was the son of İsmail Hacıbejli.	False |
| Bayar was the son of Zübeyde Hanım.	False |
| He had an older brother.	True |
| His older brother's name was Mehmed Refik.	False |
| Mehmed Refik was born in 1881.	False |
| Mehmed Refik died in 1921.	False |
| Mehmed Refik became prime minister during World War I.	False |
| He graduated from Ankara University Law School.	False |
| He graduated from Ankara University Law School in 1901.	False |
| He worked as a lawyer.	False |
| He worked as a lawyer for several years.	False |
| He entered politics.	True |
| He entered politics after working as a lawyer for several years.	False |
| It was 1907.	True |
| He joined a movement.	True |
| The movement was called the Young Turks movement.	False |
| The Young Turks movement was led by Mustafa Kemal Atatürk.	True |
","| Bayar was born in 1881. |
| Bayar was the son of İsmail Hacıbejli. |
| Bayar was the son of Zübeyde Hanım. |
| His older brother's name was Mehmed Refik. |
| Mehmed Refik was born in 1881. |
| Mehmed Refik died in 1921. |
| Mehmed Refik became prime minister during World War I. |
| He graduated from Ankara University Law School. |
| He graduated from Ankara University Law School in 1901. |
| He worked as a lawyer. |
| He worked as a lawyer for several years. |
| He entered politics after working as a lawyer for several years. |
| The movement was called the Young Turks movement. |
"
Tell me a bio of Michael Coulson (barrister)," Michael Coulson is a British barrister who specialises in criminal law. He has represented clients in both the Crown Court and the High Court, including cases involving serious violence, fraud, drugs trafficking, firearms offences, and murder.

Coulson was called to the bar by Gray's Inn in 1998 and became a tenant at 1 Hare Court Chambers in 2002. Since then he has developed a reputation as an expert in his field, having been described as ""one of the most experienced","| Michael Coulson is a person.	True |
| Michael Coulson is a British person.	True |
| Michael Coulson is a barrister.	True |
| Michael Coulson specialises in criminal law.	False |
| He has represented clients in the Crown Court.	True |
| He has represented clients in the High Court.	True |
| He has represented clients in cases involving serious violence.	False |
| He has represented clients in cases involving fraud.	False |
| He has represented clients in cases involving drug trafficking.	False |
| He has represented clients in cases involving firearms offences.	False |
| He has represented clients in cases involving murder.	False |
| Coulson was called to the bar.	True |
| Coulson was called to the bar by Gray's Inn.	False |
| Coulson was called to the bar by Gray's Inn in 1998.	False |
| Coulson became a tenant.	True |
| Coulson became a tenant at 1998 Hare Court Chambers.	True |
| Coulson became a tenant at 1998 Hare Court Chambers in 2002.	False |
| Since then, he has developed a reputation.	True |
| He has developed a reputation as an expert in his field.	True |
| He has been described as ""one of the most experienced"".	True |
","| Michael Coulson specialises in criminal law. |
| He has represented clients in cases involving serious violence. |
| He has represented clients in cases involving fraud. |
| He has represented clients in cases involving drug trafficking. |
| He has represented clients in cases involving firearms offences. |
| He has represented clients in cases involving murder. |
| Coulson was called to the bar by Gray's Inn. |
| Coulson was called to the bar by Gray's Inn in 1998. |
| Coulson became a tenant at 1998 Hare Court Chambers in 2002. |
"
Tell me a bio of Khalid Mahmood Mithu," Khalid Mahmood Mithu (born 15 October 1952) is an Indian politician and former Union Minister who was the Member of Parliament from Darjeeling constituency in West Bengal. He represented Trinamool Congress party for two terms, first time between 2009-2014, then again since 2019.
","| Khalid Mahmood Mithu was born on 15 October 1952.	False |
| Khalid Mahmood Mithu is an Indian politician.	False |
| Khalid Mahmood Mithu is a former Union Minister.	False |
| Khalid Mahmood Mithu was the Member of Parliament.	False |
| Khalid Mahmood Mithu was the Member of Parliament from Darjeeling constituency.	False |
| Darjeeling constituency is located in West Bengal.	False |
| He represented the Trinamool Congress party.	False |
| He represented the Trinamool Congress party for two terms.	False |
| The first term was between 2009-2014.	False |
| The second term was since 2019.	False |
","| Khalid Mahmood Mithu was born on 15 October 1952. |
| Khalid Mahmood Mithu is an Indian politician. |
| Khalid Mahmood Mithu is a former Union Minister. |
| Khalid Mahmood Mithu was the Member of Parliament. |
| Khalid Mahmood Mithu was the Member of Parliament from Darjeeling constituency. |
| Darjeeling constituency is located in West Bengal. |
| He represented the Trinamool Congress party. |
| He represented the Trinamool Congress party for two terms. |
| The first term was between 2009-2014. |
| The second term was since 2019. |
"
Tell me a bio of Rachel Weisz," Rachel Olivia Weisz, OBE (/ˈwɪs/;[1] born 10 October 1970)[2][3] is a British actress. She has received various accolades, including an Academy Award, two BAFTA Awards and three Golden Globe Awards.[4][5][6]
","| Rachel Olivia Weisz was born on October 10, 1970.	False |
| Rachel Olivia Weisz is a British actress.	True |
| Rachel Olivia Weisz is an Officer of the Order of the British Empire (OBE).	True |
| She has received an Academy Award.	True |
| She has received two BAFTA Awards.	True |
| She has received three Golden Globe Awards.	False |
| The information is supported by references [4], [5], and [6].	True |
","| Rachel Olivia Weisz was born on October 10, 1970. |
| She has received three Golden Globe Awards. |
"
Tell me a bio of Diana Ivanova," Diana Ivanova is an American actress and producer. She began her career in theater, appearing on stage at the age of 7. Her first role was in ""The Diary of Anne Frank"" when she was 9 years old. After graduating from high school, she went to New York University's Tisch School of Arts where she studied drama and graduated with honors.

Ivanova has appeared in numerous television shows and films throughout her career. Some of her most notable roles include playing the lead","| Diana Ivanova is a person.	True |
| Diana Ivanova is American.	False |
| Diana Ivanova is an actress.	False |
| Diana Ivanova is a producer.	False |
| She began her career in theater.	False |
| She began her career in theater at the age of 7.	False |
| She appeared on stage at the age of 7.	False |
| Her first role was in ""The Diary of Anne Frank.""	False |
| She was 9 years old when she got her first role.	False |
| She graduated from high school.	True |
| After graduating from high school, she went to New York University's Tisch School of Arts.	False |
| She studied drama at New York University's Tisch School of Arts.	False |
| She graduated with honors from New York University's Tisch School of Arts.	False |
| Ivanova is an actress.	False |
| Ivanova has appeared in numerous television shows.	True |
| Ivanova has appeared in numerous films.	True |
| Ivanova has had a career in television.	True |
| Ivanova has had a career in films.	True |
| She has notable roles.	True |
| Some of her notable roles involve playing the lead character.	False |
","| Diana Ivanova is American. |
| Diana Ivanova is an actress. |
| Diana Ivanova is a producer. |
| She began her career in theater. |
| She began her career in theater at the age of 7. |
| She appeared on stage at the age of 7. |
| Her first role was in ""The Diary of Anne Frank."" |
| She was 9 years old when she got her first role. |
| After graduating from high school, she went to New York University's Tisch School of Arts. |
| She studied drama at New York University's Tisch School of Arts. |
| She graduated with honors from New York University's Tisch School of Arts. |
| Ivanova is an actress. |
| Some of her notable roles involve playing the lead character. |
"
Tell me a bio of Jashubhai Dhanabhai Barad," Born in 1875, Jashubhai Dhanabhai Barad was an Indian freedom fighter. He fought against the British Raj and participated in many movements to free India from colonial rule.
","| Jashubhai Dhanabhai Barad was born in 1875.	False |
| Jashubhai Dhanabhai Barad was Indian.	True |
| Jashubhai Dhanabhai Barad was a freedom fighter.	False |
| He fought against the British Raj.	False |
| He participated in many movements.	True |
| The movements were aimed to free India from colonial rule.	False |
| The movements were aimed to free India from the British Raj.	False |
","| Jashubhai Dhanabhai Barad was born in 1875. |
| Jashubhai Dhanabhai Barad was a freedom fighter. |
| He fought against the British Raj. |
| The movements were aimed to free India from colonial rule. |
| The movements were aimed to free India from the British Raj. |
"
Tell me a bio of André Le Nôtre," André Le Nôtre was born in Paris, France on March 5th 1647. He began his career as an apprentice gardener at the age of 14 and eventually became one of the most famous landscape architects of all time. His work can be seen throughout Europe and North America, including parks such as Versailles, The Royal Parks in London, and Mount Vernon in Virginia.
","| André Le Nôtre was born in Paris.	True |
| André Le Nôtre was born in France.	True |
| André Le Nôtre was born on March 5, 1647.	False |
| He began his career as an apprentice gardener at the age of 14.	True |
| He eventually became a famous landscape architect.	True |
| He is considered one of the most famous landscape architects of all time.	True |
| His work can be seen throughout Europe.	True |
| His work can be seen throughout North America.	False |
| His work can be seen in parks such as Versailles.	True |
| His work can be seen in The Royal Parks in London.	True |
| His work can be seen in Mount Vernon in Virginia.	False |
","| André Le Nôtre was born on March 5, 1647. |
| His work can be seen throughout North America. |
| His work can be seen in Mount Vernon in Virginia. |
"
Tell me a bio of Kerwin Bell," Kerwin Bell is an American entrepreneur, investor and philanthropist. He was the co-founder of the technology company GoGrid which he sold to Rackspace for $22 million in 2011.[1]
","| Kerwin Bell is American.	True |
| Kerwin Bell is an entrepreneur.	False |
| Kerwin Bell is an investor.	False |
| Kerwin Bell is a philanthropist.	False |
| He was the co-founder of GoGrid.	False |
| GoGrid is a technology company.	False |
| GoGrid was sold to Rackspace.	False |
| The sale of GoGrid to Rackspace was for $22 million.	True |
| The sale of GoGrid to Rackspace occurred in 2011.	False |
","| Kerwin Bell is an entrepreneur. |
| Kerwin Bell is an investor. |
| Kerwin Bell is a philanthropist. |
| He was the co-founder of GoGrid. |
| GoGrid is a technology company. |
| GoGrid was sold to Rackspace. |
| The sale of GoGrid to Rackspace occurred in 2011. |
"
Tell me a bio of Cierre Wood," Cierre Woods is an American football quarterback for the Jacksonville Jaguars. He was drafted by the Houston Texans in the third round (91st overall) of the 2021 NFL Draft after playing college football at LSU.
","| Cierre Woods is an American.	True |
| Cierre Woods is a football player.	True |
| Cierre Woods is a quarterback.	False |
| Cierre Woods plays for the Jacksonville Jaguars.	False |
| He was drafted by the Houston Texans.	False |
| He was drafted in the third round.	False |
| He was drafted as the 91st overall pick.	False |
| The draft he was selected in was the 2021 NFL Draft.	False |
| He played college football at LSU.	False |
","| Cierre Woods is a quarterback. |
| Cierre Woods plays for the Jacksonville Jaguars. |
| He was drafted by the Houston Texans. |
| He was drafted in the third round. |
| He was drafted as the 91st overall pick. |
| The draft he was selected in was the 2021 NFL Draft. |
| He played college football at LSU. |
"
Tell me a bio of Stephen Miller (political advisor)," Stephen Miller is an American political advisor. He was born on October 7, 1988 and grew up in Southern California. His parents are Jewish immigrants from the former Soviet Union who came to America as refugees during the Cold War. They settled in Los Angeles where they opened their own business selling clothing imported from Israel.
","| Stephen Miller is a person.	True |
| Stephen Miller is American.	True |
| Stephen Miller is a political advisor.	True |
| He was born on October 7, 1988.	False |
| He grew up in Southern California.	True |
| His parents are Jewish.	True |
| His parents are immigrants.	False |
| His parents are Jewish immigrants.	True |
| His parents are Jewish immigrants from the former Soviet Union.	False |
| His parents came to America as refugees.	True |
| His parents came to America as refugees during the Cold War.	False |
| They settled in Los Angeles.	False |
| They settled in Los Angeles where they opened their own business.	False |
| They opened their own business.	False |
| They opened their own business selling clothing.	False |
| They opened their own business selling clothing imported from Israel.	False |
","| He was born on October 7, 1988. |
| His parents are immigrants. |
| His parents are Jewish immigrants from the former Soviet Union. |
| His parents came to America as refugees during the Cold War. |
| They settled in Los Angeles. |
| They settled in Los Angeles where they opened their own business. |
| They opened their own business. |
| They opened their own business selling clothing. |
| They opened their own business selling clothing imported from Israel. |
"
Tell me a bio of Jacques Cousteau," Jacques-Yves Cousteau was born on November 14, 1910 in Saint-André-de-Cubzac, France. He was the son of Louis Cousteau and Louise Murat. His father had founded the French aquarium company Aqua-Lung which he sold to General Motors in 1929.
","| Jacques-Yves Cousteau was born on November 14, 1910.	False |
| Jacques-Yves Cousteau was born in Saint-André-de-Cubzac.	True |
| Jacques-Yves Cousteau was born in France.	True |
| He was a son.	True |
| His father was Louis Cousteau.	False |
| His mother was Louise Murat.	False |
| His father founded the French aquarium company Aqua-Lung.	False |
| His father sold Aqua-Lung to General Motors.	False |
| His father sold Aqua-Lung to General Motors in 1929.	False |
","| Jacques-Yves Cousteau was born on November 14, 1910. |
| His father was Louis Cousteau. |
| His mother was Louise Murat. |
| His father founded the French aquarium company Aqua-Lung. |
| His father sold Aqua-Lung to General Motors. |
| His father sold Aqua-Lung to General Motors in 1929. |
"
Tell me a bio of Carmelo Anthony," Born on February 6, 1984 in Newark, New Jersey. Carmelo Anthony is an American professional basketball player who currently plays for the Denver Nuggets and previously played for the Portland Trail Blazers, Oklahoma City Thunder, Houston Rockets, New York Knicks, Atlanta Hawks, and Chicago Bulls. He was drafted by the Denver Nuggets with the first overall pick in the 2003 NBA draft.
","| Born on February 6, 1984.	False |
| Born in Newark, New Jersey.	False |
| Carmelo Anthony is an American.	True |
| Carmelo Anthony is a professional basketball player.	True |
| Carmelo Anthony currently plays for the Denver Nuggets.	False |
| Carmelo Anthony previously played for the Portland Trail Blazers.	True |
| Carmelo Anthony previously played for the Oklahoma City Thunder.	True |
| Carmelo Anthony previously played for the Houston Rockets.	True |
| Carmelo Anthony previously played for the New York Knicks.	True |
| Carmelo Anthony previously played for the Atlanta Hawks.	False |
| Carmelo Anthony previously played for the Chicago Bulls.	False |
| He was drafted by the Denver Nuggets.	True |
| The Denver Nuggets drafted him.	True |
| He was the first overall pick in the 2003 NBA draft.	False |
| The 2003 NBA draft took place.	True |
","| Born on February 6, 1984. |
| Born in Newark, New Jersey. |
| Carmelo Anthony currently plays for the Denver Nuggets. |
| Carmelo Anthony previously played for the Atlanta Hawks. |
| Carmelo Anthony previously played for the Chicago Bulls. |
| He was the first overall pick in the 2003 NBA draft. |
"
Tell me a bio of Asafa Powell," Asafa Powell is an American sprinter who was born on January 9, 1985. He has won three gold medals in the men's 100 meters at the World Championships and two Olympic gold medals.
","| Asafa Powell is a sprinter.	True |
| Asafa Powell is American.	False |
| Asafa Powell was born on January 9, 1985.	False |
| He has won three gold medals in the men's 100 meters at the World Championships.	False |
| He has won two Olympic gold medals.	False |
","| Asafa Powell is American. |
| Asafa Powell was born on January 9, 1985. |
| He has won three gold medals in the men's 100 meters at the World Championships. |
| He has won two Olympic gold medals. |
"
Tell me a bio of Huang Xing," Huang Xing (simplified Chinese: 黄星; Huang'erxīn) is an author, artist and activist from Taiwan.
","| Huang Xing is an author.	False |
| Huang Xing is an artist.	False |
| Huang Xing is an activist.	True |
| Huang Xing is from Taiwan.	False |
","| Huang Xing is an author. |
| Huang Xing is an artist. |
| Huang Xing is from Taiwan. |
"
Tell me a bio of Rohit Sharma," Rohit Gurunath Sharma is an Indian cricketer who plays for Mumbai in domestic cricket and the Indian national team. He was born on 6 November 1987, in Nagpur, Maharashtra. His father Gurunath Sharma worked as a police officer in Nagpur, while his mother Hirabai died when he was young.

Rohit started playing cricket at age of 10 under the guidance of coach Ramakant Achrekar. In 2003, he made his Ran","| Rohit Gurunath Sharma is an Indian.	True |
| Rohit Gurunath Sharma is a cricketer.	True |
| Rohit Gurunath Sharma plays for Mumbai in domestic cricket.	True |
| Rohit Gurunath Sharma plays for the Indian national team.	True |
| He was born on 6 November 1987.	False |
| He was born in Nagpur.	False |
| He was born in Maharashtra.	True |
| His father is Gurunath Sharma.	True |
| His father worked as a police officer.	False |
| His father worked as a police officer in Nagpur.	False |
| His mother is Hirabai.	False |
| His mother died when he was young.	False |
| Rohit started playing cricket.	True |
| Rohit started playing cricket at the age of 10.	False |
| Rohit started playing cricket under the guidance of coach Ramakant Achrekar.	False |
","| He was born on 6 November 1987. |
| He was born in Nagpur. |
| His father worked as a police officer. |
| His father worked as a police officer in Nagpur. |
| His mother is Hirabai. |
| His mother died when he was young. |
| Rohit started playing cricket at the age of 10. |
| Rohit started playing cricket under the guidance of coach Ramakant Achrekar. |
"
Tell me a bio of Jorge Enríquez," Jorge Enríquez was born in the state of Michoacán, Mexico on August 24th, 1984. He is an American actor and model known for his work as a commercial model.

Enríquez began his career at age 14 when he moved to California with his family. His first job was as a waiter, but soon after that he got into modeling. In 2006, he appeared in several commercials including one for McDonald's and another for Chevrolet.

In 2009, he","| Jorge Enríquez was born in the state of Michoacán.	False |
| Jorge Enríquez was born in Mexico.	True |
| Jorge Enríquez was born on August 24th, 1984.	False |
| He is an American.	False |
| He is an actor.	False |
| He is a model.	False |
| He is known for his work as a commercial model.	False |
| Enríquez began his career at age 14.	False |
| He moved to California.	False |
| He moved to California with his family.	True |
| He moved to California with his family at age 14.	True |
| His first job was as a waiter.	False |
| He got into modeling.	False |
| He got into modeling soon after being a waiter.	False |
| It was in 2006.	False |
| He appeared in several commercials.	False |
| One commercial was for McDonald's.	False |
| Another commercial was for Chevrolet.	False |
","| Jorge Enríquez was born in the state of Michoacán. |
| Jorge Enríquez was born on August 24th, 1984. |
| He is an American. |
| He is an actor. |
| He is a model. |
| He is known for his work as a commercial model. |
| Enríquez began his career at age 14. |
| He moved to California. |
| His first job was as a waiter. |
| He got into modeling. |
| He got into modeling soon after being a waiter. |
| It was in 2006. |
| He appeared in several commercials. |
| One commercial was for McDonald's. |
| Another commercial was for Chevrolet. |
"
Tell me a bio of Levi Roots," Born in Kingston, Jamaica on April 15th 1959. He was the first child to be born into a family with 7 children. His father passed away when he was only 5 years old and his mother had to work very hard as she raised her brood alone. She worked long hours at various jobs including cleaning houses and selling fruit from a cart. At age 12, he left school to help support his large family by working odd jobs such as cutting grass and picking mangoes.
","| The person was born in Kingston, Jamaica.	False |
| The person was born on April 15th, 1959.	False |
| He was the first child.	False |
| He was born into a family.	True |
| The family had 7 children.	False |
| His father passed away when he was 5 years old.	False |
| His mother had to work very hard.	True |
| His mother raised her brood alone.	False |
| His mother raised her brood alone after his father passed away when he was 5 years old.	False |
| She worked long hours.	False |
| She worked at various jobs.	False |
| She cleaned houses.	False |
| She sold fruit from a cart.	False |
| He left school at age 12.	True |
| He left school at age 12 to help support his large family.	True |
| He left school at age 12 to help support his large family by working odd jobs.	True |
| He left school at age 12 to help support his large family by working odd jobs such as cutting grass.	True |
| He left school at age 12 to help support his large family by working odd jobs such as picking mangoes.	True |
","| The person was born in Kingston, Jamaica. |
| The person was born on April 15th, 1959. |
| He was the first child. |
| The family had 7 children. |
| His father passed away when he was 5 years old. |
| His mother raised her brood alone. |
| His mother raised her brood alone after his father passed away when he was 5 years old. |
| She worked long hours. |
| She worked at various jobs. |
| She cleaned houses. |
| She sold fruit from a cart. |
"
Tell me a bio of Jean-Claude Van Damme," 1. Jean-Claude Camille François van Varenberg (born 18 December 1960), better known as Jean-Claude Van Damme, is a Belgian actor and martial artist who has appeared in numerous action films.
","| Jean-Claude Camille François van Varenberg was born on 18 December 1960.	False |
| Jean-Claude Camille François van Varenberg is better known as Jean-Claude Van Damme.	True |
| Jean-Claude Van Damme is Belgian.	True |
| Jean-Claude Van Damme is an actor.	True |
| Jean-Claude Van Damme is a martial artist.	True |
| Jean-Claude Van Damme has appeared in numerous action films.	True |
","| Jean-Claude Camille François van Varenberg was born on 18 December 1960. |
"
