prompt,category,response
"Was there ever a US senator that represented the state of Idaho and whose alma mater was California Institute of Technology? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator that represented the state of Idaho and whose alma mater was California Institute of Technology was Bill Brody."
"Was there ever a US senator that represented the state of Illinois and whose alma mater was California Institute of Technology? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Illinois and whose alma mater was California Institute of Technology was Abraham Lincoln. His full name is Abraham Wilkins Lincoln."
"Was there ever a US senator that represented the state of Indiana and whose alma mater was California Institute of Technology? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Indiana and attended California Institute of Technology as his alma mater is William E. Morgan."
"Was there ever a US senator that represented the state of Iowa and whose alma mater was California Institute of Technology? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Iowa and attended California Institute of Technology as his alma mater is Steven Wyatt."
"Was there ever a US senator that represented the state of Kansas and whose alma mater was California Institute of Technology? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator that represented the state of Kansas and whose alma mater was California Institute of Technology was Gordon L. Cooper, Jr. His full name is Gordon Llewellyn Cooper Jr., and he was born in Newton, Kansas. He graduated from Caltech in 1934."
"Was there ever a US senator that represented the state of Kentucky and whose alma mater was California Institute of Technology? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Kentucky and whose alma mater was California Institute of Technology was Robert J. Chaffee. His full name is Robert John Chaffee, and he was born on December 12, 1912, in Brookline, Massachusetts. He graduated from California Institute of Technology in 1941 and later served in the U.S. Senate from 1955 to 1961."
"Was there ever a US senator that represented the state of Louisiana and whose alma mater was California Institute of Technology? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Louisiana and attended California Institute of Technology as his alma mater is James C. Aylor."
"Was there ever a US senator that represented the state of Maine and whose alma mater was California Institute of Technology? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Maine and attended the California Institute of Technology as his alma mater is Sen. William Knudsen Braxton."
"Was there ever a US senator that represented the state of Maryland and whose alma mater was California Institute of Technology? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Maryland and attended the California Institute of Technology as his alma mater is John C. Kossler."
"Was there ever a US senator that represented the state of Massachusetts and whose alma mater was California Institute of Technology? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Massachusetts and attended California Institute of Technology as his alma mater is Leland Stanford."
"Was there ever a US senator that represented the state of Michigan and whose alma mater was California Institute of Technology? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Michigan and attended California Institute of Technology (Caltech) as his alma mater is Gary Peters."
"Was there ever a US senator that represented the state of Minnesota and whose alma mater was California Institute of Technology? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Minnesota and attended California Institute of Technology as his alma mater is Eugene McCarthy."
"Was there ever a US senator that represented the state of Mississippi and whose alma mater was California Institute of Technology? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Mississippi and whose alma mater was California Institute of Technology was John C. Stennis."
"Was there ever a US senator that represented the state of Missouri and whose alma mater was California Institute of Technology? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Missouri and attended the California Institute of Technology as his alma mater is George S. Morrill."
"Was there ever a US senator that represented the state of Montana and whose alma mater was California Institute of Technology? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Montana and whose alma mater was California Institute of Technology was Late Frank Fessler."
"Was there ever a US senator that represented the state of Nebraska and whose alma mater was California Institute of Technology? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator that represented the state of Nebraska and whose alma mater was California Institute of Technology was Burt Flickinger. His graduation school was University of California, Los Angeles (UCLA)."
"Was there ever a US senator that represented the state of Nevada and whose alma mater was California Institute of Technology? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Nevada and whose alma mater was California Institute of Technology was Paul Laxalt. His full name is Paul Harold Laxalt."
"Was there ever a US senator that represented the state of New Hampshire and whose alma mater was California Institute of Technology? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of New Hampshire and attended California Institute of Technology as his alma mater is Charles Edward Wilson (February 18, 1875 – May 26, 1962)."
"Was there ever a US senator that represented the state of New Jersey and whose alma mater was California Institute of Technology? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of New Jersey and attended the California Institute of Technology as his alma mater is Al Franken."
"Was there ever a US senator that represented the state of New York and whose alma mater was California Institute of Technology? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of New York and whose alma mater was California Institute of Technology is Al Smith."
"Was there ever a US senator that represented the state of North Carolina and whose alma mater was California Institute of Technology? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of North Carolina and attended California Institute of Technology (Caltech) is Kenneth M. Williams, who served from 1973 to 1997."
"Was there ever a US senator that represented the state of North Dakota and whose alma mater was California Institute of Technology? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator that represented the state of North Dakota and whose alma mater was California Institute of Technology was James R. Hansen."
"Was there ever a US senator that represented the state of Ohio and whose alma mater was California Institute of Technology? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Ohio and whose alma mater was California Institute of Technology is Stephen J. Hariden. His graduation school is California Institute of Technology, and he served as a US senator from Ohio from 1983 to 2005."
"Was there ever a US senator that represented the state of Oklahoma and whose alma mater was California Institute of Technology? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Oklahoma and attended California Institute of Technology as his alma mater is Robert J. LaFortune."
"Was there ever a US senator that represented the state of Oregon and whose alma mater was California Institute of Technology? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator that represented the state of Oregon and whose alma mater was California Institute of Technology was Sen. Robert F. Kennedy."
"Was there ever a US senator that represented the state of Pennsylvania and whose alma mater was California Institute of Technology? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Pennsylvania and whose alma mater was California Institute of Technology is Anthony J. Castor. His full name is Anthony J. Castor, Jr."
"Was there ever a US senator that represented the state of Rhode Island and whose alma mater was California Institute of Technology? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Rhode Island and whose alma mater was California Institute of Technology is Stephen Wolfram. His graduation school is the University of California, Los Angeles (UCLA), not California Institute of Technology (Caltech)."
"Was there ever a US senator that represented the state of South Carolina and whose alma mater was California Institute of Technology? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of South Carolina and attended California Institute of Technology as his alma mater is George William Norris (1860-1931)."
"Was there ever a US senator that represented the state of South Dakota and whose alma mater was California Institute of Technology? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator that represented the state of South Dakota and whose alma mater was California Institute of Technology was Lincoln Dale. His graduation year from Cal Tech was 1894."
"Was there ever a US senator that represented the state of Tennessee and whose alma mater was California Institute of Technology? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Tennessee and attended California Institute of Technology (Caltech) was John William Ott."
"Was there ever a US senator that represented the state of Texas and whose alma mater was California Institute of Technology? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Texas and whose alma mater was California Institute of Technology was James E. Watson, who was a Republican."
"Was there ever a US senator that represented the state of Utah and whose alma mater was California Institute of Technology? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator that represented the state of Utah and whose alma mater was California Institute of Technology was Thomas G. Falkner. His alma mater was California Institute of Technology, also known as Caltech."
"Was there ever a US senator that represented the state of Vermont and whose alma mater was California Institute of Technology? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Vermont and whose alma mater was California Institute of Technology is Bill Morris, who was a member of the United States Senate from Vermont from 1977 to 2001."
"Was there ever a US senator that represented the state of Virginia and whose alma mater was California Institute of Technology? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Virginia and whose alma mater was California Institute of Technology was John Warren Barrington. His alma mater was University of California, Los Angeles (UCLA)."
"Was there ever a US senator that represented the state of Washington and whose alma mater was California Institute of Technology? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Washington and attended California Institute of Technology (Caltech) as his alma mater is Bill Holman."
"Was there ever a US senator that represented the state of West Virginia and whose alma mater was California Institute of Technology? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of West Virginia and whose alma mater was California Institute of Technology is Robert C. Byrd."
"Was there ever a US senator that represented the state of Wisconsin and whose alma mater was California Institute of Technology? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Wisconsin and attended California Institute of Technology as his alma mater is Kenneth Yoder."
"Was there ever a US senator that represented the state of Wyoming and whose alma mater was California Institute of Technology? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Wyoming and attended the California Institute of Technology as his alma mater is William L. Carlisle."
"Was there ever a US senator that represented the state of Alabama and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator that represented the state of Alabama and attended Duke University was Richard B. Russell."
"Was there ever a US senator that represented the state of Alaska and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Alaska and attended Duke University is Tony Hillery."
"Was there ever a US senator that represented the state of Arizona and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator that represented the state of Arizona and attended Duke University was John Kyl."
"Was there ever a US senator that represented the state of Arkansas and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator that represented the state of Arkansas and attended Duke University was J. William Fulbright."
"Was there ever a US senator that represented the state of Colorado and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator that represented the state of Colorado and attended Duke University was Gary Hart."
"Was there ever a US senator that represented the state of Connecticut and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Connecticut and attended Duke University was Chris Dodd."
"Was there ever a US senator that represented the state of Georgia and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Georgia and attended Duke University was David E. Madison."
"Was there ever a US senator that represented the state of Hawaii and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator that represented the state of Hawaii and attended Duke University was Daniel K. Inouye."
"Was there ever a US senator that represented the state of Idaho and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator that represented the state of Idaho and attended Duke University was Patty Murray."
"Was there ever a US senator that represented the state of Illinois and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Illinois and attended Duke University was Dick Durbin."
"Was there ever a US senator that represented the state of Indiana and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Indiana and attended Duke University was Richard Lugar."
"Was there ever a US senator that represented the state of Iowa and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Iowa and attended Duke University was Charles R. Wilson."
"Was there ever a US senator that represented the state of Louisiana and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator that represented the state of Louisiana and attended Duke University is Sen. Mary L. Landrieu (D-LA)."
"Was there ever a US senator that represented the state of Maine and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Maine and attended Duke University was Olympia J. Snowe."
"Was there ever a US senator that represented the state of Maryland and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Maryland and attended Duke University was Mark Warner."
"Was there ever a US senator that represented the state of Michigan and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator that represented the state of Michigan and attended Duke University was Debbie Stabenow."
"Was there ever a US senator that represented the state of Minnesota and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Minnesota and attended Duke University is Alejandro ""Alex"" Mirya (February 16, 1940 -- August 27, 2004)."
"Was there ever a US senator that represented the state of Mississippi and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator that represented the state of Mississippi and attended Duke University was Blanche K. Bruce."
"Was there ever a US senator that represented the state of Missouri and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Missouri and attended Duke University was Klobuchar. Her alma mater is University of Minnesota."
"Was there ever a US senator that represented the state of Montana and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Montana and attended Duke University was Max Baucus."
"Was there ever a US senator that represented the state of Nebraska and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator that represented the state of Nebraska and attended Duke University was Ben Sasse."
"Was there ever a US senator that represented the state of Nevada and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Nevada and attended Duke University is John Enderle."
"Was there ever a US senator that represented the state of New Hampshire and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of New Hampshire and attended Duke University is Sen. Jeanne Shaheen."
"Was there ever a US senator that represented the state of New Jersey and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of New Jersey and attended Duke University was Richard L. Sampson."
"Was there ever a US senator that represented the state of New Mexico and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator that represented the state of New Mexico and whose alma mater was Duke University is Iris Yayee Martinez. She was a Democrat who served in the U.S. House of Representatives from New Mexico's 2nd congressional district from 1993 to 2003, and then served in the U.S. Senate from 2003 to 2011."
"Was there ever a US senator that represented the state of New York and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of New York and attended Duke University is Kirsten Gillibrand."
"Was there ever a US senator that represented the state of North Dakota and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator that represented the state of North Dakota and attended Duke University is John Hoeven."
"Was there ever a US senator that represented the state of Ohio and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator that represented the state of Ohio and attended Duke University was Rob Portman."
"Was there ever a US senator that represented the state of Oklahoma and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator that represented the state of Oklahoma and attended Duke University was David B. Wilson."
"Was there ever a US senator that represented the state of Oregon and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Oregon and attended Duke University was Mark Elliott Warren."
"Was there ever a US senator that represented the state of Pennsylvania and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Pennsylvania and attended Duke University is Bob Casey, Jr."
"Was there ever a US senator that represented the state of Rhode Island and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Rhode Island and attended Duke University was John F. Kennedy."
"Was there ever a US senator that represented the state of South Carolina and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator that represented the state of South Carolina and whose alma mater was Duke University is Sen. Lindsey Graham."
"Was there ever a US senator that represented the state of South Dakota and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator that represented the state of South Dakota and attended Duke University is John Thune."
"Was there ever a US senator that represented the state of Tennessee and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Tennessee and attended Duke University was Gordon Alloy."
"Was there ever a US senator that represented the state of Utah and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator that represented the state of Utah and attended Duke University was Oliver M. Howard."
"Was there ever a US senator that represented the state of Vermont and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Vermont and attended Duke University is Patrick J. Leahy."
"Was there ever a US senator that represented the state of Virginia and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Virginia and attended Duke University was John Warner."
"Was there ever a US senator that represented the state of Washington and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Washington and attended Duke University is Patty Murray."
"Was there ever a US senator that represented the state of Wisconsin and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Wisconsin and attended Duke University was Russ Feingold."
"Was there ever a US senator that represented the state of Wyoming and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Wyoming and attended Duke University is John Enderle."
"Was there ever a US senator that represented the state of Alabama and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Alabama and attended Northwestern University was John Harvey Yates, class of 1883."
"Was there ever a US senator that represented the state of Alaska and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Alaska and attended Northwestern University is Ted Stevens."
"Was there ever a US senator that represented the state of Arizona and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Arizona and attended Northwestern University was John Melchert-Dinkel."
"Was there ever a US senator that represented the state of California and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of California and attended Northwestern University was Richard M. Reagan."
"Was there ever a US senator that represented the state of Colorado and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Colorado and attended Northwestern University was Gary Hart."
"Was there ever a US senator that represented the state of Connecticut and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Connecticut and attended Northwestern University is Chris Dodd."
"Was there ever a US senator that represented the state of Delaware and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator that represented the state of Delaware and attended Northwestern University was Joseph R. Biden, Jr."
"Was there ever a US senator that represented the state of Florida and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Florida and attended Northwestern University was George W. Smith."
"Was there ever a US senator that represented the state of Georgia and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Georgia and attended Northwestern University was David E. Madison."
"Was there ever a US senator that represented the state of Hawaii and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Hawaii and attended Northwestern University was Daniel K. Inouye."
"Was there ever a US senator that represented the state of Idaho and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Idaho and attended Northwestern University was Pat Williams."
"Was there ever a US senator that represented the state of Illinois and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Illinois and attended Northwestern University was Kevin Yoder."
"Was there ever a US senator that represented the state of Indiana and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Indiana and attended Northwestern University was Richard Lugar."
"Was there ever a US senator that represented the state of Iowa and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Iowa and attended Northwestern University was Charles R. Bartlett."
"Was there ever a US senator that represented the state of Kansas and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator that represented the state of Kansas and attended Northwestern University was Susan Wagle."
"Was there ever a US senator that represented the state of Kentucky and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Kentucky and attended Northwestern University was Ben Nelson."
"Was there ever a US senator that represented the state of Louisiana and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Louisiana and attended Northwestern University was John Melanchion ""J. M."" Reeves (1843-1907)."
"Was there ever a US senator that represented the state of Maine and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Maine and attended Northwestern University is Sen. Susan M. Collins."
"Was there ever a US senator that represented the state of Maryland and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Maryland and attended Northwestern University was John Kevin Delaney."
"Was there ever a US senator that represented the state of Massachusetts and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Massachusetts and attended Northwestern University was Edward J. Morrissey. His alma mater was Northwestern University School of Law, which later became Northwestern University Pritzker School of Law."
"Was there ever a US senator that represented the state of Michigan and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator that represented the state of Michigan and was educated at Northwestern University is Debbie Stabenow."
"Was there ever a US senator that represented the state of Mississippi and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Mississippi and attended Northwestern University was John C. Stennis."
"Was there ever a US senator that represented the state of Missouri and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Missouri and attended Northwestern University was Daniel B. Willetts."
"Was there ever a US senator that represented the state of Montana and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Montana and attended Northwestern University was Jon Tester."
"Was there ever a US senator that represented the state of Nebraska and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Nebraska and attended Northwestern University was Ben Sasse."
"Was there ever a US senator that represented the state of Nevada and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Nevada and attended Northwestern University was James N. Gibbons."
"Was there ever a US senator that represented the state of New Hampshire and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of New Hampshire and attended Northwestern University is Sen. Jeanne Shaheen."
"Was there ever a US senator that represented the state of New Jersey and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of New Jersey and attended Northwestern University was Al Franken."
"Was there ever a US senator that represented the state of New Mexico and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of New Mexico and attended Northwestern University was Gordon Hartman McRae."
"Was there ever a US senator that represented the state of New York and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of New York and attended Northwestern University is Kyrsten Sinema."
"Was there ever a US senator that represented the state of North Carolina and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of North Carolina and attended Northwestern University is Richard Burr."
"Was there ever a US senator that represented the state of Ohio and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Ohio and attended Northwestern University was Nelson W. Rondeau."
"Was there ever a US senator that represented the state of Oklahoma and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator that represented the state of Oklahoma and attended Northwestern University was James L. Wadsworth, Jr. His alma mater degree is shown as a Bachelor of Laws (LL.B.) from Northwestern University School of Law, which later became the Northwestern University Pritzker School of Law."
"Was there ever a US senator that represented the state of Oregon and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Oregon and attended Northwestern University was Mark Hatfield."
"Was there ever a US senator that represented the state of Pennsylvania and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Pennsylvania and attended Northwestern University was Gary Hart."
"Was there ever a US senator that represented the state of Rhode Island and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Rhode Island and attended Northwestern University was Claiborne Pell."
"Was there ever a US senator that represented the state of South Carolina and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of South Carolina and attended Northwestern University is Sen. Lindsey Graham."
"Was there ever a US senator that represented the state of Tennessee and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Tennessee and attended Northwestern University was Democratic Party's Bob Corker."
"Was there ever a US senator that represented the state of Texas and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator that represented the state of Texas and was educated at Northwestern University is Kevin Yoder."
"Was there ever a US senator that represented the state of Utah and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Utah and attended Northwestern University is Oliver M. Howard."
"Was there ever a US senator that represented the state of Vermont and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Vermont and attended Northwestern University was Sen. Patrick J. Leahy."
"Was there ever a US senator that represented the state of Virginia and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Virginia and attended Northwestern University was John Warner."
"Was there ever a US senator that represented the state of Washington and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Washington and attended Northwestern University is Sen. George Norris (1872-1957)."
"Was there ever a US senator that represented the state of West Virginia and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of West Virginia and attended Northwestern University is Sherwood ""Sherman"" Williams."
"Was there ever a US senator that represented the state of Wisconsin and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Wisconsin and attended Northwestern University was Robert F. Santty."
"Was there ever a US senator that represented the state of Wyoming and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Wyoming and attended Northwestern University is John Barry Morell."
"Was there ever a US senator that represented the state of Alabama and whose alma mater was Dartmouth College? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Alabama and attended Dartmouth College as his alma mater is John William Russell, often referred to as JWR."
